Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Gls/90,Ast/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
2301,Emmanuel Sabbi,USA,"FW,MF",Le Havre,Ligue 1,25,30,18,1584,17.6,5,1,6,3,0.28,0.06,0.23,0.08,0.32,0.14,0.23
2302,Stefano Sabelli,ITA,DF,Genoa,Serie A,30,32,30,2429,27.0,0,1,1,0,0.00,0.04,0.03,0.07,0.10,0.03,0.10
2303,Marcel Sabitzer,AUT,MF,Dortmund,Bundesliga,29,25,23,1961,21.8,4,3,7,3,0.18,0.14,0.16,0.08,0.25,0.13,0.21
2304,Falaye Sacko,MLI,DF,Montpellier,Ligue 1,28,19,15,1382,15.4,0,1,1,0,0.00,0.07,0.00,0.03,0.03,0.00,0.03
2305,Dominic Sadi,ENG,FW,Bournemouth,Premier League,19,1,0,1,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2306,Umar Sadiq,NGA,FW,Real Sociedad,La Liga,26,26,12,1077,12.0,3,1,4,3,0.25,0.08,0.30,0.09,0.39,0.30,0.39
2307,Alexis Saelemaekers,BEL,"FW,MF",Bologna,Serie A,24,30,21,1887,21.0,4,2,6,4,0.19,0.10,0.13,0.14,0.26,0.13,0.26
2308,Pablo Saenz,,MF,Granada,La Liga,,1,0,19,0.2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2309,Modibo Sagnan,MLI,DF,Montpellier,Ligue 1,24,13,12,1054,11.7,2,0,2,2,0.17,0.00,0.10,0.03,0.13,0.10,0.13
2310,Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,28,27,11,1020,11.3,7,1,8,7,0.62,0.09,0.50,0.08,0.58,0.50,0.58
2311,Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,24,6,3,346,3.8,0,0,0,0,0.00,0.00,0.03,0.02,0.05,0.03,0.05
2312,Bukayo Saka,ENG,FW,Arsenal,Premier League,21,35,35,2919,32.4,16,9,25,10,0.49,0.28,0.48,0.32,0.80,0.33,0.65
2313,Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,33,1,0,7,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2314,Ibrahim Salah,MAR,"FW,MF",Rennes,Ligue 1,21,23,4,524,5.8,4,1,5,4,0.69,0.17,0.54,0.08,0.62,0.54,0.62
2315,Mohamed Salah,EGY,FW,Liverpool,Premier League,31,32,28,2534,28.2,18,10,28,13,0.64,0.36,0.75,0.42,1.17,0.55,0.97
2316,Amine Salama,FRA,FW,Reims,Ligue 1,23,11,2,313,3.5,0,0,0,0,0.00,0.00,0.21,0.07,0.27,0.21,0.27
2317,Kike Salas,ESP,DF,Sevilla,La Liga,21,23,19,1605,17.8,3,0,3,3,0.17,0.00,0.05,0.03,0.08,0.05,0.08
2318,William Saliba,FRA,DF,Arsenal,Premier League,22,38,38,3420,38.0,2,1,3,2,0.05,0.03,0.04,0.01,0.05,0.04,0.05
2319,Mohammed Salisu,GHA,DF,Monaco,Ligue 1,24,12,11,1035,11.5,0,1,1,0,0.00,0.09,0.02,0.02,0.04,0.02,0.04
2320,Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,26,27,22,1840,20.4,3,2,5,3,0.15,0.10,0.39,0.17,0.56,0.35,0.52
2321,Yoann Salmier,GUF,DF,Le Havre,Ligue 1,30,20,18,1568,17.4,1,1,2,1,0.06,0.06,0.06,0.04,0.10,0.06,0.10
2322,Salvi,ESP,MF,Rayo Vallecano,La Liga,32,1,0,28,0.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2323,Lazar Samardzic,SRB,MF,Udinese,Serie A,21,34,28,2372,26.4,6,2,8,5,0.23,0.08,0.13,0.21,0.34,0.11,0.31
2324,Diadie Samassékou,MLI,MF,Cádiz,La Liga,27,4,0,92,1.0,0,0,0,0,0.00,0.00,0.03,0.02,0.04,0.03,0.04
2325,Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,27,1,0,1,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2326,Mama Samba Baldé,GNB,"FW,MF",Lyon,Ligue 1,27,20,4,551,6.1,2,3,5,2,0.33,0.49,0.55,0.38,0.94,0.55,0.94
2327,Brice Samba,FRA,GK,Lens,Ligue 1,29,33,33,2970,33.0,0,0,0,0,0.00,0.00,0.00,0.01,0.01,0.00,0.01
2328,Albert Sambi Lokonga,BEL,MF,Luton Town,Premier League,23,17,16,1303,14.5,1,3,4,1,0.07,0.21,0.04,0.10,0.14,0.04,0.14
2329,Junior Sambia,FRA,"DF,MF",Salernitana,Serie A,26,18,10,1032,11.5,1,2,3,1,0.09,0.17,0.05,0.07,0.12,0.05,0.12
2330,Fede San Emeterio,ESP,MF,Cádiz,La Liga,26,4,3,152,1.7,1,0,1,1,0.59,0.00,0.03,0.05,0.09,0.03,0.09
2331,Antonio Sanabria,PAR,"FW,MF",Torino,Serie A,27,35,23,2133,23.7,5,0,5,3,0.21,0.00,0.39,0.06,0.45,0.32,0.38
2332,Oihan Sancet,ESP,MF,Athletic Club,La Liga,23,30,25,1975,21.9,4,5,9,4,0.18,0.23,0.29,0.21,0.50,0.25,0.47
2333,Renato Sanches,POR,MF,Roma,Serie A,25,7,1,146,1.6,1,0,1,1,0.62,0.00,0.05,0.14,0.19,0.05,0.19
2334,Ricard Sánchez,ESP,DF,Granada,La Liga,23,33,25,2295,25.5,3,0,3,3,0.12,0.00,0.04,0.08,0.11,0.04,0.11
2335,Alexis Sánchez,CHI,"FW,MF",Inter,Serie A,34,23,6,763,8.5,2,5,7,1,0.24,0.59,0.38,0.37,0.75,0.29,0.66
2336,Antonio Sánchez,ESP,MF,Mallorca,La Liga,26,29,21,1452,16.1,3,1,4,3,0.19,0.06,0.16,0.05,0.21,0.16,0.21
2337,Davinson Sánchez,COL,DF,Tottenham,Premier League,27,1,0,77,0.9,0,0,0,0,0.00,0.00,0.14,0.00,0.14,0.14,0.14
2338,Juanlu Sánchez,ESP,DF,Sevilla,La Liga,19,26,11,1181,13.1,0,2,2,0,0.00,0.15,0.07,0.09,0.15,0.07,0.15
2339,Manu Sánchez,ESP,"DF,MF",Celta Vigo,La Liga,22,26,20,1775,19.7,0,5,5,0,0.00,0.25,0.02,0.14,0.16,0.02,0.16
2340,Robert Sánchez,ESP,GK,Chelsea,Premier League,25,16,16,1433,15.9,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2341,Jadon Sancho,ENG,"FW,MF",Manchester Utd,Premier League,23,3,0,79,0.9,0,0,0,0,0.00,0.00,0.00,0.06,0.06,0.00,0.06
2342,Jadon Sancho,ENG,"FW,MF",Dortmund,Bundesliga,23,14,11,947,10.5,2,2,4,2,0.19,0.19,0.07,0.28,0.35,0.07,0.35
2343,Alex Sandro,BRA,DF,Juventus,Serie A,32,16,8,721,8.0,1,0,1,1,0.12,0.00,0.05,0.11,0.16,0.05,0.16
2344,Ibou Sané,SEN,"MF,FW",Metz,Ligue 1,18,9,0,128,1.4,1,0,1,1,0.70,0.00,0.49,0.03,0.51,0.49,0.51
2345,Leroy Sané,GER,FW,Bayern Munich,Bundesliga,27,27,25,2137,23.7,8,11,19,8,0.34,0.46,0.46,0.46,0.92,0.46,0.92
2346,Sadibou Sané,SEN,DF,Metz,Ligue 1,19,14,9,846,9.4,0,0,0,0,0.00,0.00,0.04,0.00,0.04,0.04,0.04
2347,Arouna Sangante,SEN,DF,Le Havre,Ligue 1,21,30,30,2687,29.9,0,0,0,0,0.00,0.00,0.03,0.04,0.07,0.03,0.07
2348,Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,25,17,13,1035,11.5,0,0,0,0,0.00,0.00,0.06,0.03,0.09,0.06,0.09
2349,Morgan Sanson,FRA,MF,Nice,Ligue 1,28,29,24,1964,21.8,2,3,5,2,0.09,0.14,0.15,0.18,0.33,0.15,0.33
2350,Nicola Sansone,ITA,"FW,MF",Lecce,Serie A,31,25,4,767,8.5,2,2,4,2,0.23,0.23,0.33,0.15,0.48,0.33,0.48
2351,Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,28,30,22,1926,21.4,0,1,1,0,0.00,0.05,0.09,0.03,0.12,0.09,0.12
2352,Jesús Santiago,ESP,MF,Getafe,La Liga,19,14,8,656,7.3,1,0,1,1,0.14,0.00,0.08,0.05,0.14,0.08,0.14
2353,Andrey Santos,BRA,MF,Nott'ham Forest,Premier League,19,1,0,8,0.1,0,0,0,0,0.00,0.00,0.64,0.00,0.64,0.64,0.64
2354,Andrey Santos,BRA,MF,Strasbourg,Ligue 1,19,11,9,831,9.2,1,0,1,1,0.11,0.00,0.11,0.11,0.21,0.11,0.21
2355,Tiago Santos,POR,DF,Lille,Ligue 1,21,29,26,2365,26.3,1,2,3,1,0.04,0.08,0.05,0.09,0.14,0.05,0.14
2356,Paco Sanz,ESP,DF,Almería,La Liga,18,1,0,24,0.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2357,Riccardo Saponara,ITA,"FW,MF",Hellas Verona,Serie A,31,12,3,342,3.8,0,0,0,0,0.00,0.00,0.03,0.04,0.07,0.03,0.07
2358,Pablo Sarabia,ESP,"MF,FW",Wolves,Premier League,31,30,20,1745,19.4,4,7,11,2,0.21,0.36,0.28,0.30,0.59,0.20,0.50
2359,Amin Sarr,SWE,"FW,MF",Lyon,Ligue 1,22,3,1,98,1.1,0,0,0,0,0.00,0.00,0.31,0.14,0.45,0.31,0.45
2360,Amin Sarr,SWE,"FW,MF",Wolfsburg,Bundesliga,22,14,2,386,4.3,0,0,0,0,0.00,0.00,0.13,0.04,0.17,0.13,0.17
2361,Bouna Sarr,SEN,DF,Bayern Munich,Bundesliga,31,2,1,106,1.2,0,0,0,0,0.00,0.00,0.19,0.00,0.19,0.19,0.19
2362,Ismaila Sarr,SEN,"FW,MF",Marseille,Ligue 1,25,23,15,1447,16.1,3,4,7,3,0.19,0.25,0.20,0.15,0.35,0.20,0.35
2363,Mamadou Sarr,FRA,DF,Lyon,Ligue 1,17,1,0,8,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2364,Martin Satriano,URU,FW,Brest,Ligue 1,22,33,21,1864,20.7,4,4,8,4,0.19,0.19,0.29,0.14,0.43,0.29,0.43
2365,Téji Savanier,FRA,MF,Montpellier,Ligue 1,31,32,32,2765,30.7,9,6,15,2,0.29,0.20,0.29,0.22,0.52,0.12,0.34
2366,Stefan Savić,MNE,DF,Atlético Madrid,La Liga,32,23,19,1630,18.1,0,0,0,0,0.00,0.00,0.02,0.01,0.03,0.02,0.03
2367,Sávio,BRA,"FW,MF",Girona,La Liga,19,37,35,2976,33.1,9,10,19,9,0.27,0.30,0.18,0.24,0.42,0.18,0.42
2368,Zanos Savva,CYP,"DF,MF",Torino,Serie A,17,2,0,28,0.3,1,0,1,1,3.21,0.00,0.51,0.00,0.51,0.51,0.51
2369,Saba Sazonov,GEO,DF,Torino,Serie A,21,12,2,356,4.0,0,0,0,0,0.00,0.00,0.04,0.01,0.05,0.04,0.05
2370,Joe Scally,USA,DF,Gladbach,Bundesliga,20,31,25,2236,24.8,1,4,5,1,0.04,0.16,0.02,0.06,0.08,0.02,0.08
2371,Giorgio Scalvini,ITA,DF,Atalanta,Serie A,19,33,31,2544,28.3,1,3,4,1,0.04,0.11,0.05,0.04,0.09,0.05,0.09
2372,Gianluca Scamacca,ITA,FW,Atalanta,Serie A,24,29,17,1453,16.1,12,6,18,12,0.74,0.37,0.40,0.24,0.65,0.40,0.65
2373,Dane Scarlett,ENG,FW,Tottenham,Premier League,19,4,0,22,0.2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2374,Kevin Schade,GER,"FW,MF",Brentford,Premier League,21,11,3,333,3.7,2,1,3,2,0.54,0.27,0.32,0.19,0.52,0.32,0.52
2375,András Schäfer,HUN,MF,Union Berlin,Bundesliga,24,20,14,1214,13.5,1,2,3,1,0.07,0.15,0.13,0.11,0.24,0.13,0.24
2376,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,31,36,35,3054,33.9,4,1,5,4,0.12,0.03,0.07,0.02,0.10,0.07,0.10
2377,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,27,20,12,1063,11.8,7,0,7,6,0.59,0.00,0.51,0.08,0.59,0.44,0.53
2378,Stefan Schimmer,GER,"MF,FW",Heidenheim,Bundesliga,29,16,0,153,1.7,0,1,1,0,0.00,0.59,0.34,0.51,0.85,0.34,0.85
2379,Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,25,29,29,2477,27.5,0,5,5,0,0.00,0.18,0.04,0.09,0.13,0.04,0.13
2380,Keven Schlotterbeck,GER,DF,Bochum,Bundesliga,26,27,24,2185,24.3,5,1,6,5,0.21,0.04,0.08,0.03,0.11,0.08,0.11
2381,Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,23,33,32,2859,31.8,2,1,3,2,0.06,0.03,0.10,0.06,0.15,0.10,0.15
2382,Jeffrey Schlupp,GHA,"FW,MF",Crystal Palace,Premier League,30,29,17,1352,15.0,2,2,4,2,0.13,0.13,0.12,0.15,0.27,0.12,0.27
2383,Romano Schmid,AUT,"MF,FW",Werder Bremen,Bundesliga,23,33,30,2601,28.9,4,6,10,4,0.14,0.21,0.18,0.22,0.40,0.18,0.40
2384,Kenneth Schmidt,GER,DF,Freiburg,Bundesliga,21,5,0,68,0.8,0,0,0,0,0.00,0.00,0.02,0.09,0.12,0.02,0.12
2385,Niklas Schmidt,GER,MF,Toulouse,Ligue 1,25,22,15,1269,14.1,1,1,2,1,0.07,0.07,0.09,0.17,0.26,0.09,0.26
2386,Benno Schmitz,GER,DF,Köln,Bundesliga,28,22,13,1155,12.8,0,1,1,0,0.00,0.08,0.02,0.02,0.04,0.02,0.04
2387,Fabian Schnellhardt,GER,MF,Darmstadt 98,Bundesliga,29,10,2,235,2.6,0,0,0,0,0.00,0.00,0.08,0.02,0.11,0.08,0.11
2388,Jan Schöppner,GER,MF,Heidenheim,Bundesliga,24,26,23,1998,22.2,2,2,4,2,0.09,0.09,0.05,0.07,0.12,0.05,0.12
2389,Marcel Schuhen,GER,GK,Darmstadt 98,Bundesliga,30,31,31,2790,31.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2390,Perr Schuurs,NED,DF,Torino,Serie A,23,9,9,770,8.6,1,0,1,1,0.12,0.00,0.08,0.00,0.08,0.08,0.08
2391,Marvin Schwäbe,GER,GK,Köln,Bundesliga,28,34,34,3060,34.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2392,Alexander Schwolow,GER,GK,Union Berlin,Bundesliga,31,1,1,90,1.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2393,Alex Scott,ENG,MF,Bournemouth,Premier League,19,23,11,1014,11.3,1,1,2,1,0.09,0.09,0.06,0.15,0.22,0.06,0.22
2394,Simone Scuffet,ITA,GK,Cagliari,Serie A,27,31,31,2789,31.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2395,Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,20,14,2,399,4.4,2,0,2,2,0.45,0.00,0.21,0.01,0.22,0.21,0.22
2396,Manuel Sebastián,ESP,MF,Sevilla,La Liga,19,4,1,117,1.3,0,0,0,0,0.00,0.00,0.02,0.07,0.10,0.02,0.10
2397,Demba Seck,SEN,MF,Torino,Serie A,22,9,5,425,4.7,0,0,0,0,0.00,0.00,0.07,0.03,0.10,0.07,0.10
2398,Demba Seck,SEN,"FW,MF",Frosinone,Serie A,22,11,3,298,3.3,0,0,0,0,0.00,0.00,0.34,0.10,0.44,0.34,0.44
2399,Aleksandar Sedlar,SRB,DF,Alavés,La Liga,31,11,11,946,10.5,1,0,1,1,0.10,0.00,0.03,0.01,0.03,0.03,0.03
2400,Alidu Seidu,GHA,DF,Rennes,Ligue 1,23,11,7,593,6.6,0,0,0,0,0.00,0.00,0.04,0.01,0.05,0.04,0.05
2401,Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,23,14,13,1131,12.6,0,1,1,0,0.00,0.08,0.01,0.05,0.06,0.01,0.06
2402,Nicolas Seiwald,AUT,MF,RB Leipzig,Bundesliga,22,21,6,718,8.0,0,2,2,0,0.00,0.25,0.00,0.04,0.04,0.00,0.04
2403,Nikola Sekulov,ITA,FW,Juventus,Serie A,21,1,0,11,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2404,Davie Selke,GER,FW,Köln,Bundesliga,28,19,16,1265,14.1,6,0,6,6,0.43,0.00,0.34,0.03,0.37,0.34,0.37
2405,Matz Sels,BEL,GK,Nott'ham Forest,Premier League,31,16,16,1440,16.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2406,Matz Sels,BEL,GK,Strasbourg,Ligue 1,31,19,19,1710,19.0,0,0,0,0,0.00,0.00,0.00,0.03,0.03,0.00,0.03
2407,Nélson Semedo,POR,"DF,MF",Wolves,Premier League,29,36,36,3084,34.3,0,1,1,0,0.00,0.03,0.04,0.05,0.09,0.04,0.09
2408,Vivaldo Semedo,POR,FW,Udinese,Serie A,18,1,0,12,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2409,Antoine Semenyo,GHA,FW,Bournemouth,Premier League,23,33,25,2105,23.4,8,2,10,8,0.34,0.09,0.20,0.14,0.34,0.20,0.34
2410,Marvin Senaya,TOG,"DF,MF",Strasbourg,Ligue 1,22,32,23,2138,23.8,1,1,2,1,0.04,0.04,0.05,0.12,0.17,0.05,0.17
2411,Marcos Senesi,ARG,DF,Bournemouth,Premier League,26,31,26,2242,24.9,4,5,9,4,0.16,0.20,0.08,0.07,0.15,0.08,0.15
2412,Stefano Sensi,ITA,MF,Inter,Serie A,27,4,0,46,0.5,0,1,1,0,0.00,1.96,0.16,0.25,0.42,0.16,0.42
2413,Suat Serdar,GER,MF,Hellas Verona,Serie A,26,25,19,1659,18.4,0,2,2,0,0.00,0.11,0.05,0.07,0.13,0.05,0.13
2414,Benjamin Šeško,SVN,FW,RB Leipzig,Bundesliga,20,31,17,1526,17.0,14,2,16,14,0.83,0.12,0.45,0.07,0.52,0.45,0.52
2415,Kevin Sessa,GER,"MF,FW",Heidenheim,Bundesliga,23,30,7,1011,11.2,3,0,3,3,0.27,0.00,0.25,0.12,0.37,0.25,0.37
2416,Aaron Seydel,GER,FW,Darmstadt 98,Bundesliga,27,16,5,619,6.9,1,0,1,1,0.15,0.00,0.15,0.10,0.25,0.15,0.25
2417,Andres Sfait,ROU,"DF,MF",Salernitana,Serie A,18,2,0,23,0.3,0,0,0,0,0.00,0.00,0.00,0.26,0.26,0.00,0.26
2418,Stephan El Shaarawy,ITA,"FW,DF",Roma,Serie A,30,33,19,1738,19.3,3,4,7,3,0.16,0.21,0.13,0.12,0.25,0.13,0.25
2419,Luke Shaw,ENG,DF,Manchester Utd,Premier League,28,12,12,959,10.7,0,0,0,0,0.00,0.00,0.00,0.09,0.10,0.00,0.10
2420,James Shea,ENG,GK,Luton Town,Premier League,32,1,0,15,0.2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2421,Eldor Shomurodov,UZB,"FW,MF",Cagliari,Serie A,28,22,10,936,10.4,3,3,6,3,0.29,0.29,0.34,0.16,0.50,0.34,0.50
2422,Steven Shpendi,ALB,"FW,MF",Empoli,Serie A,20,12,4,411,4.6,0,1,1,0,0.00,0.22,0.09,0.10,0.20,0.09,0.20
2423,Sofiane Sidi Ali,FRA,MF,Marseille,Ligue 1,28,2,0,18,0.2,0,0,0,0,0.00,0.00,0.12,0.00,0.12,0.12,0.12
2424,Vincent Sierro,SUI,MF,Toulouse,Ligue 1,27,30,25,2261,25.1,6,2,8,2,0.24,0.08,0.23,0.09,0.33,0.08,0.17
2425,Tim Siersleben,GER,DF,Heidenheim,Bundesliga,23,14,10,910,10.1,0,0,0,0,0.00,0.00,0.02,0.05,0.07,0.02,0.07
2426,Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,21,27,20,1806,20.1,0,1,1,0,0.00,0.05,0.03,0.04,0.07,0.03,0.07
2427,André Silva,POR,FW,Real Sociedad,La Liga,27,19,9,729,8.1,3,0,3,2,0.37,0.00,0.41,0.04,0.45,0.31,0.35
2428,Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,28,33,29,2578,28.6,6,9,15,6,0.21,0.31,0.13,0.27,0.40,0.13,0.40
2429,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,26,9,7,623,6.9,0,5,5,0,0.00,0.72,0.03,0.18,0.22,0.03,0.22
2430,Fábio Silva,POR,FW,Wolves,Premier League,21,8,3,264,2.9,0,0,0,0,0.00,0.00,0.35,0.07,0.42,0.35,0.42
2431,Rui Silva,POR,GK,Betis,La Liga,29,28,28,2475,27.5,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2432,Thiago Silva,BRA,DF,Chelsea,Premier League,38,31,28,2527,28.1,3,1,4,3,0.11,0.04,0.03,0.04,0.06,0.03,0.06
2433,Marco Silvestri,ITA,GK,Udinese,Serie A,32,17,17,1530,17.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2434,Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,23,32,23,2138,23.8,2,3,5,2,0.08,0.13,0.16,0.14,0.30,0.16,0.30
2435,Giovanni Simeone,ARG,FW,Napoli,Serie A,28,28,8,800,8.9,1,0,1,1,0.11,0.00,0.38,0.06,0.44,0.38,0.44
2436,Giuliano Simeone,ARG,FW,Alavés,La Liga,20,14,6,630,7.0,1,2,3,1,0.14,0.29,0.34,0.29,0.63,0.23,0.52
2437,Jan-Carlo Simic,SRB,DF,Milan,Serie A,18,4,0,146,1.6,1,0,1,1,0.62,0.00,0.38,0.00,0.38,0.38,0.38
2438,Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,28,22,21,1788,19.9,3,5,8,2,0.15,0.25,0.21,0.18,0.39,0.17,0.35
2439,Unai Simón,ESP,GK,Athletic Club,La Liga,26,36,36,3182,35.4,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2440,Xavi Simons,NED,MF,RB Leipzig,Bundesliga,20,32,32,2653,29.5,8,11,19,7,0.27,0.37,0.28,0.33,0.61,0.23,0.56
2441,Wilfried Singo,CIV,DF,Monaco,Ligue 1,22,25,24,2187,24.3,1,1,2,1,0.04,0.04,0.03,0.04,0.08,0.03,0.08
2442,Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,24,20,7,699,7.8,2,2,4,2,0.26,0.26,0.33,0.31,0.64,0.33,0.64
2443,Daley Sinkgraven,NED,DF,Las Palmas,La Liga,28,11,6,388,4.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2444,Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,27,14,9,897,10.0,0,1,1,0,0.00,0.10,0.02,0.05,0.07,0.02,0.07
2445,Ayanda Sishuba,BEL,"MF,FW",Lens,Ligue 1,18,7,0,62,0.7,0,0,0,0,0.00,0.00,1.27,0.04,1.31,1.27,1.31
2446,Ibrahima Sissoko,MLI,MF,Strasbourg,Ligue 1,25,27,18,1642,18.2,0,1,1,0,0.00,0.05,0.05,0.09,0.14,0.05,0.14
2447,Moussa Sissoko,FRA,MF,Nantes,Ligue 1,33,26,21,1821,20.2,0,0,0,0,0.00,0.00,0.06,0.05,0.12,0.06,0.12
2448,Antonio Sivera,ESP,GK,Alavés,La Liga,26,34,34,3060,34.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2449,Tim Skarke,GER,"FW,DF",Darmstadt 98,Bundesliga,26,30,29,2404,26.7,8,0,8,8,0.30,0.00,0.13,0.08,0.21,0.13,0.21
2450,Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,28,27,24,2168,24.1,2,2,4,2,0.08,0.08,0.10,0.04,0.14,0.10,0.14
2451,Oliver Skipp,ENG,"MF,DF",Tottenham,Premier League,22,21,5,707,7.9,0,0,0,0,0.00,0.00,0.09,0.07,0.16,0.09,0.16
2452,Leo Skiri Østigård,NOR,DF,Napoli,Serie A,23,25,18,1625,18.1,1,0,1,1,0.06,0.00,0.03,0.00,0.04,0.03,0.04
2453,Łukasz Skorupski,POL,GK,Bologna,Serie A,32,32,32,2880,32.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2454,Robert Skov,DEN,"DF,FW",Hoffenheim,Bundesliga,27,25,14,1260,14.0,3,4,7,3,0.21,0.29,0.13,0.14,0.26,0.13,0.26
2455,Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,28,24,17,1629,18.1,0,0,0,0,0.00,0.00,0.01,0.00,0.01,0.01,0.01
2456,Naatan Skyttä,FIN,"MF,FW",Toulouse,Ligue 1,21,8,0,120,1.3,0,0,0,0,0.00,0.00,0.40,0.44,0.84,0.36,0.81
2457,Chris Smalling,ENG,DF,Roma,Serie A,33,8,4,390,4.3,0,0,0,0,0.00,0.00,0.01,0.08,0.10,0.01,0.10
2458,Adam Smith,ENG,DF,Bournemouth,Premier League,32,28,25,2150,23.9,0,2,2,0,0.00,0.08,0.00,0.05,0.06,0.00,0.06
2459,Emile Smith Rowe,ENG,MF,Arsenal,Premier League,23,13,3,353,3.9,0,1,1,0,0.00,0.25,0.50,0.06,0.56,0.50,0.56
2460,Hrvoje Smolčić,CRO,DF,Eint Frankfurt,Bundesliga,22,11,3,347,3.9,1,0,1,1,0.26,0.00,0.26,0.01,0.27,0.26,0.27
2461,Cédric Soares,POR,DF,Arsenal,Premier League,31,3,0,62,0.7,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2462,Danilo Soares,BRA,DF,Bochum,Bundesliga,31,5,3,351,3.9,0,0,0,0,0.00,0.00,0.01,0.03,0.04,0.01,0.04
2463,Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,28,3,0,25,0.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2464,Rubén Sobrino,ESP,"MF,FW",Cádiz,La Liga,31,32,18,1646,18.3,0,1,1,0,0.00,0.05,0.10,0.12,0.22,0.10,0.22
2465,Andrea Sodero,ITA,MF,Empoli,Serie A,18,1,0,5,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2466,Emran Soglo,ENG,"MF,DF",Marseille,Ligue 1,18,3,1,109,1.2,1,1,2,1,0.83,0.83,0.07,0.13,0.20,0.07,0.20
2467,Alex Sola,ESP,"FW,MF",Alavés,La Liga,24,29,14,1262,14.0,0,3,3,0,0.00,0.21,0.12,0.16,0.28,0.12,0.28
2468,Alex Sola,ESP,"DF,MF",Real Sociedad,La Liga,24,2,0,30,0.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2469,Dominic Solanke,ENG,FW,Bournemouth,Premier League,25,38,37,3325,36.9,19,3,22,17,0.51,0.08,0.53,0.08,0.61,0.47,0.55
2470,Ola Solbakken,NOR,FW,Roma,Serie A,24,1,0,23,0.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2471,Carlos Soler,ESP,"MF,DF",Paris S-G,Ligue 1,26,24,12,1090,12.1,2,2,4,2,0.17,0.17,0.12,0.20,0.32,0.12,0.32
2472,Jhon Solis,COL,MF,Girona,La Liga,18,18,2,384,4.3,0,0,0,0,0.00,0.00,0.24,0.07,0.32,0.24,0.32
