Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Gls/90,Ast/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
2473,Manor Solomon,ISR,FW,Tottenham,Premier League,24,5,2,199,2.2,0,2,2,0,0.00,0.90,0.19,0.38,0.56,0.19,0.56
2474,Daniele Sommariva,ITA,GK,Genoa,Serie A,26,1,0,5,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2475,Yann Sommer,SUI,GK,Inter,Serie A,34,34,34,3060,34.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2476,Brandon Soppy,FRA,DF,Torino,Serie A,21,5,2,178,2.0,0,0,0,0,0.00,0.00,0.00,0.04,0.04,0.00,0.04
2477,David Soria,ESP,GK,Getafe,La Liga,30,38,38,3413,37.9,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2478,Alberto Soro,ESP,MF,Granada,La Liga,24,1,0,8,0.1,0,0,0,0,0.00,0.00,0.00,0.51,0.51,0.00,0.51
2479,Alessandro Sorrentino,ITA,GK,Monza,Serie A,21,7,5,548,6.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2480,Borna Sosa,CRO,"FW,DF",Stuttgart,Bundesliga,25,2,0,46,0.5,0,0,0,0,0.00,0.00,0.06,0.57,0.63,0.06,0.63
2481,Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,19,17,8,721,8.0,0,1,1,0,0.00,0.12,0.04,0.19,0.24,0.04,0.24
2482,Florian Sotoca,FRA,"MF,FW",Lens,Ligue 1,32,32,29,2598,28.9,7,6,13,3,0.24,0.21,0.32,0.22,0.54,0.21,0.43
2483,Riccardo Sottil,ITA,FW,Fiorentina,Serie A,24,22,13,1103,12.3,2,3,5,2,0.16,0.24,0.21,0.20,0.41,0.21,0.41
2484,Tomáš Souček,CZE,MF,West Ham,Premier League,28,37,34,2870,31.9,7,2,9,7,0.22,0.06,0.21,0.05,0.26,0.21,0.26
2485,Matìas Soulé,ARG,"FW,MF",Frosinone,Serie A,20,36,36,3121,34.7,11,3,14,6,0.32,0.09,0.30,0.19,0.49,0.17,0.36
2486,Boubakary Soumaré,FRA,MF,Sevilla,La Liga,24,28,26,2286,25.4,0,1,1,0,0.00,0.04,0.00,0.04,0.04,0.00,0.04
2487,Issa Soumaré,SEN,"FW,MF",Le Havre,Ligue 1,22,7,3,237,2.6,0,0,0,0,0.00,0.00,0.14,0.24,0.39,0.14,0.39
2488,Vinicius Souza,BRA,MF,Sheffield Utd,Premier League,24,36,29,2668,29.6,1,0,1,1,0.03,0.00,0.02,0.01,0.03,0.02,0.03
2489,Djibril Sow,SUI,MF,Sevilla,La Liga,26,24,18,1460,16.2,1,1,2,1,0.06,0.06,0.09,0.05,0.14,0.09,0.14
2490,Saidou Sow,GUI,DF,Strasbourg,Ligue 1,21,10,8,719,8.0,0,1,1,0,0.00,0.13,0.04,0.06,0.10,0.04,0.10
2491,Çağlar Söyüncü,TUR,DF,Atlético Madrid,La Liga,27,6,1,114,1.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2492,Djed Spence,ENG,DF,Genoa,Serie A,22,16,8,859,9.5,0,0,0,0,0.00,0.00,0.02,0.03,0.04,0.02,0.04
2493,Stijn Spierings,NED,MF,Toulouse,Ligue 1,27,22,16,1516,16.8,0,1,1,0,0.00,0.06,0.02,0.03,0.06,0.02,0.06
2494,Stijn Spierings,NED,MF,Lens,Ligue 1,27,4,1,118,1.3,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2495,Leonardo Spinazzola,ITA,DF,Roma,Serie A,30,24,15,1312,14.6,1,2,3,1,0.07,0.14,0.02,0.21,0.22,0.02,0.22
2496,Marco Sportiello,ITA,GK,Milan,Serie A,31,7,7,630,7.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2497,Anton Stach,GER,MF,Hoffenheim,Bundesliga,24,31,26,2321,25.8,2,3,5,2,0.08,0.12,0.07,0.13,0.20,0.07,0.20
2498,Anton Stach,GER,MF,Mainz 05,Bundesliga,24,2,2,170,1.9,0,0,0,0,0.00,0.00,0.10,0.06,0.16,0.10,0.16
2499,Jens Stage,DEN,MF,Werder Bremen,Bundesliga,26,30,26,2327,25.9,3,1,4,3,0.12,0.04,0.17,0.07,0.24,0.17,0.24
2500,Benjamin Stambouli,FRA,MF,Reims,Ligue 1,32,7,3,286,3.2,0,1,1,0,0.00,0.31,0.02,0.03,0.05,0.02,0.05
2501,Josip Stanišić,CRO,DF,Leverkusen,Bundesliga,23,20,13,1261,14.0,3,1,4,3,0.21,0.07,0.05,0.12,0.17,0.05,0.17
2502,Carl Starfelt,SWE,DF,Celta Vigo,La Liga,28,27,26,2216,24.6,1,0,1,1,0.04,0.00,0.06,0.01,0.06,0.06,0.06
2503,Niklas Stark,GER,DF,Werder Bremen,Bundesliga,28,17,12,1088,12.1,2,0,2,2,0.17,0.00,0.02,0.00,0.02,0.02,0.02
2504,Jason Steele,ENG,GK,Brighton,Premier League,32,17,17,1530,17.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2505,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,27,23,14,1064,11.8,0,5,5,0,0.00,0.42,0.03,0.27,0.29,0.03,0.29
2506,Leonidas Stergiou,SUI,DF,Stuttgart,Bundesliga,21,15,6,594,6.6,1,0,1,1,0.15,0.00,0.05,0.06,0.11,0.05,0.11
2507,Raheem Sterling,ENG,"FW,MF",Chelsea,Premier League,28,31,22,1978,22.0,8,4,12,8,0.36,0.18,0.29,0.20,0.50,0.29,0.50
2508,Trivante Stewart,JAM,"FW,MF",Salernitana,Serie A,23,4,0,100,1.1,0,0,0,0,0.00,0.00,0.06,0.05,0.12,0.06,0.12
2509,Angelo Stiller,GER,MF,Hoffenheim,Bundesliga,22,1,1,84,0.9,0,0,0,0,0.00,0.00,0.09,0.03,0.12,0.09,0.12
2510,Angelo Stiller,GER,MF,Stuttgart,Bundesliga,22,31,30,2694,29.9,1,5,6,1,0.03,0.17,0.05,0.17,0.22,0.05,0.22
2511,Kevin Stöger,AUT,MF,Bochum,Bundesliga,29,32,32,2668,29.6,7,10,17,3,0.24,0.34,0.21,0.33,0.54,0.10,0.44
2512,Filip Stojilković,SUI,"FW,MF",Darmstadt 98,Bundesliga,23,6,0,154,1.7,0,0,0,0,0.00,0.00,0.11,0.00,0.11,0.11,0.11
2513,John Stones,ENG,"DF,MF",Manchester City,Premier League,29,16,12,1064,11.8,1,0,1,1,0.08,0.00,0.09,0.02,0.11,0.09,0.11
2514,Thomas Strakosha,ALB,GK,Brentford,Premier League,28,2,1,135,1.5,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2515,Jørgen Strand Larsen,NOR,FW,Celta Vigo,La Liga,23,37,36,2863,31.8,13,3,16,13,0.41,0.09,0.46,0.08,0.54,0.46,0.54
2516,Gabriel Strefezza,BRA,FW,Lecce,Serie A,26,19,13,1112,12.4,1,0,1,0,0.08,0.00,0.20,0.09,0.29,0.14,0.23
2517,Kevin Strootman,NED,MF,Genoa,Serie A,33,27,15,1207,13.4,0,2,2,0,0.00,0.15,0.01,0.10,0.10,0.01,0.10
2518,Cristhian Stuani,URU,FW,Girona,La Liga,36,31,5,804,8.9,9,3,12,9,1.01,0.34,1.08,0.21,1.29,1.08,1.29
2519,Álex Suárez,ESP,DF,Las Palmas,La Liga,30,32,30,2562,28.5,2,0,2,2,0.07,0.00,0.04,0.01,0.05,0.04,0.05
2520,Damián Suárez,URU,DF,Getafe,La Liga,35,16,15,1299,14.4,0,2,2,0,0.00,0.14,0.02,0.06,0.08,0.02,0.08
2521,Denis Suárez,ESP,"MF,FW",Villarreal,La Liga,29,4,1,133,1.5,0,0,0,0,0.00,0.00,0.06,0.18,0.24,0.06,0.24
2522,Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,25,31,27,2357,26.2,0,4,4,0,0.00,0.15,0.03,0.12,0.14,0.03,0.14
2523,Isaac Success,NGA,"FW,MF",Udinese,Serie A,27,27,9,880,9.8,1,1,2,1,0.10,0.10,0.28,0.11,0.39,0.20,0.31
2524,Niklas Süle,GER,DF,Dortmund,Bundesliga,27,23,14,1514,16.8,1,0,1,1,0.06,0.00,0.03,0.01,0.04,0.03,0.04
2525,Ibrahim Sulemana,GHA,MF,Cagliari,Serie A,20,21,16,1339,14.9,2,0,2,2,0.13,0.00,0.05,0.01,0.06,0.05,0.06
2526,Tomáš Suslov,SVK,"MF,FW",Hellas Verona,Serie A,21,32,23,2092,23.2,3,5,8,2,0.13,0.22,0.15,0.15,0.31,0.11,0.26
2527,Suso,ESP,"MF,FW",Sevilla,La Liga,29,29,15,1517,16.9,1,4,5,1,0.06,0.24,0.08,0.23,0.32,0.08,0.32
2528,Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,24,25,20,1715,19.1,1,3,4,1,0.05,0.16,0.15,0.12,0.28,0.15,0.28
2529,Max Svensson,ESP,FW,Osasuna,La Liga,,1,0,3,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2530,Mile Svilar,SRB,GK,Roma,Serie A,23,15,15,1350,15.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2531,Williot Swedberg,SWE,"FW,MF",Celta Vigo,La Liga,19,15,4,439,4.9,5,0,5,5,1.03,0.00,0.47,0.04,0.51,0.47,0.51
2532,Karol Świderski,POL,"FW,MF",Hellas Verona,Serie A,26,15,3,504,5.6,2,0,2,2,0.36,0.00,0.31,0.08,0.39,0.31,0.39
2533,Abakar Sylla,CIV,DF,Strasbourg,Ligue 1,20,22,19,1792,19.9,2,0,2,2,0.10,0.00,0.08,0.02,0.10,0.08,0.10
2534,Dembo Sylla,GUI,DF,Lorient,Ligue 1,20,1,0,45,0.5,0,0,0,0,0.00,0.00,0.21,0.00,0.21,0.21,0.21
2535,Issiaga Sylla,GUI,"DF,FW",Montpellier,Ligue 1,29,19,17,1455,16.2,1,2,3,1,0.06,0.12,0.09,0.11,0.19,0.09,0.19
2536,Mamadou Sylla,SEN,"FW,MF",Alavés,La Liga,29,2,0,18,0.2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2537,Attila Szalai,HUN,DF,Hoffenheim,Bundesliga,25,4,4,288,3.2,0,0,0,0,0.00,0.00,0.00,0.16,0.16,0.00,0.16
2538,Attila Szalai,HUN,DF,Freiburg,Bundesliga,25,3,0,103,1.1,0,0,0,0,0.00,0.00,0.00,0.11,0.11,0.00,0.11
2539,Wojciech Szczęsny,POL,GK,Juventus,Serie A,33,35,35,3150,35.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2540,Dominik Szoboszlai,HUN,MF,Liverpool,Premier League,22,33,25,2104,23.4,3,2,5,3,0.13,0.09,0.16,0.25,0.40,0.16,0.40
2541,Przemysław Szymiński,POL,MF,Frosinone,Serie A,29,1,0,9,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2542,Alexander Sørloth,NOR,FW,Villarreal,La Liga,27,34,30,2489,27.7,23,6,29,23,0.83,0.22,0.44,0.16,0.60,0.44,0.60
2543,Musa Al-Taamari,JOR,FW,Montpellier,Ligue 1,26,27,24,1928,21.4,5,2,7,5,0.23,0.09,0.17,0.16,0.33,0.17,0.33
2544,Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,30,25,25,2123,23.6,3,1,4,3,0.13,0.04,0.11,0.04,0.15,0.11,0.15
2545,Jonathan Tah,GER,DF,Leverkusen,Bundesliga,27,31,30,2631,29.2,4,1,5,4,0.14,0.03,0.07,0.01,0.08,0.07,0.08
2546,Montassar Talbi,TUN,DF,Lorient,Ligue 1,25,25,25,2204,24.5,0,0,0,0,0.00,0.00,0.02,0.01,0.03,0.02,0.03
2547,Yassin Tallal,ESP,FW,Getafe,La Liga,18,1,0,3,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2548,Adrien Tameze,CMR,"DF,MF",Torino,Serie A,29,29,25,2146,23.8,0,2,2,0,0.00,0.08,0.03,0.09,0.12,0.03,0.12
2549,Renato Tapia,PER,"MF,DF",Celta Vigo,La Liga,28,21,15,1337,14.9,0,0,0,0,0.00,0.00,0.07,0.04,0.11,0.07,0.11
2550,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,24,28,23,2087,23.2,0,1,1,0,0.00,0.04,0.04,0.04,0.08,0.04,0.08
2551,Matt Targett,ENG,DF,Newcastle Utd,Premier League,27,3,1,78,0.9,0,0,0,0,0.00,0.00,0.00,0.03,0.03,0.00,0.03
2552,Oussama Targhalline,MAR,MF,Le Havre,Ligue 1,21,14,12,1025,11.4,0,0,0,0,0.00,0.00,0.02,0.03,0.05,0.02,0.05
2553,James Tarkowski,ENG,DF,Everton,Premier League,30,38,38,3419,38.0,1,1,2,1,0.03,0.03,0.07,0.06,0.13,0.07,0.13
2554,César Tárrega,ESP,DF,Valencia,La Liga,21,1,0,8,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2555,Jimi Tauriainen,ENG,FW,Chelsea,Premier League,19,1,0,1,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2556,Nuno Tavares,POR,DF,Nott'ham Forest,Premier League,23,8,5,457,5.1,0,0,0,0,0.00,0.00,0.03,0.10,0.13,0.03,0.13
2557,Marcus Tavernier,ENG,FW,Bournemouth,Premier League,24,30,25,2118,23.5,3,4,7,3,0.13,0.17,0.17,0.22,0.39,0.17,0.39
2558,Elayis Tavsan,NED,"MF,FW",Hellas Verona,Serie A,22,3,0,50,0.6,0,0,0,0,0.00,0.00,0.19,0.00,0.19,0.19,0.19
2559,Charlie Taylor,ENG,DF,Burnley,Premier League,29,28,25,2331,25.9,1,1,2,1,0.04,0.04,0.01,0.05,0.06,0.01,0.06
2560,Marciano Tchami,GNB,"FW,MF",Almería,La Liga,19,6,0,43,0.5,0,0,0,0,0.00,0.00,0.06,0.10,0.17,0.06,0.17
2561,Loum Tchaouna,FRA,"FW,MF",Salernitana,Serie A,19,33,23,2100,23.3,4,3,7,4,0.17,0.13,0.11,0.06,0.18,0.11,0.18
2562,Jackson Tchatchoua,CMR,DF,Hellas Verona,Serie A,21,26,19,1725,19.2,0,2,2,0,0.00,0.10,0.00,0.07,0.07,0.00,0.07
2563,Enzo Tchato,CMR,DF,Montpellier,Ligue 1,20,17,11,1125,12.5,0,0,0,0,0.00,0.00,0.03,0.03,0.05,0.03,0.05
2564,Aurélien Tchouaméni,FRA,"MF,DF",Real Madrid,La Liga,23,27,22,1987,22.1,3,1,4,3,0.14,0.05,0.06,0.04,0.10,0.06,0.10
2565,Mathys Tel,FRA,"FW,MF",Bayern Munich,Bundesliga,18,30,6,1050,11.7,7,5,12,7,0.60,0.43,0.32,0.20,0.52,0.32,0.52
2566,Nathan Tella,NGA,"DF,MF",Leverkusen,Bundesliga,24,24,8,819,9.1,5,2,7,5,0.55,0.22,0.38,0.35,0.73,0.38,0.73
2567,Nahuel Tenaglia,ARG,DF,Alavés,La Liga,27,25,11,1141,12.7,1,0,1,1,0.08,0.00,0.05,0.04,0.09,0.05,0.09
2568,Arnau Tenas,ESP,GK,Paris S-G,Ligue 1,22,6,5,529,5.9,0,1,1,0,0.00,0.17,0.00,0.13,0.13,0.00,0.13
2569,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,31,28,28,2520,28.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2570,Filippo Terracciano,ITA,DF,Hellas Verona,Serie A,20,18,14,1296,14.4,0,1,1,0,0.00,0.07,0.02,0.07,0.09,0.02,0.09
2571,Filippo Terracciano,ITA,"DF,FW",Milan,Serie A,20,3,1,76,0.8,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2572,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,33,33,33,2970,33.0,0,0,0,0,0.00,0.00,0.00,0.01,0.01,0.00,0.01
2573,Ramón Terrats,ESP,"MF,DF",Villarreal,La Liga,22,19,6,785,8.7,0,2,2,0,0.00,0.23,0.04,0.18,0.22,0.04,0.22
2574,Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,26,24,19,1527,17.0,7,3,10,7,0.41,0.18,0.31,0.15,0.46,0.31,0.46
2575,Kenny Tete,NED,DF,Fulham,Premier League,27,14,10,867,9.6,1,0,1,1,0.10,0.00,0.09,0.04,0.13,0.09,0.13
2576,Benjamin Tetteh,GHA,"FW,MF",Metz,Ligue 1,26,12,1,278,3.1,0,0,0,0,0.00,0.00,0.08,0.03,0.11,0.08,0.11
2577,Teddy Teuma,MLT,MF,Reims,Ligue 1,29,28,25,2113,23.5,6,3,9,5,0.26,0.13,0.13,0.16,0.29,0.10,0.26
2578,Florian Thauvin,FRA,FW,Udinese,Serie A,30,29,19,1710,19.0,5,3,8,4,0.26,0.16,0.25,0.22,0.47,0.21,0.43
2579,Arthur Theate,BEL,DF,Rennes,Ligue 1,23,28,27,2296,25.5,2,0,2,2,0.08,0.00,0.07,0.03,0.11,0.07,0.11
2580,Norman Theuerkauf,GER,"MF,DF",Heidenheim,Bundesliga,36,25,14,1259,14.0,0,1,1,0,0.00,0.07,0.03,0.06,0.09,0.03,0.09
2581,Malick Thiaw,GER,DF,Milan,Serie A,21,21,19,1619,18.0,0,1,1,0,0.00,0.06,0.03,0.01,0.04,0.03,0.04
2582,Jan Thielmann,GER,"FW,DF",Köln,Bundesliga,21,22,20,1579,17.5,1,0,1,1,0.06,0.00,0.13,0.06,0.19,0.13,0.19
2583,Denis Thomalla,GER,"MF,FW",Heidenheim,Bundesliga,30,21,3,446,5.0,0,0,0,0,0.00,0.00,0.06,0.08,0.13,0.06,0.13
2584,Luke Thomas,ENG,DF,Sheffield Utd,Premier League,22,12,11,917,10.2,0,0,0,0,0.00,0.00,0.05,0.00,0.06,0.05,0.06
2585,Adrien Thomasson,FRA,MF,Lens,Ligue 1,29,29,13,1193,13.3,1,2,3,1,0.08,0.15,0.29,0.29,0.58,0.29,0.58
2586,Morten Thorsby,NOR,MF,Genoa,Serie A,27,24,9,1157,12.9,2,2,4,2,0.16,0.16,0.14,0.11,0.25,0.14,0.25
2587,Kristian Thorstvedt,NOR,MF,Sassuolo,Serie A,24,34,30,2397,26.6,6,1,7,6,0.23,0.04,0.16,0.06,0.22,0.16,0.22
2588,Khéphren Thuram,FRA,MF,Nice,Ligue 1,22,27,25,2108,23.4,1,1,2,1,0.04,0.04,0.14,0.16,0.30,0.14,0.30
2589,Marcus Thuram,FRA,FW,Inter,Serie A,25,35,34,2687,29.9,13,7,20,13,0.44,0.23,0.48,0.12,0.60,0.48,0.60
2590,Cheikh Tidiane Sabaly,SEN,"FW,MF",Metz,Ligue 1,24,29,17,1379,15.3,3,1,4,3,0.20,0.07,0.17,0.08,0.25,0.17,0.25
2591,Youri Tielemans,BEL,"MF,FW",Aston Villa,Premier League,26,32,17,1622,18.0,2,6,8,2,0.11,0.33,0.07,0.14,0.21,0.07,0.21
2592,Kieran Tierney,SCO,DF,Real Sociedad,La Liga,26,20,14,1238,13.8,0,2,2,0,0.00,0.15,0.01,0.05,0.06,0.01,0.06
2593,Phillip Tietz,GER,FW,Augsburg,Bundesliga,26,34,31,2382,26.5,8,4,12,8,0.30,0.15,0.31,0.10,0.41,0.31,0.41
2594,Steffen Tigges,GER,FW,Köln,Bundesliga,25,25,6,727,8.1,3,0,3,3,0.37,0.00,0.32,0.19,0.51,0.32,0.51
2595,Antonio Tikvić,CRO,DF,Udinese,Serie A,19,1,0,1,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2596,Jurriën Timber,NED,DF,Arsenal,Premier League,22,2,1,71,0.8,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2597,Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,23,30,30,2651,29.5,0,2,2,0,0.00,0.07,0.02,0.06,0.08,0.02,0.08
2598,Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,27,23,15,1459,16.2,1,3,4,1,0.06,0.19,0.10,0.10,0.20,0.10,0.20
2599,Umut Tohumcu,GER,MF,Hoffenheim,Bundesliga,18,20,12,1011,11.2,0,2,2,0,0.00,0.18,0.04,0.10,0.14,0.04,0.14
2600,Corentin Tolisso,FRA,MF,Lyon,Ligue 1,28,25,21,1741,19.3,2,1,3,1,0.10,0.05,0.17,0.09,0.26,0.13,0.22
2601,Jeremy Toljan,GER,DF,Sassuolo,Serie A,28,25,24,2083,23.1,0,5,5,0,0.00,0.22,0.02,0.07,0.09,0.02,0.09
2602,Rafael Tolói,ITA,DF,Atalanta,Serie A,32,18,10,965,10.7,0,0,0,0,0.00,0.00,0.00,0.01,0.01,0.00,0.01
2603,Raúl de Tomás,ESP,FW,Rayo Vallecano,La Liga,28,25,15,1272,14.1,1,2,3,0,0.07,0.14,0.24,0.09,0.33,0.18,0.28
2604,Tiago Tomás,POR,"FW,MF",Wolfsburg,Bundesliga,21,26,11,1032,11.5,1,1,2,1,0.09,0.09,0.23,0.07,0.30,0.23,0.30
2605,Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,24,22,10,1149,12.8,2,1,3,2,0.16,0.08,0.12,0.03,0.15,0.12,0.15
2606,James Tomkins,ENG,DF,Crystal Palace,Premier League,34,4,0,10,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2607,Fikayo Tomori,ENG,DF,Milan,Serie A,25,26,24,2121,23.6,4,0,4,4,0.17,0.00,0.16,0.01,0.16,0.16,0.16
2608,Sandro Tonali,ITA,MF,Newcastle Utd,Premier League,23,8,5,438,4.9,1,0,1,1,0.21,0.00,0.13,0.13,0.26,0.13,0.26
2609,Ivan Toney,ENG,FW,Brentford,Premier League,27,17,16,1450,16.1,4,2,6,4,0.25,0.12,0.37,0.09,0.46,0.37,0.46
2610,Pablo Torre,ESP,"MF,FW",Girona,La Liga,20,26,4,701,7.8,0,2,2,0,0.00,0.26,0.10,0.11,0.21,0.10,0.21
2611,Raúl Torrente,ESP,DF,Granada,La Liga,21,17,14,1250,13.9,0,0,0,0,0.00,0.00,0.01,0.03,0.04,0.01,0.04
2612,Ferrán Torres,ESP,FW,Barcelona,La Liga,23,29,12,1211,13.5,7,2,9,7,0.52,0.15,0.41,0.20,0.61,0.41,0.61
2613,Óliver Torres,ESP,MF,Sevilla,La Liga,28,27,18,1616,18.0,0,1,1,0,0.00,0.06,0.03,0.12,0.15,0.03,0.15
2614,Pau Torres,ESP,DF,Aston Villa,Premier League,26,29,27,2464,27.4,2,0,2,2,0.07,0.00,0.04,0.02,0.05,0.04,0.05
2615,Lucas Torró,ESP,MF,Osasuna,La Liga,29,28,21,1788,19.9,1,0,1,1,0.05,0.00,0.07,0.03,0.10,0.07,0.10
2616,Fabio Torsiello,ITA,"FW,DF",Darmstadt 98,Bundesliga,18,10,1,156,1.7,0,0,0,0,0.00,0.00,0.16,0.00,0.16,0.16,0.16
2617,Ahmed Touba,ALG,DF,Lecce,Serie A,25,6,3,277,3.1,0,0,0,0,0.00,0.00,0.01,0.00,0.01,0.01,0.01
2618,Abdoulaye Touré,GUI,MF,Le Havre,Ligue 1,29,30,27,2284,25.4,2,0,2,0,0.08,0.00,0.12,0.04,0.15,0.05,0.09
2619,Souleymane Touré,FRA,DF,Lorient,Ligue 1,20,24,23,2051,22.8,1,1,2,1,0.04,0.04,0.08,0.02,0.10,0.08,0.10
2620,Lucas Tousart,FRA,MF,Union Berlin,Bundesliga,26,23,18,1572,17.5,0,0,0,0,0.00,0.00,0.09,0.05,0.14,0.09,0.14
2621,Andros Townsend,ENG,"MF,FW",Luton Town,Premier League,32,27,14,1210,13.4,1,3,4,1,0.07,0.22,0.09,0.10,0.19,0.09,0.19
2622,James Trafford,ENG,GK,Burnley,Premier League,20,28,28,2520,28.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2623,Adama Traoré,ESP,"FW,MF",Fulham,Premier League,27,17,1,377,4.2,2,3,5,2,0.48,0.72,0.36,0.17,0.53,0.36,0.53
2624,Bertrand Traoré,BFA,"DF,FW",Aston Villa,Premier League,27,2,0,11,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2625,Bertrand Traoré,BFA,MF,Villarreal,La Liga,27,11,6,568,6.3,1,0,1,1,0.16,0.00,0.15,0.06,0.21,0.15,0.21
2626,Boubacar Traoré,MLI,MF,Wolves,Premier League,21,24,7,819,9.1,0,0,0,0,0.00,0.00,0.03,0.04,0.07,0.03,0.07
2627,Chaka Traorè,CIV,FW,Milan,Serie A,18,2,0,20,0.2,1,0,1,1,4.50,0.00,0.35,0.00,0.35,0.35,0.35
2628,Daouda Traoré,FRA,MF,Nice,Ligue 1,17,1,0,16,0.2,0,0,0,0,0.00,0.00,0.34,0.00,0.34,0.34,0.34
2629,Hamari Traoré,MLI,DF,Real Sociedad,La Liga,31,31,27,2292,25.5,0,2,2,0,0.00,0.08,0.02,0.06,0.08,0.02,0.08
2630,Ismaël Traoré,CIV,DF,Metz,Ligue 1,36,26,25,2220,24.7,2,0,2,2,0.08,0.00,0.03,0.01,0.04,0.03,0.04
2631,Omar Traoré,GER,DF,Heidenheim,Bundesliga,25,31,29,2472,27.5,0,2,2,0,0.00,0.07,0.01,0.05,0.06,0.01,0.06
2632,Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,33,32,32,2880,32.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2633,Mark Travers,IRL,GK,Bournemouth,Premier League,24,4,4,360,4.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2634,Óscar Trejo,ARG,"FW,MF",Rayo Vallecano,La Liga,35,31,19,1380,15.3,0,0,0,0,0.00,0.00,0.06,0.08,0.14,0.06,0.14
2635,Mike Trésor,BEL,"FW,MF",Burnley,Premier League,24,16,3,420,4.7,0,0,0,0,0.00,0.00,0.10,0.08,0.18,0.10,0.18
2636,Manu Trigueros,ESP,MF,Villarreal,La Liga,31,14,2,309,3.4,0,0,0,0,0.00,0.00,0.13,0.07,0.20,0.13,0.20
2637,Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,36,26,19,1646,18.3,0,2,2,0,0.00,0.11,0.03,0.11,0.14,0.03,0.14
2638,Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,32,28,26,2236,24.8,1,10,11,1,0.04,0.40,0.03,0.30,0.33,0.03,0.33
2639,Leandro Trossard,BEL,"FW,MF",Arsenal,Premier League,28,34,18,1649,18.3,12,1,13,12,0.65,0.05,0.43,0.15,0.58,0.43,0.58
2640,Adrien Truffert,FRA,DF,Rennes,Ligue 1,21,30,24,2145,23.8,1,2,3,1,0.04,0.08,0.07,0.08,0.15,0.07,0.15
2641,Auston Trusty,USA,DF,Sheffield Utd,Premier League,24,32,28,2572,28.6,0,0,0,0,0.00,0.00,0.01,0.04,0.05,0.01,0.05
2642,Kostas Tsimikas,GRE,DF,Liverpool,Premier League,27,13,8,679,7.5,0,3,3,0,0.00,0.40,0.01,0.14,0.15,0.01,0.15
2643,Viktor Tsyhankov,UKR,"MF,FW",Girona,La Liga,25,30,26,2052,22.8,8,7,15,8,0.35,0.31,0.27,0.26,0.53,0.27,0.53
2644,Stefano Turati,ITA,GK,Frosinone,Serie A,21,31,31,2745,30.5,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
