,Player,Market Value,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Gls/90,Ast/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90,Touches90,TakeOnAtt90,TakeOnSucc90,Succ%,Carries90,CarriesTotDist90,CarriesPrgDist90,PrgC90,Caries1/3(90),CPA90,Mis90,Dis90,Rec90,PrgR90,TklAPlayers90,TklW90,TklADribblers90,TklAttDri90,Tkl%,Bl90,ShBl90,PassBl90,Int90,Clr90,Err90
462,Christoph Baumgartner,18.0,AUT,"MF,FW",RB Leipzig,Bundesliga,23.0,32,11,1158,12.9,5,1,6,5,0.39,0.08,0.28,0.12,0.41,0.28,0.41,31,11,35.5,2.41,0.85,0.16,0.45,14.7,3.7,3.7,0.12,1.3,1.3,26.36,35.35,74.6,360.54,96.43,1.6,1.6,-0.6,1.24,2.4,0.93,0.08,3.64,51.31782945736434,2.8682170542635657,1.3953488372093024,48.6,30.232558139534884,166.35658914728683,97.05426356589147,2.7906976744186047,2.4031007751937983,1.007751937984496,2.945736434108527,2.1705426356589146,37.13178294573643,6.666666666666666,2.02,1.01,1.09,2.95,36.8,1.55,0.08,1.47,0.39,1.09,0.0
461,Daichi Kamada,18.0,JPN,MF,Lazio,Serie A,26.0,29,17,1544,17.2,2,2,4,2,0.12,0.12,0.11,0.16,0.27,0.11,0.27,29,8,27.6,1.69,0.47,0.07,0.25,20.7,1.8,1.8,0.06,0.2,0.2,47.09,53.55,87.9,758.43,155.99,2.8,2.1,-0.8,1.4,4.07,0.76,0.06,5.58,64.47674418604652,1.3372093023255816,0.813953488372093,60.9,36.45348837209303,194.7093023255814,97.44186046511628,2.3255813953488373,1.744186046511628,1.0465116279069768,1.4534883720930234,0.872093023255814,49.24418604651163,4.534883720930233,3.08,2.09,1.63,3.02,53.8,1.4,0.29,1.1,1.05,0.41,0.0
460,Andrea Colpani,18.0,ITA,"MF,FW",Monza,Serie A,24.0,38,36,2657,29.5,8,4,12,8,0.27,0.14,0.16,0.17,0.33,0.16,0.33,65,19,29.2,2.2,0.64,0.12,0.42,19.9,4.8,4.8,0.07,3.2,3.2,25.49,33.25,76.7,474.75,109.32,5.0,4.6,-1.0,1.9,1.86,1.39,0.31,4.07,42.54237288135593,2.711864406779661,0.9491525423728814,35.0,28.0,184.3050847457627,83.79661016949153,3.0508474576271185,2.3389830508474576,0.9152542372881356,1.7627118644067796,1.2881355932203389,31.79661016949153,6.5423728813559325,0.85,0.51,0.37,0.68,55.0,0.37,0.14,0.24,0.47,0.47,0.0
127,Lloyd Kelly,18.0,ENG,DF,Bournemouth,Premier League,24.0,23,17,1559,17.3,0,1,1,0,0.0,0.06,0.02,0.07,0.09,0.02,0.09,4,1,25.0,0.23,0.06,0.0,0.0,8.6,0.3,0.3,0.08,-0.3,-0.3,38.9,52.37,74.3,781.85,254.74,1.2,0.8,-0.2,0.52,4.39,0.4,0.23,3.24,61.56069364161849,0.2312138728323699,0.1156069364161849,50.0,31.21387283236994,154.91329479768785,83.87283236994219,0.8670520231213873,0.5780346820809248,0.1156069364161849,1.1560693641618496,0.3468208092485549,33.0635838150289,1.6184971098265897,1.39,1.1,0.81,1.45,56.0,1.27,0.69,0.58,0.75,3.87,0.0
723,Jack Harrison,18.0,ENG,"MF,FW",Everton,Premier League,26.0,29,25,2214,24.6,3,3,6,3,0.12,0.12,0.14,0.14,0.28,0.14,0.28,34,9,26.5,1.38,0.37,0.09,0.33,17.8,3.6,3.6,0.11,-0.6,-0.6,16.63,25.65,64.8,236.79,96.67,3.4,3.3,-0.4,1.14,1.5,1.38,0.45,2.52,38.00813008130081,3.048780487804878,1.178861788617886,38.7,21.910569105691057,132.11382113821136,62.84552845528455,2.6422764227642275,1.260162601626016,0.5691056910569106,2.7642276422764227,1.6666666666666663,23.57723577235772,5.48780487804878,1.5,0.89,0.69,1.99,34.7,1.02,0.2,0.81,0.49,0.98,0.0
455,Arsen Zakharyan,18.0,RUS,"MF,FW",Real Sociedad,La Liga,20.0,29,15,1228,13.6,1,2,3,1,0.07,0.15,0.18,0.15,0.33,0.18,0.33,33,9,27.3,2.42,0.66,0.03,0.11,21.6,2.4,2.4,0.07,-1.4,-1.4,27.87,39.85,69.9,435.51,131.99,2.1,2.3,-0.1,1.91,2.28,0.96,0.15,3.46,50.80882352941177,2.1323529411764706,0.7352941176470589,34.5,28.014705882352946,136.3235294117647,75.58823529411765,2.058823529411765,1.6176470588235294,0.5882352941176471,1.8382352941176472,0.4411764705882353,34.26470588235294,6.470588235294118,1.62,1.1,0.66,1.62,40.9,1.18,0.0,1.18,0.29,0.74,0.0
454,Edoardo Bove,18.0,ITA,MF,Roma,Serie A,21.0,31,18,1780,19.8,0,2,2,0,0.0,0.1,0.1,0.04,0.14,0.1,0.14,19,6,31.6,0.96,0.3,0.0,0.0,17.8,2.0,2.0,0.1,-2.0,-2.0,32.78,39.39,83.2,489.8,133.28,0.7,1.2,1.3,0.81,2.98,0.96,0.05,4.44,49.494949494949495,0.9090909090909092,0.4545454545454545,50.0,28.18181818181818,123.33333333333331,55.30303030303031,1.0606060606060606,1.2121212121212122,0.101010101010101,1.3636363636363635,1.3636363636363635,33.43434343434343,2.3737373737373737,3.03,1.57,1.36,2.32,58.7,1.06,0.05,1.01,0.56,0.56,0.05
453,Enzo Le Fée,18.0,FRA,MF,Rennes,Ligue 1,23.0,25,19,1527,17.0,0,1,1,0,0.0,0.06,0.03,0.11,0.14,0.03,0.14,12,0,0.0,0.71,0.0,0.0,,22.6,0.5,0.5,0.04,-0.5,-0.5,52.76,61.35,86.0,860.65,273.35,1.8,2.5,-0.8,1.65,6.59,1.53,0.12,7.29,72.88235294117646,3.117647058823529,1.7058823529411764,54.7,56.8235294117647,324.2352941176471,143.88235294117646,2.647058823529412,2.823529411764706,0.4117647058823529,1.9411764705882355,1.411764705882353,52.52941176470589,3.411764705882353,2.94,2.06,1.35,2.76,48.9,1.0,0.18,0.82,1.12,1.18,0.0
452,Habib Diarra,18.0,SEN,"MF,FW",Strasbourg,Ligue 1,19.0,31,28,2305,25.6,3,1,4,2,0.12,0.04,0.13,0.05,0.18,0.1,0.15,38,14,36.8,1.48,0.55,0.05,0.14,21.2,3.4,2.7,0.07,-0.4,-0.7,28.71,34.14,84.1,556.02,107.46,1.3,1.8,-0.3,0.82,2.85,0.9,0.04,4.18,43.2421875,2.34375,1.2890625,55.0,33.5546875,213.7109375,93.28125,2.3046875,2.421875,0.390625,1.4453125,1.09375,30.703125,3.4375,1.17,0.9,0.35,1.29,27.3,0.9,0.16,0.74,0.66,0.59,0.0
451,Facundo Buonanotte,18.0,ARG,"FW,MF",Brighton,Premier League,18.0,27,17,1364,15.2,3,1,4,3,0.2,0.07,0.16,0.12,0.28,0.16,0.28,21,8,38.1,1.39,0.53,0.14,0.38,16.8,2.4,2.4,0.11,0.6,0.6,26.58,31.45,84.5,331.45,67.63,1.8,1.2,-0.8,1.18,1.71,0.92,0.07,2.76,44.276315789473685,3.421052631578948,1.1842105263157896,34.6,27.69736842105264,154.07894736842107,59.078947368421055,1.5131578947368425,1.6447368421052633,0.5263157894736842,2.763157894736842,2.171052631578948,31.57894736842105,4.539473684210527,2.76,1.45,0.92,2.89,31.8,1.45,0.2,1.25,0.53,0.33,0.0
456,Kristjan Asllani,18.0,ALB,MF,Inter,Serie A,21.0,23,6,787,8.7,1,2,3,1,0.11,0.23,0.07,0.12,0.19,0.06,0.18,15,4,26.7,1.72,0.46,0.07,0.25,27.1,0.6,0.6,0.04,0.4,0.4,76.09,85.52,89.0,1391.72,352.18,1.1,0.8,0.9,0.92,5.4,0.46,0.11,3.68,93.44827586206895,0.574712643678161,0.3448275862068966,60.0,62.87356321839081,285.86206896551727,118.39080459770116,0.574712643678161,0.8045977011494253,0.0,0.6896551724137931,0.3448275862068966,73.10344827586208,0.9195402298850576,0.8,0.23,0.23,1.26,18.2,1.03,0.34,0.69,1.26,0.92,0.0
729,Harry Wilson,17.0,WAL,FW,Fulham,Premier League,26.0,35,16,1620,18.0,4,6,10,4,0.22,0.33,0.19,0.19,0.38,0.19,0.38,40,13,32.5,2.22,0.72,0.1,0.31,19.1,3.4,3.4,0.08,0.6,0.6,26.56,35.11,75.6,418.78,91.33,3.5,2.7,2.5,1.22,1.89,1.44,0.39,3.33,46.0,1.8888888888888888,0.8333333333333334,44.1,28.05555555555556,181.0,84.05555555555556,2.2777777777777777,1.3888888888888888,0.9444444444444444,1.7777777777777777,0.6666666666666666,33.666666666666664,7.222222222222222,1.17,0.78,0.61,1.56,39.3,1.5,0.17,1.33,0.56,0.67,0.0
133,Neco Williams,17.0,WAL,DF,Nott'ham Forest,Premier League,22.0,26,18,1637,18.2,0,1,1,0,0.0,0.05,0.04,0.09,0.13,0.04,0.13,15,4,26.7,0.82,0.22,0.0,0.0,18.9,0.8,0.8,0.05,-0.8,-0.8,28.52,43.13,66.1,442.91,185.44,1.6,1.7,-0.6,0.6,2.36,0.93,0.6,2.58,59.34065934065934,2.417582417582418,1.043956043956044,43.2,27.25274725274725,170.3846153846154,89.61538461538461,2.6373626373626373,1.3186813186813189,0.3296703296703296,2.087912087912088,1.4835164835164836,28.9010989010989,4.725274725274725,3.79,2.2,1.92,3.08,62.5,2.42,0.71,1.7,1.21,2.91,0.0
134,Jhon Lucumí,17.0,COL,DF,Bologna,Serie A,25.0,29,23,2217,24.6,0,0,0,0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,11,2,18.2,0.45,0.08,0.0,0.0,16.1,0.8,0.8,0.08,-0.8,-0.8,70.49,75.49,93.4,1265.2,385.0,0.3,0.4,-0.3,0.16,4.27,0.2,0.0,3.78,83.8211382113821,0.4065040650406504,0.3252032520325203,80.0,54.43089430894309,311.5040650406504,183.8211382113821,1.1382113821138211,0.8536585365853658,0.0,0.6097560975609756,0.2439024390243902,63.08943089430894,0.1626016260162601,1.95,1.18,1.1,1.46,75.0,1.3,0.69,0.61,0.65,2.76,0.08
728,Luis Sinisterra,17.0,COL,"FW,MF",Bournemouth,Premier League,24.0,20,7,699,7.8,2,2,4,2,0.26,0.26,0.33,0.31,0.64,0.33,0.64,27,8,29.6,3.48,1.03,0.07,0.25,13.9,2.5,2.5,0.09,-0.5,-0.5,28.97,37.44,77.4,413.21,95.77,2.4,1.1,-0.4,2.56,1.15,2.05,0.13,4.87,55.12820512820513,6.282051282051282,3.717948717948718,59.2,34.23076923076923,268.974358974359,153.2051282051282,6.538461538461538,2.5641025641025643,4.487179487179487,3.076923076923077,1.2820512820512822,39.61538461538461,10.897435897435898,2.95,1.54,1.15,2.05,56.3,2.31,0.0,2.31,1.03,0.51,0.0
730,Timo Werner,17.0,GER,FW,Tottenham,Premier League,27.0,13,10,809,9.0,2,3,5,2,0.22,0.33,0.41,0.3,0.72,0.41,0.72,29,7,24.1,3.23,0.78,0.07,0.29,14.1,3.7,3.7,0.13,-1.7,-1.7,31.22,40.67,76.8,449.89,95.89,2.7,2.9,0.3,1.67,1.0,2.22,0.56,4.56,50.11111111111112,3.333333333333333,1.3333333333333333,40.0,36.333333333333336,292.22222222222223,172.11111111111111,8.777777777777779,3.0,4.0,1.2222222222222223,0.5555555555555556,39.11111111111112,13.77777777777778,0.78,0.44,0.56,2.0,27.8,1.33,0.0,1.33,0.33,0.22,0.0
466,Nicolás Domínguez,17.0,ARG,"MF,FW",Nott'ham Forest,Premier League,25.0,26,19,1495,16.6,2,2,4,2,0.12,0.12,0.08,0.06,0.14,0.08,0.14,22,6,27.3,1.32,0.36,0.09,0.33,16.9,1.3,1.3,0.06,0.7,0.7,43.01,50.78,84.7,656.27,194.16,1.0,1.3,1.0,0.6,3.67,0.96,0.06,5.48,63.19277108433735,1.0240963855421683,0.4216867469879518,41.2,29.63855421686747,122.289156626506,66.62650602409639,0.8433734939759036,0.7831325301204819,0.1204819277108433,1.2650602409638554,0.4216867469879518,37.831325301204814,2.5903614457831323,3.8,2.05,1.39,2.89,47.9,1.87,0.3,1.57,1.08,1.45,0.0
136,Igor,17.0,BRA,DF,Brighton,Premier League,25.0,24,17,1637,18.2,0,0,0,0,0.0,0.0,0.02,0.04,0.05,0.02,0.05,5,0,0.0,0.27,0.0,0.0,,21.0,0.3,0.3,0.05,-0.3,-0.3,76.81,82.25,93.4,1200.82,392.47,0.7,0.5,-0.7,0.38,6.76,0.11,0.0,5.88,90.71428571428572,1.208791208791209,0.8791208791208791,72.7,57.96703296703297,293.0769230769231,157.52747252747253,1.6483516483516485,1.2637362637362637,0.0,0.4945054945054945,0.3296703296703296,66.20879120879121,0.6593406593406593,1.37,0.99,0.93,1.59,58.6,1.21,0.49,0.71,0.77,2.86,0.05
137,Maximilian Mittelstädt,17.0,GER,DF,Stuttgart,Bundesliga,26.0,31,23,2103,23.4,2,4,6,2,0.09,0.17,0.04,0.18,0.22,0.04,0.22,21,6,28.6,0.9,0.26,0.1,0.33,23.3,0.9,0.9,0.04,1.1,1.1,61.84,72.99,84.7,937.48,282.18,4.2,6.7,-0.2,1.28,4.57,1.41,0.85,5.26,87.22222222222223,2.5641025641025643,1.5384615384615383,60.0,45.12820512820513,224.95726495726493,115.8974358974359,2.9914529914529915,2.4786324786324787,0.2564102564102564,1.2820512820512822,0.8974358974358975,57.13675213675214,5.512820512820513,3.89,2.18,2.26,3.8,59.6,1.54,0.26,1.28,1.97,2.78,0.0
467,Robert Andrich,17.0,GER,"MF,DF",Leverkusen,Bundesliga,28.0,28,18,1690,18.8,4,2,6,4,0.21,0.11,0.09,0.1,0.19,0.09,0.19,23,9,39.1,1.22,0.48,0.17,0.44,20.0,1.7,1.7,0.07,2.3,2.3,71.6,79.47,90.1,1091.97,343.14,1.8,2.2,0.2,1.17,6.22,1.01,0.16,5.16,87.12765957446808,0.6382978723404255,0.3723404255319149,58.3,47.07446808510638,213.031914893617,105.2127659574468,1.0638297872340423,1.808510638297872,0.0531914893617021,0.6914893617021276,0.3723404255319149,65.69148936170212,0.7446808510638298,1.6,0.96,0.69,1.28,54.2,0.8,0.21,0.59,1.06,0.9,0.0
135,Danilho Doekhi,17.0,NED,DF,Union Berlin,Bundesliga,25.0,24,24,2160,24.0,2,0,2,2,0.08,0.0,0.05,0.01,0.06,0.05,0.06,16,2,12.5,0.67,0.08,0.13,1.0,10.0,1.2,1.2,0.07,0.8,0.8,30.75,38.29,80.3,572.29,218.0,0.2,1.0,-0.2,0.17,2.79,0.38,0.04,2.71,51.04166666666666,0.1666666666666666,0.0833333333333333,50.0,24.375,115.125,66.625,0.2916666666666667,0.6666666666666666,0.0416666666666666,0.375,0.0833333333333333,30.25,0.25,1.42,0.96,0.62,0.88,71.4,1.92,1.04,0.88,1.58,4.62,0.04
138,Timothy Castagne,17.0,BEL,DF,Fulham,Premier League,27.0,34,29,2634,29.3,1,3,4,1,0.03,0.1,0.06,0.07,0.12,0.06,0.12,14,4,28.6,0.48,0.14,0.07,0.25,11.3,1.6,1.6,0.12,-0.6,-0.6,46.08,56.72,81.2,724.85,251.23,1.9,1.8,1.1,0.61,2.53,0.58,0.27,2.63,66.10921501706484,1.023890784982935,0.5802047781569966,56.7,30.0,129.01023890784984,63.31058020477816,1.6382252559726962,0.8532423208191126,0.204778156996587,0.8532423208191126,0.341296928327645,38.25938566552901,3.856655290102389,1.67,0.82,0.89,1.5,59.1,1.3,0.34,0.96,1.3,2.35,0.03
140,Calvin Bassey,16.0,NGA,DF,Fulham,Premier League,23.0,29,25,2303,25.6,1,0,1,1,0.04,0.0,0.01,0.0,0.01,0.01,0.01,5,1,20.0,0.2,0.04,0.2,1.0,10.1,0.3,0.3,0.07,0.7,0.7,56.25,65.39,86.0,1065.47,368.01,0.0,0.2,0.0,0.04,3.12,0.08,0.0,2.42,74.2578125,0.546875,0.4296875,78.6,46.0546875,235.8203125,118.5546875,0.5859375,0.4296875,0.078125,0.46875,0.3125,50.4296875,0.15625,1.91,1.13,0.82,1.13,72.4,1.25,0.43,0.82,1.09,3.28,0.16
468,Jack Hinshelwood,16.0,ENG,DF,Brighton,Premier League,18.0,12,8,869,9.7,3,0,3,3,0.31,0.0,0.19,0.07,0.26,0.19,0.26,14,8,57.1,1.45,0.83,0.21,0.38,9.2,1.9,1.9,0.14,1.1,1.1,43.09,51.34,83.9,618.45,120.82,0.7,0.4,-0.7,0.82,2.47,0.52,0.1,1.96,60.82474226804124,0.5154639175257733,0.0,0.0,34.123711340206185,164.74226804123714,74.84536082474227,1.6494845360824744,1.5463917525773196,0.1030927835051546,0.9278350515463918,0.2061855670103093,39.27835051546392,3.9175257731958766,1.44,0.52,0.52,1.34,38.5,0.62,0.21,0.41,1.44,1.86,0.0
469,Nicolas Seiwald,16.0,AUT,MF,RB Leipzig,Bundesliga,22.0,21,6,718,8.0,0,2,2,0,0.0,0.25,0.0,0.04,0.04,0.0,0.04,0,0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,40.0,48.75,82.1,683.88,224.0,0.3,0.4,1.7,0.62,3.12,0.75,0.0,4.12,59.625,0.75,0.5,66.7,30.0,118.75,54.375,0.375,0.75,0.0,0.25,1.0,35.0,0.5,4.12,2.25,2.0,3.12,64.0,1.5,0.25,1.25,1.0,1.88,0.0
141,Diego Carlos,16.0,BRA,DF,Aston Villa,Premier League,30.0,27,20,1816,20.2,0,0,0,0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,10,1,10.0,0.5,0.05,0.0,0.0,9.1,1.9,1.9,0.19,-1.9,-1.9,58.61,66.34,88.4,1154.11,461.14,0.1,0.4,-0.1,0.15,3.56,0.2,0.0,2.92,75.0990099009901,0.198019801980198,0.099009900990099,50.0,50.14851485148515,236.93069306930693,129.00990099009903,0.198019801980198,0.099009900990099,0.0495049504950495,0.396039603960396,0.198019801980198,55.34653465346535,0.0495049504950495,1.34,0.79,0.64,1.04,61.9,1.19,0.94,0.25,0.64,3.86,0.15
734,Riccardo Orsolini,16.0,ITA,"FW,MF",Bologna,Serie A,26.0,33,19,1792,19.9,10,2,12,8,0.5,0.1,0.37,0.22,0.59,0.25,0.47,55,22,40.0,2.76,1.1,0.15,0.36,18.1,7.4,5.0,0.09,2.6,3.0,24.62,36.73,67.0,403.07,112.21,4.4,3.9,-2.4,1.81,1.11,1.11,0.2,3.57,49.29648241206031,3.869346733668342,1.5577889447236182,40.3,30.40201005025126,173.86934673366835,89.79899497487438,2.562814070351759,1.7085427135678393,1.155778894472362,2.462311557788945,1.155778894472362,35.57788944723618,8.793969849246231,1.16,0.7,0.45,1.51,30.0,1.26,0.15,1.11,0.4,0.95,0.05
139,Max Aarons,16.0,ENG,DF,Bournemouth,Premier League,23.0,20,13,1237,13.7,0,1,1,0,0.0,0.07,0.0,0.06,0.06,0.0,0.06,2,0,0.0,0.15,0.0,0.0,,23.9,0.0,0.0,0.02,0.0,0.0,32.85,42.41,77.5,540.29,203.58,0.8,0.9,0.2,0.51,1.82,0.95,0.15,3.14,51.89781021897811,2.4817518248175183,1.0218978102189782,41.2,26.56934306569343,158.68613138686132,81.82481751824818,1.6058394160583942,0.8759124087591241,0.5109489051094891,0.9489051094890512,0.5839416058394161,27.08029197080292,1.8978102189781023,2.12,1.39,1.46,2.48,58.8,0.66,0.36,0.29,0.58,1.97,0.0
732,Hugo Duro,16.0,ESP,FW,Valencia,La Liga,23.0,37,35,2976,33.1,13,2,15,13,0.39,0.06,0.35,0.04,0.39,0.35,0.39,66,29,43.9,2.0,0.88,0.2,0.45,12.9,11.5,11.5,0.17,1.5,1.5,12.27,17.22,71.2,153.35,21.51,1.3,0.6,0.7,0.42,0.57,0.12,0.0,1.03,27.583081570996978,1.2386706948640482,0.3927492447129909,31.7,15.468277945619334,61.41993957703927,23.62537764350453,0.8157099697885196,0.6042296072507553,0.3927492447129909,2.8398791540785497,1.148036253776435,20.12084592145015,4.743202416918429,0.48,0.24,0.27,0.88,31.0,0.73,0.15,0.57,0.15,0.82,0.0
733,Mateo Retegui,16.0,ITA,FW,Genoa,Serie A,24.0,29,26,2216,24.6,7,2,9,6,0.28,0.08,0.24,0.03,0.27,0.2,0.24,62,22,35.5,2.52,0.89,0.1,0.27,14.3,5.8,5.0,0.08,1.2,1.0,10.77,16.75,64.3,127.44,16.67,0.7,0.6,1.3,0.45,0.41,0.2,0.0,0.69,27.84552845528455,1.4634146341463414,0.5691056910569106,38.9,15.97560975609756,65.5691056910569,15.691056910569104,0.7317073170731707,0.4878048780487805,0.3252032520325203,3.292682926829268,1.6260162601626016,20.44715447154472,4.5528455284552845,0.69,0.37,0.24,0.81,30.0,0.73,0.08,0.65,0.0,1.22,0.0
731,Lucas Beltrán,16.0,ARG,"FW,MF",Fiorentina,Serie A,22.0,32,21,1692,18.8,6,2,8,5,0.32,0.11,0.2,0.08,0.28,0.16,0.24,30,7,23.3,1.6,0.37,0.17,0.71,15.5,3.8,3.0,0.1,2.2,2.0,19.15,24.41,78.4,277.29,58.24,1.5,1.9,0.5,1.33,1.33,1.01,0.0,2.61,35.53191489361702,1.6489361702127658,0.6382978723404255,38.7,20.42553191489361,79.7872340425532,28.829787234042552,0.6382978723404255,0.5319148936170213,0.3191489361702127,2.978723404255319,1.6489361702127658,25.42553191489361,6.01063829787234,1.44,0.74,0.59,1.06,55.0,1.54,0.16,1.38,0.11,0.59,0.0
735,Álvaro Morata,16.0,ESP,FW,Atlético Madrid,La Liga,30.0,32,21,1904,21.2,15,3,18,15,0.71,0.14,0.65,0.08,0.73,0.61,0.69,66,33,50.0,3.12,1.56,0.23,0.45,11.4,13.8,12.9,0.2,1.2,2.1,12.59,18.11,69.5,176.13,32.97,1.7,1.6,1.3,0.71,0.8,0.33,0.09,0.94,29.056603773584907,1.69811320754717,0.8018867924528302,47.2,16.22641509433962,74.85849056603774,32.68867924528302,1.0377358490566038,0.6132075471698113,0.8018867924528302,1.8867924528301887,1.4622641509433962,20.37735849056604,4.150943396226415,0.75,0.47,0.14,0.24,60.0,0.85,0.14,0.71,0.05,1.23,0.0
484,Amine Harit,15.0,MAR,"MF,FW",Marseille,Ligue 1,26.0,28,21,1821,20.2,1,2,3,1,0.05,0.1,0.18,0.18,0.37,0.18,0.37,33,8,24.2,1.63,0.4,0.03,0.13,17.7,3.7,3.7,0.11,-2.7,-2.7,40.35,47.82,84.4,616.68,164.6,3.7,3.6,-1.7,1.93,4.26,1.63,0.25,6.29,58.613861386138616,3.712871287128713,1.9306930693069309,52.0,47.97029702970297,306.9306930693069,142.97029702970298,4.158415841584159,3.415841584158416,0.5445544554455446,2.128712871287129,1.831683168316832,44.75247524752476,5.544554455445545,1.39,0.79,0.64,1.83,35.1,1.53,0.2,1.34,0.59,0.2,0.0
738,Ilias Akhomach,15.0,MAR,"MF,FW",Villarreal,La Liga,19.0,31,17,1511,16.8,2,2,4,2,0.12,0.12,0.19,0.15,0.34,0.19,0.34,30,7,23.3,1.79,0.42,0.07,0.29,18.1,3.2,3.2,0.11,-1.2,-1.2,22.14,28.63,77.3,304.11,78.45,2.6,2.5,-0.6,1.25,1.19,1.43,0.36,2.68,44.345238095238095,7.619047619047619,3.392857142857143,44.5,29.226190476190474,209.7023809523809,119.4047619047619,4.047619047619048,2.7976190476190474,1.607142857142857,2.9166666666666665,2.142857142857143,32.797619047619044,9.523809523809524,2.14,1.25,0.6,1.19,50.0,0.6,0.12,0.48,0.77,0.77,0.0
152,Nikola Milenković,15.0,SRB,DF,Fiorentina,Serie A,25.0,34,27,2510,27.9,0,0,0,0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,10,3,30.0,0.36,0.11,0.0,0.0,19.9,0.4,0.4,0.04,-0.4,-0.4,48.06,56.77,84.7,980.47,335.56,0.7,0.9,-0.7,0.29,2.62,0.0,0.0,2.9,64.87455197132617,0.1075268817204301,0.07168458781362,66.7,35.98566308243728,166.16487455197134,86.45161290322581,0.2867383512544803,0.4301075268817204,0.03584229390681,0.2150537634408602,0.07168458781362,42.75985663082437,0.3584229390681003,1.47,0.75,0.79,1.29,61.1,0.79,0.5,0.29,0.97,3.41,0.04
154,Lucas Martínez Quarta,15.0,ARG,DF,Fiorentina,Serie A,27.0,29,26,2291,25.5,5,1,6,5,0.2,0.04,0.11,0.07,0.18,0.11,0.18,24,7,29.2,0.94,0.27,0.21,0.71,10.2,2.7,2.7,0.11,2.3,2.3,53.41,65.41,81.7,1096.12,453.45,1.8,1.1,-0.8,0.59,6.27,0.71,0.08,6.94,77.09803921568627,1.0980392156862746,0.5098039215686274,46.4,46.431372549019606,258.4313725490196,138.90196078431373,0.9019607843137256,0.7843137254901961,0.1176470588235294,0.8235294117647058,0.2745098039215686,50.74509803921568,0.6274509803921569,2.94,1.84,1.41,2.12,66.7,1.49,0.55,0.94,1.18,2.71,0.16
482,Yacine Adli,15.0,FRA,MF,Milan,Serie A,23.0,24,17,1407,15.6,1,2,3,1,0.06,0.13,0.02,0.14,0.16,0.02,0.16,4,1,25.0,0.26,0.06,0.25,1.0,19.8,0.3,0.3,0.07,0.7,0.7,72.12,83.33,86.5,1291.15,432.82,2.2,2.0,-0.2,1.41,9.55,1.03,0.38,8.01,92.24358974358977,2.0512820512820515,1.4102564102564104,68.8,55.96153846153846,303.0769230769231,137.43589743589743,1.9230769230769231,1.7307692307692308,0.1923076923076923,1.153846153846154,0.6410256410256411,67.5,1.6666666666666667,2.18,1.09,0.83,2.24,37.1,1.41,0.51,0.9,1.28,0.96,0.06
155,Raoul Bellanova,15.0,ITA,DF,Torino,Serie A,23.0,37,36,3046,33.8,1,7,8,1,0.03,0.21,0.06,0.15,0.21,0.06,0.21,32,3,9.4,0.95,0.09,0.03,0.33,16.6,2.0,2.0,0.06,-1.0,-1.0,36.45,46.72,78.0,608.96,176.8,5.0,4.5,2.0,1.54,1.8,1.39,1.09,2.9,55.355029585798825,2.899408284023669,1.272189349112426,43.9,32.72189349112426,228.224852071006,115.76923076923076,4.171597633136095,1.6863905325443789,0.5029585798816568,1.3313609467455625,0.6804733727810651,36.005917159763314,5.976331360946746,1.07,0.77,0.53,0.92,58.1,0.62,0.12,0.5,0.44,1.07,0.09
147,Gastón Álvarez,15.0,URU,DF,Getafe,La Liga,23.0,34,29,2537,28.2,2,0,2,2,0.07,0.0,0.03,0.02,0.05,0.03,0.05,14,3,21.4,0.5,0.11,0.14,0.67,16.5,0.7,0.7,0.05,1.3,1.3,26.74,36.06,74.1,499.54,177.87,0.6,0.4,-0.6,0.28,2.27,0.18,0.11,2.23,46.98581560283688,0.7446808510638298,0.3191489361702128,42.9,19.78723404255319,89.25531914893617,45.49645390070922,0.3900709219858156,0.425531914893617,0.0,0.9574468085106383,0.3546099290780142,22.127659574468087,1.4184397163120568,2.41,1.31,1.31,2.02,64.9,1.42,0.39,1.03,1.24,2.84,0.0
157,Kristoffer Ajer,15.0,NOR,DF,Brentford,Premier League,25.0,28,21,1832,20.4,2,1,3,2,0.1,0.05,0.06,0.11,0.18,0.06,0.18,12,4,33.3,0.59,0.2,0.17,0.5,9.9,1.3,1.3,0.11,0.7,0.7,29.9,39.71,75.3,500.49,185.59,2.3,2.7,-1.3,0.59,2.75,0.49,0.15,2.99,51.07843137254903,0.5882352941176471,0.4901960784313726,83.3,22.745098039215687,116.02941176470588,70.34313725490196,1.0784313725490198,0.5392156862745099,0.2450980392156863,0.7843137254901962,0.2941176470588235,27.59803921568628,1.519607843137255,1.86,1.03,1.13,1.76,63.9,1.27,0.54,0.74,1.23,3.87,0.05
