,Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Gls/90,Ast/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90,Touches90,TakeOnAtt90,TakeOnSucc90,Succ%,Carries90,CarriesTotDist90,CarriesPrgDist90,PrgC90,Caries1/3(90),CPA90,Mis90,Dis90,Rec90,PrgR90,TklAPlayers90,TklW90,TklADribblers90,TklAttDri90,Tkl%,Bl90,ShBl90,PassBl90,Int90,Clr90,Err90
2215,2216,Mateo Retegui,ITA,FW,Genoa,Serie A,24.0,29,26,2216,24.6,7,2,9,6,0.28,0.08,0.24,0.03,0.27,0.2,0.24,62,22,35.5,2.52,0.89,0.1,0.27,14.3,5.8,5.0,0.08,1.2,1.0,10.77,16.75,64.3,127.44,16.67,0.7,0.6,1.3,0.45,0.41,0.2,0.0,0.69,27.84552845528455,1.4634146341463414,0.5691056910569106,38.9,15.97560975609756,65.5691056910569,15.691056910569104,0.7317073170731707,0.4878048780487805,0.3252032520325203,3.292682926829268,1.6260162601626016,20.447154471544717,4.5528455284552845,0.69,0.37,0.24,0.81,30.0,0.73,0.08,0.65,0.0,1.22,0.0
2216,2217,Marco Reus,GER,"MF,FW",Dortmund,Bundesliga,34.0,26,18,1601,17.8,6,8,14,6,0.34,0.45,0.37,0.29,0.65,0.37,0.65,42,20,47.6,2.36,1.12,0.14,0.3,14.2,6.5,6.5,0.16,-0.5,-0.5,33.03,39.72,83.2,450.39,116.35,5.1,3.7,2.9,2.02,2.13,1.12,0.11,3.6,50.95505617977528,1.1797752808988764,0.449438202247191,38.1,27.92134831460674,145.33707865168537,71.62921348314606,1.7415730337078652,1.8539325842696628,0.3932584269662921,2.359550561797753,0.8426966292134831,35.561797752808985,5.0,2.08,1.4,0.67,1.52,44.4,0.96,0.11,0.84,0.28,1.01,0.0
2217,2218,Elvis Rexhbeçaj,GER,MF,Augsburg,Bundesliga,25.0,25,24,1985,22.1,2,0,2,1,0.09,0.0,0.08,0.02,0.1,0.04,0.07,28,3,10.7,1.27,0.14,0.04,0.33,24.3,1.7,1.0,0.03,0.3,0.0,23.67,32.08,73.8,388.42,107.33,0.5,1.3,-0.5,0.59,2.85,0.81,0.23,4.12,42.35294117647059,1.0407239819004523,0.3619909502262443,34.8,20.90497737556561,100.2262443438914,41.17647058823529,0.6787330316742081,0.7239819004524887,0.1357466063348416,1.7194570135746603,0.8144796380090498,22.262443438914023,2.3076923076923075,1.36,0.86,0.81,1.63,50.0,1.45,0.32,1.13,0.9,0.9,0.0
2220,2221,Chadi Riad,MAR,DF,Betis,La Liga,20.0,26,24,2164,24.0,0,0,0,0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,11,5,45.5,0.46,0.21,0.0,0.0,11.1,0.7,0.7,0.07,-0.7,-0.7,44.75,49.92,89.6,793.5,232.67,0.2,0.2,-0.2,0.08,0.83,0.0,0.0,1.42,59.41666666666666,0.0,0.0,,34.625,164.79166666666666,80.25,0.1666666666666666,0.2916666666666667,0.0,0.375,0.0833333333333333,39.04166666666666,0.0416666666666666,1.46,1.0,0.71,1.12,63.0,0.96,0.58,0.38,0.96,4.5,0.0
2221,2222,Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,23.0,29,24,2220,24.7,0,0,0,0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,17,2,11.8,0.69,0.08,0.0,0.0,10.9,2.0,2.0,0.12,-2.0,-2.0,65.38,73.04,89.5,1209.35,437.33,0.5,0.7,-0.5,0.2,3.36,0.2,0.0,3.32,83.76518218623482,0.4048582995951417,0.1619433198380566,40.0,64.12955465587045,319.4331983805668,157.4089068825911,0.6072874493927126,0.4048582995951417,0.0809716599190283,0.6072874493927126,0.2834008097165992,60.526315789473685,0.2834008097165992,1.3,0.89,0.65,1.26,51.6,1.01,0.61,0.4,1.42,4.7,0.2
2223,2224,Samuele Ricci,ITA,MF,Torino,Serie A,21.0,32,28,2395,26.6,1,2,3,1,0.04,0.08,0.05,0.09,0.13,0.05,0.13,30,5,16.7,1.13,0.19,0.03,0.2,22.7,1.3,1.3,0.04,-0.3,-0.3,42.14,49.25,85.6,690.9,164.21,2.3,2.4,-0.3,0.98,3.87,0.9,0.15,4.59,56.99248120300752,1.0902255639097744,0.3383458646616541,31.0,35.48872180451128,200.2631578947368,90.41353383458646,1.7669172932330826,1.3157894736842104,0.2631578947368421,0.7518796992481203,0.4511278195488721,39.47368421052632,2.744360902255639,1.24,0.68,0.56,0.86,65.2,0.79,0.11,0.68,1.02,0.94,0.0
2224,2225,Declan Rice,ENG,MF,Arsenal,Premier League,24.0,38,37,3225,35.8,7,8,15,7,0.2,0.22,0.09,0.15,0.24,0.09,0.24,58,20,34.5,1.62,0.56,0.12,0.35,20.4,3.3,3.3,0.06,3.7,3.7,57.01,64.11,88.9,956.48,261.96,5.3,4.8,2.7,1.31,6.7,1.09,0.06,7.77,74.02234636871509,1.2849162011173183,0.5865921787709497,45.7,46.78770949720671,284.7486033519553,143.54748603351956,2.094972067039106,1.9553072625698324,0.446927374301676,0.8659217877094972,0.6145251396648045,53.85474860335196,1.787709497206704,2.32,1.42,0.89,1.59,56.1,1.03,0.31,0.73,1.23,1.45,0.0
2225,2226,Chris Richards,USA,"DF,MF",Crystal Palace,Premier League,23.0,26,23,2094,23.3,1,1,2,1,0.04,0.04,0.03,0.02,0.04,0.03,0.04,11,3,27.3,0.47,0.13,0.09,0.33,10.0,0.6,0.6,0.05,0.4,0.4,33.39,40.43,82.6,572.4,186.31,0.4,0.2,0.6,0.26,1.76,0.09,0.0,1.85,51.287553648068666,0.0429184549356223,0.0429184549356223,100.0,24.63519313304721,99.27038626609442,38.19742489270386,0.0429184549356223,0.2575107296137339,0.0,0.3004291845493562,0.1716738197424892,29.09871244635193,0.0429184549356223,1.97,1.2,0.86,1.29,66.7,1.37,0.52,0.86,1.16,4.68,0.0
2226,2227,Amir Richardson,MAR,MF,Reims,Ligue 1,21.0,28,14,1352,15.0,3,1,4,3,0.2,0.07,0.11,0.08,0.18,0.11,0.18,17,8,47.1,1.13,0.53,0.18,0.38,18.8,1.6,1.6,0.1,1.4,1.4,35.6,43.4,82.0,620.87,129.6,1.1,1.4,-0.1,0.8,3.4,0.47,0.13,4.8,57.0,1.7333333333333334,0.5333333333333333,30.8,39.53333333333333,246.86666666666667,100.73333333333332,1.8666666666666667,1.8666666666666667,0.2,1.5333333333333334,1.4,37.53333333333333,2.6666666666666665,2.2,1.53,0.67,1.47,45.5,1.73,0.33,1.4,1.0,2.0,0.0
2227,2228,Richarlison,BRA,FW,Tottenham,Premier League,26.0,28,18,1491,16.6,11,4,15,11,0.66,0.24,0.58,0.13,0.7,0.58,0.7,62,25,40.3,3.74,1.51,0.18,0.44,12.9,9.6,9.6,0.15,1.4,1.4,16.08,23.61,68.1,226.57,57.59,2.1,1.4,1.9,0.9,1.27,0.78,0.06,2.29,39.27710843373494,2.228915662650602,0.6024096385542168,27.0,23.73493975903614,99.7590361445783,42.89156626506024,1.5662650602409638,0.6626506024096385,1.0240963855421683,3.192771084337349,2.4096385542168672,27.65060240963855,6.385542168674698,0.96,0.66,0.12,0.6,20.0,1.93,0.36,1.57,0.48,1.39,0.0
2228,2229,Marco Richter,GER,"MF,FW",Mainz 05,Bundesliga,25.0,20,7,717,8.0,1,0,1,1,0.13,0.0,0.24,0.16,0.4,0.24,0.4,38,9,23.7,4.77,1.13,0.03,0.11,21.2,1.9,1.9,0.05,-0.9,-0.9,23.0,36.38,63.2,397.88,134.5,1.3,2.1,-1.3,1.38,2.88,1.38,0.38,3.75,53.25,4.625,2.0,43.2,29.875,176.375,81.375,2.5,1.375,1.125,3.875,1.5,37.0,6.625,1.25,0.5,0.5,1.38,36.4,1.12,0.0,1.12,0.25,0.12,0.0
2229,2230,Diego Rico,ESP,DF,Getafe,La Liga,30.0,32,28,2535,28.2,0,7,7,0,0.0,0.25,0.01,0.14,0.15,0.01,0.15,18,5,27.8,0.64,0.18,0.0,0.0,27.0,0.3,0.3,0.02,-0.3,-0.3,35.21,53.01,66.4,618.79,306.6,3.8,3.4,3.2,1.38,3.76,1.42,1.13,4.22,64.14893617021276,1.1702127659574468,0.3900709219858156,33.3,26.87943262411348,107.26950354609929,50.319148936170215,0.9929078014184396,1.2765957446808511,0.0354609929078014,1.1702127659574468,0.7092198581560284,29.78723404255319,2.801418439716312,2.27,1.7,1.45,2.7,53.9,0.89,0.28,0.6,1.45,2.7,0.0
2230,2231,Clemens Riedel,GER,DF,Darmstadt 98,Bundesliga,20.0,14,9,755,8.4,0,0,0,0,0.0,0.0,0.03,0.08,0.12,0.03,0.12,8,3,37.5,0.95,0.36,0.0,0.0,21.6,0.3,0.3,0.03,-0.3,-0.3,58.33,68.57,85.1,1143.93,367.62,0.7,0.3,-0.7,0.71,4.4,0.36,0.0,5.6,79.4047619047619,0.9523809523809524,0.4761904761904761,50.0,50.47619047619048,248.09523809523807,136.42857142857142,0.4761904761904761,1.1904761904761905,0.0,0.3571428571428571,0.238095238095238,54.76190476190476,3.214285714285714,2.62,1.55,1.79,2.86,62.5,1.31,0.36,0.95,1.31,3.1,0.0
2234,2235,Luis Rioja,ESP,"FW,MF",Alavés,La Liga,29.0,37,31,2498,27.8,5,4,9,2,0.18,0.14,0.22,0.14,0.36,0.11,0.25,53,15,28.3,1.91,0.54,0.04,0.13,21.6,6.1,3.0,0.06,-1.1,-1.0,19.82,30.76,64.4,325.86,95.76,3.9,4.2,0.1,1.47,0.9,1.37,0.68,2.77,40.39568345323741,2.553956834532374,1.474820143884892,57.7,21.97841726618705,144.9640287769784,77.73381294964028,2.5179856115107917,1.8345323741007196,0.6474820143884892,2.014388489208633,0.7194244604316546,25.899280575539567,6.2230215827338125,0.97,0.68,0.5,1.55,32.6,1.01,0.04,0.97,0.58,1.01,0.0
2236,2237,Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,La Liga,23.0,34,17,1528,17.0,3,5,8,3,0.18,0.29,0.16,0.18,0.35,0.16,0.35,37,16,43.2,2.18,0.94,0.08,0.19,18.0,2.7,2.7,0.07,0.3,0.3,29.47,39.59,74.4,406.0,125.94,3.1,3.7,1.9,1.65,1.47,1.76,0.47,3.12,54.0,3.764705882352941,1.411764705882353,37.5,34.47058823529412,234.1764705882353,131.8235294117647,5.117647058823529,3.176470588235294,1.6470588235294117,2.764705882352941,0.9411764705882352,36.41176470588236,9.764705882352942,1.76,1.12,1.06,2.71,39.1,1.12,0.0,1.12,0.53,1.18,0.0
2238,2239,Mihailo Ristić,SRB,"DF,MF",Celta Vigo,La Liga,27.0,12,9,808,9.0,0,0,0,0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,10,4,40.0,1.11,0.45,0.0,0.0,23.7,0.3,0.3,0.03,-0.3,-0.3,41.22,57.0,72.3,639.11,261.33,0.1,0.5,-0.1,0.67,3.44,0.33,0.33,3.33,69.33333333333333,2.555555555555556,0.7777777777777778,30.4,36.22222222222222,212.33333333333331,111.77777777777776,2.6666666666666665,2.4444444444444446,0.3333333333333333,1.7777777777777777,0.8888888888888888,36.66666666666666,4.666666666666667,1.67,1.0,1.0,1.33,75.0,1.0,0.22,0.78,1.11,2.56,0.0
2241,2242,Sergi Roberto,ESP,"MF,DF",Barcelona,La Liga,31.0,14,10,860,9.6,3,2,5,3,0.31,0.21,0.18,0.08,0.26,0.18,0.26,10,4,40.0,1.05,0.42,0.3,0.75,12.5,1.7,1.7,0.17,1.3,1.3,60.62,68.12,89.0,864.06,195.31,0.8,0.8,1.2,0.94,5.94,0.31,0.1,5.21,76.77083333333334,0.625,0.3125,50.0,41.145833333333336,221.35416666666669,107.08333333333334,1.3541666666666667,1.875,0.4166666666666667,2.291666666666667,0.7291666666666667,58.645833333333336,3.4375,1.56,1.04,0.31,1.15,27.3,0.73,0.21,0.52,0.83,0.73,0.1
2242,2243,Lucas Robertone,ARG,MF,Almería,La Liga,26.0,33,29,2381,26.5,0,5,5,0,0.0,0.19,0.04,0.1,0.13,0.04,0.13,37,13,35.1,1.4,0.49,0.0,0.0,28.1,1.0,1.0,0.03,-1.0,-1.0,41.77,51.43,81.2,727.17,221.25,2.5,2.2,2.5,1.28,4.34,0.72,0.34,4.83,63.20754716981132,0.7924528301886793,0.3018867924528302,38.1,32.943396226415096,159.28301886792454,77.77358490566037,1.169811320754717,1.018867924528302,0.1509433962264151,1.018867924528302,0.6037735849056604,39.283018867924525,1.3962264150943395,2.3,1.25,0.94,1.89,50.0,1.62,0.34,1.28,1.92,1.62,0.0
2243,2244,Connor Roberts,WAL,DF,Burnley,Premier League,27.0,14,8,823,9.1,0,1,1,0,0.0,0.11,0.0,0.02,0.02,0.0,0.02,0,0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,43.41,54.4,79.8,767.8,260.44,0.2,0.4,0.8,0.77,3.52,0.88,0.22,4.18,61.20879120879121,0.2197802197802197,0.0,0.0,33.95604395604396,127.8021978021978,68.13186813186813,0.6593406593406593,1.098901098901099,0.0,0.3296703296703296,0.1098901098901098,39.34065934065934,1.4285714285714286,1.32,0.55,0.88,1.87,47.1,0.88,0.66,0.22,0.44,2.75,0.22
2244,2245,Andrew Robertson,SCO,DF,Liverpool,Premier League,29.0,23,18,1693,18.8,3,2,5,3,0.16,0.11,0.1,0.29,0.39,0.1,0.39,12,6,50.0,0.64,0.32,0.25,0.5,12.5,1.9,1.9,0.16,1.1,1.1,66.38,82.29,80.7,1133.3,384.63,5.4,4.4,-3.4,3.3,6.28,1.38,0.64,7.45,91.11702127659574,0.904255319148936,0.2659574468085106,29.4,52.07446808510638,245.9042553191489,140.3191489361702,3.351063829787234,2.127659574468085,0.3191489361702127,0.9574468085106382,0.3191489361702127,61.70212765957447,6.914893617021276,1.86,1.28,1.38,2.29,60.5,1.06,0.32,0.74,0.69,2.13,0.0
2245,2246,Antonee Robinson,USA,DF,Fulham,Premier League,25.0,37,37,3265,36.3,0,6,6,0,0.0,0.17,0.02,0.11,0.13,0.02,0.13,16,7,43.8,0.44,0.19,0.0,0.0,22.9,0.7,0.7,0.04,-0.7,-0.7,41.71,56.58,73.7,752.18,270.8,4.2,3.7,1.8,0.91,3.11,1.27,0.72,3.55,69.86225895316805,2.231404958677686,1.019283746556474,45.7,34.90358126721763,207.9063360881543,110.30303030303033,2.7272727272727275,1.928374655647383,0.2479338842975206,1.294765840220386,0.4407713498622589,37.90633608815428,5.34435261707989,2.56,1.6,1.43,3.03,47.3,1.54,0.22,1.32,2.2,3.22,0.08
2246,2247,Jack Robinson,ENG,DF,Sheffield Utd,Premier League,29.0,34,31,2885,32.1,1,1,2,1,0.03,0.03,0.04,0.04,0.08,0.04,0.08,14,5,35.7,0.44,0.16,0.07,0.2,12.7,1.2,1.2,0.09,-0.2,-0.2,27.85,39.07,71.3,543.93,239.25,1.2,1.0,-0.2,0.37,2.06,0.22,0.12,1.96,48.81619937694704,0.3426791277258567,0.1557632398753894,45.5,21.339563862928348,91.6822429906542,44.51713395638629,0.249221183800623,0.1869158878504672,0.0311526479750778,0.5607476635514018,0.1557632398753894,24.45482866043613,0.4361370716510903,1.34,0.87,0.78,1.21,64.1,1.53,1.03,0.5,1.03,4.11,0.06
2247,2248,Marc Roca,ESP,MF,Betis,La Liga,26.0,26,24,1980,22.0,2,2,4,2,0.09,0.09,0.05,0.06,0.12,0.05,0.12,20,7,35.0,0.91,0.32,0.1,0.29,24.3,1.1,1.1,0.06,0.9,0.9,45.32,54.23,83.6,778.82,255.0,1.4,1.7,0.6,0.86,5.45,0.77,0.0,5.73,63.77272727272727,0.9545454545454546,0.5,52.4,37.31818181818182,188.45454545454547,95.27272727272728,1.0909090909090908,1.0,0.2727272727272727,0.8636363636363636,0.8181818181818182,43.5,0.9090909090909092,2.36,1.64,1.36,2.41,56.6,1.32,0.27,1.05,0.77,1.05,0.05
2250,2251,Rodri,ESP,MF,Manchester City,Premier League,27.0,34,34,2931,32.6,8,9,17,8,0.25,0.28,0.12,0.12,0.24,0.12,0.24,62,22,35.5,1.9,0.68,0.13,0.36,20.6,4.1,4.1,0.07,3.9,3.9,103.22,112.15,92.0,1756.32,483.62,3.9,6.1,5.1,1.5,11.6,1.87,0.0,11.53,122.33128834355828,1.96319018404908,1.2883435582822085,65.6,77.08588957055214,355.06134969325154,196.5644171779141,2.331288343558282,2.6993865030674846,0.3680981595092024,0.705521472392638,0.98159509202454,99.4478527607362,1.687116564417178,2.15,1.32,0.89,1.84,48.3,0.98,0.25,0.74,0.8,1.26,0.12
2252,2253,Óscar Rodríguez Arnaiz,ESP,"MF,FW",Getafe,La Liga,25.0,24,9,967,10.7,2,1,3,2,0.19,0.09,0.14,0.2,0.34,0.14,0.34,34,9,26.5,3.16,0.84,0.06,0.22,24.9,1.5,1.5,0.04,0.5,0.5,31.12,41.31,75.3,531.03,124.49,2.1,1.4,-1.1,1.96,3.64,1.03,0.09,4.86,55.607476635514026,2.897196261682243,1.3084112149532712,45.2,29.90654205607477,169.90654205607478,70.74766355140187,1.2149532710280375,2.242990654205608,0.3738317757009346,3.2710280373831777,1.121495327102804,38.78504672897196,4.485981308411216,2.24,1.21,0.84,1.4,60.0,1.12,0.09,1.03,0.47,0.47,0.0
2254,2255,Dani Rodríguez,ESP,MF,Mallorca,La Liga,35.0,36,31,2615,29.1,2,4,6,2,0.07,0.14,0.05,0.14,0.19,0.05,0.19,27,4,14.8,0.93,0.14,0.07,0.5,19.8,1.4,1.4,0.05,0.6,0.6,23.81,34.71,68.6,409.66,137.63,4.1,5.2,-0.1,1.65,2.44,0.93,0.38,4.05,45.2233676975945,2.714776632302405,1.134020618556701,41.8,23.711340206185564,145.12027491408935,68.41924398625429,1.8556701030927836,1.6151202749140892,0.3092783505154639,1.8900343642611683,2.061855670103093,27.0446735395189,3.7800687285223367,1.62,0.82,0.72,1.55,46.7,1.17,0.17,1.0,0.52,0.72,0.0
2255,2256,Guido Rodríguez,ARG,MF,Betis,La Liga,29.0,24,22,1846,20.5,2,0,2,2,0.1,0.0,0.03,0.04,0.07,0.03,0.07,18,7,38.9,0.88,0.34,0.11,0.29,20.5,0.7,0.7,0.04,1.3,1.3,43.32,50.83,85.2,739.9,224.88,0.8,0.8,-0.8,0.2,3.56,0.05,0.0,3.17,61.41463414634146,0.6829268292682927,0.4878048780487805,71.4,32.78048780487805,129.1219512195122,55.073170731707314,0.3902439024390244,0.6341463414634146,0.048780487804878,0.975609756097561,0.8292682926829268,38.0,0.8780487804878049,2.59,1.46,1.66,2.68,61.8,1.32,0.29,1.02,1.41,2.15,0.0
2256,2257,Jay Rodriguez,ENG,FW,Burnley,Premier League,34.0,21,7,822,9.1,2,1,3,1,0.22,0.11,0.38,0.02,0.4,0.3,0.32,21,7,33.3,2.3,0.77,0.05,0.14,12.9,3.5,2.7,0.13,-1.5,-1.7,15.6,23.74,65.7,215.16,43.52,0.2,0.1,0.8,0.44,1.76,0.22,0.0,1.87,34.505494505494504,0.989010989010989,0.6593406593406593,66.7,16.703296703296704,48.46153846153846,15.054945054945057,0.2197802197802197,0.3296703296703296,0.1098901098901098,2.197802197802198,0.5494505494505495,24.725274725274726,3.076923076923077,1.54,0.99,0.77,1.43,53.8,1.21,0.11,1.1,0.11,0.88,0.0
2257,2258,Kirian Rodríguez,ESP,MF,Las Palmas,La Liga,27.0,37,36,3211,35.7,6,2,8,6,0.17,0.06,0.06,0.05,0.1,0.06,0.1,43,14,32.6,1.21,0.39,0.14,0.43,25.4,2.1,2.1,0.05,3.9,3.9,75.77,85.77,88.3,1153.73,342.83,1.6,2.8,0.4,1.04,7.79,1.15,0.11,8.29,93.47338935574228,1.0364145658263304,0.7282913165266106,70.3,60.44817927170868,255.2100840336134,134.50980392156862,1.2885154061624648,1.2605042016806722,0.0,1.372549019607843,1.3445378151260503,76.16246498599439,2.184873949579832,1.46,0.9,0.67,1.88,35.8,1.09,0.08,1.01,0.78,0.64,0.03
2259,2260,Ricardo Rodríguez,SUI,DF,Torino,Serie A,30.0,35,34,2772,30.8,1,2,3,1,0.03,0.06,0.01,0.04,0.05,0.01,0.05,11,2,18.2,0.36,0.06,0.09,0.5,27.2,0.3,0.3,0.03,0.7,0.7,45.49,54.45,83.5,767.56,265.36,1.4,1.8,0.6,0.65,3.86,0.81,0.39,4.12,61.493506493506494,0.3571428571428571,0.2597402597402597,72.7,36.81818181818182,205.5194805194805,119.38311688311688,1.9805194805194808,1.1688311688311688,0.1298701298701298,0.3246753246753247,0.1298701298701298,41.91558441558441,1.2987012987012987,1.46,0.84,0.91,1.46,62.2,0.71,0.29,0.42,0.78,2.08,0.06
2260,2261,Rodrygo,BRA,FW,Real Madrid,La Liga,22.0,34,28,2380,26.4,10,5,15,10,0.38,0.19,0.44,0.15,0.59,0.41,0.56,86,35,40.7,3.25,1.32,0.12,0.29,15.2,11.7,10.9,0.13,-1.7,-0.9,33.45,38.14,87.7,394.58,71.29,4.0,4.2,1.0,1.74,1.59,1.67,0.15,3.41,51.21212121212122,5.568181818181818,2.272727272727273,40.8,37.95454545454545,280.64393939393943,164.54545454545456,6.022727272727273,4.015151515151516,3.181818181818182,2.7272727272727275,1.1363636363636365,43.371212121212125,11.401515151515152,0.61,0.57,0.19,0.72,26.3,0.53,0.0,0.53,0.3,0.23,0.0
2261,2262,Mads Roerslev,DEN,DF,Brentford,Premier League,24.0,34,22,1985,22.1,1,2,3,1,0.05,0.09,0.04,0.08,0.12,0.04,0.12,7,1,14.3,0.32,0.05,0.14,1.0,14.3,0.9,0.9,0.14,0.1,0.1,22.44,33.57,66.8,382.26,134.75,1.8,1.4,0.2,0.68,1.45,1.04,0.95,1.95,43.710407239819,1.2669683257918551,0.4977375565610859,39.3,20.27149321266968,89.81900452488688,39.09502262443439,0.8144796380090498,0.5429864253393665,0.2714932126696832,1.0407239819004523,0.6787330316742081,23.52941176470588,4.072398190045249,2.17,1.4,1.22,2.44,50.0,0.68,0.14,0.54,0.86,3.21,0.0
2262,2263,Rogério,BRA,DF,Wolfsburg,Bundesliga,25.0,13,10,906,10.1,1,0,1,1,0.1,0.0,0.03,0.04,0.07,0.03,0.07,4,2,50.0,0.4,0.2,0.25,0.5,15.3,0.3,0.3,0.09,0.7,0.7,45.05,54.65,82.4,711.39,278.12,0.4,0.9,-0.4,0.59,2.87,1.09,0.79,5.64,65.24752475247524,1.7821782178217822,0.396039603960396,22.2,36.03960396039604,208.1188118811881,100.89108910891088,2.6732673267326734,1.5841584158415842,0.396039603960396,1.188118811881188,0.7920792079207921,36.53465346534654,4.158415841584159,1.39,0.59,0.99,1.39,71.4,1.58,0.5,1.09,0.5,2.28,0.1
2263,2264,Morgan Rogers,ENG,"MF,FW",Aston Villa,Premier League,21.0,11,8,638,7.1,3,1,4,3,0.42,0.14,0.19,0.09,0.28,0.19,0.28,11,5,45.5,1.55,0.71,0.27,0.6,14.8,1.4,1.4,0.12,1.6,1.6,20.7,27.46,75.4,317.32,119.3,0.6,0.4,0.4,1.27,2.25,1.69,0.0,3.94,40.70422535211268,4.647887323943662,2.3943661971830985,51.5,21.126760563380284,152.6760563380282,79.29577464788733,3.098591549295775,1.5492957746478877,0.8450704225352114,2.3943661971830985,1.5492957746478877,26.056338028169016,4.225352112676057,1.13,0.14,0.28,1.55,18.2,1.55,0.0,1.55,0.42,1.55,0.0
2264,2265,Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,21.0,24,17,1477,16.4,2,4,6,2,0.12,0.24,0.12,0.15,0.28,0.12,0.28,24,8,33.3,1.46,0.49,0.08,0.25,15.1,2.0,2.0,0.08,0.0,0.0,22.26,27.93,79.7,342.8,74.45,2.5,2.1,1.5,1.16,2.2,0.61,0.24,2.32,41.21951219512196,2.5609756097560976,1.2804878048780488,50.0,24.26829268292683,169.81707317073173,86.21951219512196,2.682926829268293,2.25609756097561,0.6097560975609757,3.048780487804878,2.5609756097560976,26.09756097560976,5.3048780487804885,1.28,0.79,0.49,1.28,38.1,1.65,0.18,1.46,0.55,1.34,0.0
2265,2266,Alessio Romagnoli,ITA,DF,Lazio,Serie A,28.0,29,26,2411,26.8,0,0,0,0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,11,5,45.5,0.41,0.19,0.0,0.0,12.0,0.6,0.6,0.05,-0.6,-0.6,59.85,65.63,91.2,1021.08,372.01,0.6,0.6,-0.6,0.22,3.06,0.19,0.04,3.25,74.44029850746269,0.0373134328358208,0.0,0.0,36.6044776119403,162.72388059701493,75.52238805970148,0.2611940298507462,0.0746268656716417,0.0,0.335820895522388,0.0,50.26119402985074,0.0746268656716417,0.93,0.67,0.6,0.9,66.7,1.08,0.63,0.45,1.08,4.29,0.0
2266,2267,Simone Romagnoli,ITA,DF,Frosinone,Serie A,33.0,33,30,2715,30.2,1,1,2,1,0.03,0.03,0.04,0.01,0.05,0.04,0.05,12,1,8.3,0.4,0.03,0.08,1.0,8.8,1.2,1.2,0.1,-0.2,-0.2,40.43,47.05,85.9,715.4,267.98,0.4,0.2,0.6,0.1,0.73,0.0,0.0,1.56,57.3841059602649,0.0,0.0,,23.37748344370861,109.7682119205298,52.91390728476821,0.0662251655629139,0.0662251655629139,0.0,0.1324503311258278,0.0,30.9271523178808,0.0662251655629139,1.16,0.5,0.5,0.66,75.0,1.69,1.19,0.5,0.96,4.87,0.0
2268,2269,Cristian Romero,ARG,DF,Tottenham,Premier League,25.0,33,33,2790,31.0,5,0,5,5,0.16,0.0,0.11,0.01,0.13,0.11,0.13,24,9,37.5,0.77,0.29,0.21,0.56,10.5,3.5,3.5,0.14,1.5,1.5,77.1,84.06,91.7,1337.35,522.52,0.4,1.5,-0.4,0.23,6.1,0.45,0.0,5.77,94.29032258064515,0.2580645161290322,0.1612903225806451,62.5,63.12903225806452,301.9032258064516,194.38709677419357,1.032258064516129,1.3548387096774193,0.0,0.3870967741935484,0.1290322580645161,66.80645161290323,0.2580645161290322,2.13,1.29,1.03,1.42,72.7,1.48,0.71,0.77,1.42,3.42,0.03
2271,2272,Oriol Romeu,ESP,MF,Barcelona,La Liga,31.0,28,11,936,10.4,0,1,1,0,0.0,0.1,0.07,0.12,0.19,0.07,0.19,10,2,20.0,0.96,0.19,0.0,0.0,23.6,0.7,0.7,0.07,-0.7,-0.7,68.94,77.5,89.0,1087.98,264.71,1.3,0.9,-0.3,0.77,7.69,0.77,0.1,6.35,88.65384615384615,0.4807692307692307,0.3846153846153846,80.0,51.82692307692307,223.2692307692308,119.71153846153844,1.1538461538461535,2.4038461538461537,0.0,0.8653846153846153,0.7692307692307692,67.40384615384615,0.3846153846153846,3.27,1.92,1.25,2.31,54.2,1.15,0.19,0.96,0.96,1.73,0.0
2272,2273,Valentin Rongier,FRA,MF,Marseille,Ligue 1,28.0,10,10,851,9.5,0,0,0,0,0.0,0.0,0.06,0.09,0.15,0.06,0.15,10,3,30.0,1.06,0.32,0.0,0.0,19.7,0.6,0.6,0.06,-0.6,-0.6,53.05,60.74,87.3,979.79,300.21,0.8,1.2,-0.8,0.95,7.58,1.05,0.11,7.68,72.10526315789474,1.0526315789473684,0.5263157894736842,50.0,53.78947368421053,303.05263157894734,140.31578947368422,2.0,1.4736842105263157,0.1052631578947368,1.4736842105263157,0.8421052631578947,48.94736842105263,1.0526315789473684,2.42,1.26,1.47,2.74,53.8,1.68,0.42,1.26,1.58,1.89,0.0
