Rk,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG
284,46,19,41.3,2.89,1.19,0.09,0.21,23.3,6.5,2.6,0.06,+2.5,+1.4
285,18,6,33.3,0.84,0.28,0.17,0.50,19.1,0.9,0.7,0.04,+2.1,+2.3
286,31,11,35.5,1.75,0.62,0.19,0.55,16.4,5.2,4.4,0.14,+1.8,+1.6
287,3,1,33.3,0.15,0.05,0.00,0.00,27.8,0.1,0.1,0.02,-0.1,-0.1
288,15,6,40.0,1.13,0.45,0.07,0.17,15.6,1.9,1.9,0.12,-0.9,-0.9
289,25,3,12.0,0.75,0.09,0.04,0.33,17.6,1.9,1.9,0.08,-0.9,-0.9
290,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
291,2,0,0.0,0.88,0.00,0.00,,17.6,0.2,0.2,0.09,-0.2,-0.2
292,6,1,16.7,3.75,0.62,0.00,0.00,16.2,0.5,0.5,0.09,-0.5,-0.5
293,5,0,0.0,3.69,0.00,0.00,,30.7,0.2,0.2,0.03,-0.2,-0.2
294,42,17,40.5,3.64,1.47,0.10,0.24,14.8,7.3,7.3,0.17,-3.3,-3.3
295,29,8,27.6,0.89,0.25,0.03,0.13,12.4,1.9,1.9,0.07,-0.9,-0.9
296,6,2,33.3,0.23,0.08,0.00,0.00,18.8,0.3,0.3,0.04,-0.3,-0.3
297,30,6,20.0,1.63,0.33,0.03,0.17,19.9,2.9,2.9,0.10,-1.9,-1.9
298,8,4,50.0,2.23,1.11,0.25,0.50,10.9,1.0,1.0,0.13,+1.0,+1.0
299,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
300,48,18,37.5,1.66,0.62,0.17,0.44,22.0,4.3,3.5,0.07,+3.7,+4.5
301,42,12,28.6,3.97,1.14,0.07,0.25,14.7,6.8,6.0,0.14,-3.8,-3.0
302,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
303,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
304,12,4,33.3,0.42,0.14,0.08,0.25,9.7,1.9,1.9,0.16,-0.9,-0.9
305,5,0,0.0,0.36,0.00,0.00,,8.2,0.5,0.5,0.10,-0.5,-0.5
306,6,1,16.7,1.89,0.32,0.00,0.00,15.0,1.0,1.0,0.17,-1.0,-1.0
307,15,2,13.3,0.65,0.09,0.00,0.00,9.1,1.9,1.9,0.13,-1.9,-1.9
308,12,4,33.3,2.74,0.91,0.17,0.50,15.2,1.2,1.2,0.10,+0.8,+0.8
309,30,8,26.7,1.93,0.52,0.07,0.25,20.6,2.5,2.5,0.08,-0.5,-0.5
310,16,5,31.3,0.61,0.19,0.13,0.40,28.1,1.6,0.8,0.05,+0.4,+1.2
311,1,1,100.0,1.00,1.00,1.00,1.00,9.6,0.1,0.1,0.10,+0.9,+0.9
312,25,9,36.0,1.12,0.40,0.00,0.00,18.1,1.1,1.1,0.04,-1.1,-1.1
313,5,1,20.0,2.53,0.51,0.00,0.00,23.3,0.4,0.4,0.07,-0.4,-0.4
314,24,5,20.8,1.04,0.22,0.00,0.00,25.0,1.4,1.4,0.06,-1.4,-1.4
315,31,5,16.1,1.77,0.29,0.03,0.20,21.0,2.2,2.2,0.07,-1.2,-1.2
316,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
317,20,3,15.0,0.74,0.11,0.00,0.00,25.1,0.8,0.8,0.04,-0.8,-0.8
318,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
319,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
320,42,15,35.7,2.42,0.86,0.07,0.20,20.0,4.7,3.1,0.07,-0.7,-0.1
321,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
322,13,2,15.4,0.71,0.11,0.00,0.00,13.9,1.1,1.1,0.08,-1.1,-1.1
323,17,6,35.3,0.51,0.18,0.06,0.17,16.6,1.7,1.7,0.10,-0.7,-0.7
324,2,2,100.0,2.12,2.12,0.50,0.50,10.7,0.4,0.4,0.22,+0.6,+0.6
325,1,0,0.0,2.25,0.00,0.00,,25.2,0.0,0.0,0.02,0.0,0.0
326,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
327,4,1,25.0,1.19,0.30,0.25,1.00,11.1,1.4,1.4,0.35,-0.4,-0.4
328,1,0,0.0,0.83,0.00,0.00,,8.4,0.2,0.2,0.24,-0.2,-0.2
329,39,19,48.7,1.76,0.86,0.15,0.32,16.7,4.3,4.3,0.11,+1.7,+1.7
330,32,11,34.4,1.03,0.36,0.09,0.27,16.2,2.3,2.3,0.07,+0.7,+0.7
331,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
332,4,0,0.0,0.67,0.00,0.00,,24.3,0.1,0.1,0.02,-0.1,-0.1
333,4,1,25.0,4.34,1.08,0.00,0.00,16.9,1.3,1.3,0.32,-1.3,-1.3
334,13,4,30.8,0.58,0.18,0.08,0.25,26.3,0.5,0.5,0.04,+0.5,+0.5
335,14,6,42.9,0.88,0.38,0.14,0.33,10.4,1.5,1.5,0.11,+0.5,+0.5
336,51,13,25.5,2.02,0.51,0.16,0.62,20.2,5.7,4.4,0.09,+2.3,+3.6
337,27,13,48.1,2.39,1.15,0.11,0.23,18.6,2.9,2.9,0.11,+0.1,+0.1
338,17,4,23.5,1.04,0.24,0.06,0.25,20.8,0.9,0.9,0.06,+0.1,+0.1
339,1,0,0.0,1.01,0.00,0.00,,5.9,0.1,0.1,0.09,-0.1,-0.1
340,76,30,39.5,4.42,1.75,0.13,0.33,16.0,15.4,12.3,0.16,-1.4,-2.3
341,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
342,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
343,0,0,,0.00,0.00,,,,0.8,0.0,,+0.2,0.0
344,9,4,44.4,0.74,0.33,0.00,0.00,22.2,0.4,0.4,0.05,-0.4,-0.4
345,16,2,12.5,0.57,0.07,0.00,0.00,19.6,0.5,0.5,0.03,-0.5,-0.5
346,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
347,10,4,40.0,0.63,0.25,0.00,0.00,10.0,0.8,0.8,0.08,-0.8,-0.8
348,20,7,35.0,1.82,0.64,0.20,0.57,15.4,2.4,2.4,0.12,+1.6,+1.6
349,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
350,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
351,1,0,0.0,0.28,0.00,0.00,,15.8,0.1,0.1,0.11,-0.1,-0.1
352,10,2,20.0,0.65,0.13,0.20,1.00,10.5,0.6,0.6,0.06,+1.4,+1.4
353,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
354,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
355,4,1,25.0,2.24,0.56,0.00,0.00,16.4,0.2,0.2,0.05,-0.2,-0.2
356,15,5,33.3,3.05,1.02,0.07,0.20,21.1,1.4,1.4,0.09,-0.4,-0.4
357,1,0,0.0,3.10,0.00,0.00,,26.3,0.1,0.1,0.06,-0.1,-0.1
358,29,6,20.7,1.62,0.33,0.07,0.33,15.4,3.3,3.3,0.11,-1.3,-1.3
359,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
360,2,0,0.0,0.90,0.00,0.00,,17.9,0.1,0.1,0.05,-0.1,-0.1
361,44,10,22.7,1.63,0.37,0.05,0.20,21.8,9.9,4.4,0.10,-0.9,-2.4
362,25,9,36.0,2.43,0.87,0.04,0.11,17.5,2.0,2.0,0.08,-1.0,-1.0
363,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
364,19,6,31.6,0.96,0.30,0.00,0.00,17.8,2.0,2.0,0.10,-2.0,-2.0
365,84,37,44.0,2.50,1.10,0.19,0.43,14.2,11.6,11.6,0.14,+4.4,+4.4
366,56,15,26.8,1.98,0.53,0.11,0.40,13.3,6.2,6.2,0.11,-0.2,-0.2
367,19,4,21.1,0.62,0.13,0.00,0.00,22.3,0.8,0.8,0.04,-0.8,-0.8
368,12,4,33.3,1.43,0.48,0.08,0.25,17.3,0.9,0.9,0.07,+0.1,+0.1
369,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
370,4,2,50.0,1.63,0.81,0.00,0.00,24.4,0.1,0.1,0.03,-0.1,-0.1
371,5,0,0.0,0.18,0.00,0.00,,13.8,1.0,1.0,0.19,-1.0,-1.0
372,33,16,48.5,1.34,0.65,0.21,0.44,19.1,4.4,4.4,0.13,+2.6,+2.6
373,14,4,28.6,0.40,0.12,0.21,0.75,11.6,1.7,1.7,0.12,+1.3,+1.3
374,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
375,12,3,25.0,0.40,0.10,0.25,1.00,16.3,1.1,1.1,0.09,+1.9,+1.9
376,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
377,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
378,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
379,3,0,0.0,0.43,0.00,0.00,,27.0,0.1,0.1,0.03,-0.1,-0.1
380,9,4,44.4,1.24,0.55,0.11,0.25,19.3,0.4,0.4,0.04,+0.6,+0.6
381,18,4,22.2,0.50,0.11,0.17,0.75,13.4,1.4,1.4,0.08,+1.6,+1.6
382,4,2,50.0,1.90,0.95,0.00,0.00,15.9,0.4,0.4,0.10,-0.4,-0.4
383,34,16,47.1,2.77,1.30,0.15,0.31,14.5,6.1,5.3,0.16,-0.1,-0.3
384,5,1,20.0,1.67,0.33,0.00,0.00,18.1,0.2,0.2,0.04,-0.2,-0.2
385,31,10,32.3,1.20,0.39,0.13,0.40,19.9,2.3,2.3,0.07,+1.7,+1.7
386,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
387,7,3,42.9,1.82,0.78,0.00,0.00,23.2,0.4,0.4,0.05,-0.4,-0.4
388,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
389,13,2,15.4,2.58,0.40,0.08,0.50,11.1,2.4,2.4,0.18,-1.4,-1.4
390,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
391,1,0,0.0,1.73,0.00,0.00,,13.2,0.0,0.0,0.03,0.0,0.0
392,9,2,22.2,0.86,0.19,0.00,0.00,19.5,0.4,0.4,0.05,-0.4,-0.4
393,13,5,38.5,4.15,1.60,0.08,0.20,17.4,2.2,2.2,0.17,-1.2,-1.2
394,11,4,36.4,0.64,0.23,0.18,0.50,8.0,2.6,2.6,0.23,-0.6,-0.6
395,26,7,26.9,1.88,0.51,0.08,0.29,15.4,2.4,2.4,0.09,-0.4,-0.4
396,26,6,23.1,2.30,0.53,0.08,0.33,14.1,2.8,2.8,0.11,-0.8,-0.8
397,28,11,39.3,1.12,0.44,0.14,0.36,21.8,1.9,1.9,0.07,+2.1,+2.1
398,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
399,43,14,32.6,3.10,1.01,0.12,0.36,19.2,5.0,4.2,0.10,+1.0,+0.8
400,4,1,25.0,2.24,0.56,0.25,1.00,18.9,0.2,0.2,0.05,+0.8,+0.8
401,73,31,42.5,2.70,1.15,0.19,0.45,12.8,14.2,11.1,0.15,+2.8,+2.9
402,5,0,0.0,0.61,0.00,0.00,,18.4,0.3,0.3,0.06,-0.3,-0.3
403,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
404,21,6,28.6,1.40,0.40,0.05,0.17,18.0,1.4,1.4,0.07,-0.4,-0.4
405,21,8,38.1,1.39,0.53,0.14,0.38,16.8,2.4,2.4,0.11,+0.6,+0.6
406,13,6,46.2,0.46,0.21,0.23,0.50,9.5,1.6,1.6,0.12,+1.4,+1.4
407,40,16,40.0,2.34,0.94,0.18,0.44,14.5,6.1,5.3,0.13,+1.9,+1.7
408,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
409,13,3,23.1,0.70,0.16,0.00,0.00,14.3,1.3,1.3,0.12,-1.3,-1.3
410,23,5,21.7,0.76,0.17,0.09,0.40,8.1,3.1,3.1,0.14,-1.1,-1.1
411,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
412,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
413,5,1,20.0,0.76,0.15,0.00,0.00,25.3,0.1,0.1,0.03,-0.1,-0.1
414,1,0,0.0,0.56,0.00,0.00,,16.2,0.2,0.2,0.18,-0.2,-0.2
415,1,0,0.0,2.05,0.00,0.00,,28.3,0.0,0.0,0.01,0.0,0.0
416,13,4,30.8,0.67,0.21,0.08,0.25,21.3,0.5,0.5,0.04,+0.5,+0.5
417,1,0,0.0,0.03,0.00,0.00,,7.5,0.1,0.1,0.13,-0.1,-0.1
418,43,11,25.6,3.66,0.94,0.02,0.09,19.3,2.2,2.2,0.05,-1.2,-1.2
419,33,14,42.4,2.01,0.85,0.06,0.14,15.5,5.2,5.2,0.16,-3.2,-3.2
420,25,9,36.0,3.32,1.19,0.04,0.11,20.2,1.2,1.2,0.05,-0.2,-0.2
421,13,2,15.4,0.61,0.09,0.00,0.00,24.6,0.4,0.4,0.03,-0.4,-0.4
422,31,5,16.1,1.12,0.18,0.06,0.40,18.2,1.5,1.5,0.05,+0.5,+0.5
423,13,4,30.8,0.41,0.13,0.08,0.25,29.0,0.4,0.4,0.03,+0.6,+0.6
424,17,8,47.1,1.03,0.48,0.06,0.13,21.2,1.1,1.1,0.06,-0.1,-0.1
425,16,3,18.8,1.42,0.27,0.00,0.00,16.5,1.5,1.5,0.09,-1.5,-1.5
426,21,8,38.1,0.86,0.33,0.05,0.13,18.3,1.3,1.3,0.06,-0.3,-0.3
427,17,6,35.3,0.65,0.23,0.12,0.33,17.9,1.4,1.4,0.08,+0.6,+0.6
428,1,0,0.0,2.73,0.00,0.00,,5.4,0.2,0.2,0.21,-0.2,-0.2
429,9,2,22.2,0.38,0.08,0.11,0.50,10.8,0.5,0.5,0.05,+0.5,+0.5
430,7,1,14.3,0.32,0.05,0.00,0.00,10.1,0.5,0.5,0.08,-0.5,-0.5
431,52,13,25.0,1.83,0.46,0.06,0.23,29.5,10.1,2.3,0.04,+2.9,+0.7
432,12,4,33.3,1.34,0.45,0.00,0.00,14.5,1.3,1.3,0.11,-1.3,-1.3
433,71,28,39.4,2.94,1.16,0.07,0.18,13.9,12.9,11.4,0.16,-5.9,-6.4
434,29,8,27.6,1.16,0.32,0.03,0.13,28.4,2.2,1.4,0.05,-1.2,-0.4
435,41,13,31.7,1.83,0.58,0.15,0.46,16.6,4.9,4.1,0.10,+2.1,+1.9
436,13,3,23.1,1.13,0.26,0.00,0.00,26.0,1.5,0.7,0.05,-0.5,-0.7
437,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
438,17,7,41.2,0.84,0.35,0.00,0.00,22.7,0.9,0.9,0.05,-0.9,-0.9
439,71,17,23.9,2.50,0.60,0.01,0.06,19.8,3.9,3.9,0.05,-2.9,-2.9
440,29,8,27.6,1.10,0.30,0.07,0.25,18.6,2.2,2.2,0.08,-0.2,-0.2
441,2,0,0.0,2.00,0.00,0.00,,9.1,0.2,0.2,0.12,-0.2,-0.2
442,33,13,39.4,1.79,0.70,0.09,0.23,15.6,4.5,4.5,0.14,-1.5,-1.5
443,1,0,0.0,0.53,0.00,0.00,,28.8,0.0,0.0,0.02,0.0,0.0
444,15,1,6.7,0.69,0.05,0.00,0.00,27.4,2.2,0.6,0.04,-0.2,-0.6
445,40,12,30.0,2.01,0.60,0.10,0.33,16.6,4.7,4.7,0.12,-0.7,-0.7
446,32,9,28.1,1.15,0.32,0.06,0.22,21.3,1.6,1.6,0.05,+0.4,+0.4
447,13,7,53.8,0.63,0.34,0.00,0.00,21.4,0.8,0.8,0.06,-0.8,-0.8
448,64,20,31.3,2.09,0.65,0.08,0.25,21.2,4.9,4.1,0.06,+1.1,+0.9
449,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
450,43,17,39.5,3.15,1.24,0.02,0.06,21.4,2.8,2.8,0.07,-1.8,-1.8
451,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
452,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
453,14,5,35.7,0.87,0.31,0.07,0.20,15.0,1.0,1.0,0.07,0.0,0.0
454,8,0,0.0,2.53,0.00,0.00,,19.6,0.7,0.7,0.09,-0.7,-0.7
455,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
456,22,9,40.9,1.56,0.64,0.09,0.22,11.7,3.4,2.6,0.12,-0.4,-0.6
457,24,9,37.5,0.71,0.27,0.04,0.11,20.9,2.1,2.1,0.09,-1.1,-1.1
458,18,4,22.2,1.09,0.24,0.06,0.25,15.4,1.2,1.2,0.07,-0.2,-0.2
459,23,7,30.4,1.77,0.54,0.09,0.29,18.3,2.3,2.3,0.10,-0.3,-0.3
460,10,3,30.0,0.34,0.10,0.00,0.00,20.2,0.6,0.6,0.06,-0.6,-0.6
461,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
462,3,0,0.0,5.00,0.00,0.00,,14.7,0.2,0.2,0.07,-0.2,-0.2
463,21,10,47.6,2.61,1.24,0.14,0.30,14.3,4.2,3.5,0.16,-0.2,-0.5
464,26,5,19.2,0.83,0.16,0.04,0.20,13.9,2.7,2.7,0.10,-1.7,-1.7
465,12,3,25.0,0.81,0.20,0.08,0.33,18.3,1.1,1.1,0.09,-0.1,-0.1
466,1,0,0.0,0.34,0.00,0.00,,19.5,0.0,0.0,0.03,0.0,0.0
467,10,1,10.0,0.50,0.05,0.00,0.00,9.1,1.9,1.9,0.19,-1.9,-1.9
468,12,3,25.0,0.82,0.21,0.08,0.33,16.8,0.8,0.8,0.07,+0.2,+0.2
469,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
470,2,1,50.0,0.81,0.41,0.00,0.00,21.9,0.1,0.1,0.03,-0.1,-0.1
471,7,1,14.3,1.33,0.19,0.00,0.00,12.3,0.4,0.4,0.06,-0.4,-0.4
472,10,4,40.0,0.54,0.22,0.00,0.00,15.1,0.9,0.9,0.09,-0.9,-0.9
473,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
474,18,10,55.6,0.75,0.41,0.22,0.40,14.3,1.7,1.7,0.10,+2.3,+2.3
475,3,2,66.7,1.64,1.09,0.00,0.00,14.9,0.2,0.2,0.07,-0.2,-0.2
476,8,3,37.5,1.06,0.40,0.13,0.33,24.0,0.4,0.4,0.05,+0.6,+0.6
477,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
478,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
479,7,1,14.3,0.40,0.06,0.00,0.00,16.4,0.9,0.9,0.12,-0.9,-0.9
480,39,9,23.1,1.77,0.41,0.03,0.11,17.1,3.5,3.5,0.09,-2.5,-2.5
481,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
482,33,13,39.4,1.39,0.55,0.06,0.15,16.2,4.2,4.2,0.13,-2.2,-2.2
483,22,4,18.2,0.98,0.18,0.00,0.00,18.3,1.9,1.9,0.09,-1.9,-1.9
484,7,4,57.1,1.51,0.86,0.00,0.00,19.4,0.3,0.3,0.04,-0.3,-0.3
485,15,3,20.0,0.69,0.14,0.07,0.33,18.1,1.1,1.1,0.08,-0.1,-0.1
486,14,4,28.6,0.48,0.14,0.07,0.25,11.3,1.6,1.6,0.12,-0.6,-0.6
487,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
488,54,19,35.2,2.89,1.02,0.07,0.21,13.3,7.3,7.3,0.14,-3.3,-3.3
489,10,6,60.0,0.37,0.22,0.20,0.33,12.1,0.6,0.6,0.06,+1.4,+1.4
490,6,2,33.3,1.01,0.34,0.00,0.00,16.6,0.3,0.3,0.04,-0.3,-0.3
491,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
492,7,3,42.9,2.60,1.12,0.14,0.33,19.6,1.0,1.0,0.14,0.0,0.0
493,5,2,40.0,1.23,0.49,0.20,0.50,14.9,0.3,0.3,0.07,+0.7,+0.7
494,12,2,16.7,0.79,0.13,0.08,0.50,27.8,0.4,0.4,0.03,+0.6,+0.6
495,18,5,27.8,0.64,0.18,0.06,0.20,13.3,1.3,1.3,0.07,-0.3,-0.3
496,6,1,16.7,0.33,0.05,0.00,0.00,17.9,0.4,0.4,0.06,-0.4,-0.4
497,11,3,27.3,1.29,0.35,0.09,0.33,13.4,1.3,1.3,0.12,-0.3,-0.3
498,7,1,14.3,1.05,0.15,0.00,0.00,18.4,0.3,0.3,0.05,-0.3,-0.3
499,2,0,0.0,1.02,0.00,0.00,,20.3,0.1,0.1,0.05,-0.1,-0.1
500,2,1,50.0,0.27,0.13,0.00,0.00,11.1,0.2,0.2,0.08,-0.2,-0.2
501,2,1,50.0,0.18,0.09,0.00,0.00,21.2,0.0,0.0,0.02,0.0,0.0
502,1,0,0.0,0.13,0.00,0.00,,33.3,0.0,0.0,0.02,0.0,0.0
503,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
504,20,5,25.0,1.95,0.49,0.20,0.80,15.2,2.3,2.3,0.11,+1.7,+1.7
505,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
506,10,3,30.0,1.65,0.50,0.10,0.33,10.8,1.2,1.2,0.12,-0.2,-0.2
507,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
508,8,1,12.5,1.32,0.16,0.00,0.00,19.7,0.5,0.5,0.06,-0.5,-0.5
509,19,3,15.8,0.63,0.10,0.00,0.00,11.0,1.4,1.4,0.07,-1.4,-1.4
510,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
511,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
512,40,14,35.0,1.88,0.66,0.05,0.14,19.1,3.1,3.1,0.08,-1.1,-1.1
513,2,2,100.0,0.19,0.19,0.50,0.50,9.5,0.2,0.2,0.10,+0.8,+0.8
514,69,26,37.7,2.43,0.92,0.06,0.15,22.0,9.4,5.5,0.08,-1.4,-1.5
515,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
516,2,1,50.0,10.00,5.00,0.00,0.00,17.8,0.1,0.1,0.04,-0.1,-0.1
517,18,3,16.7,0.55,0.09,0.06,0.33,11.3,1.5,1.5,0.08,-0.5,-0.5
518,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
519,11,2,18.2,0.85,0.15,0.09,0.50,18.3,1.0,1.0,0.09,0.0,0.0
520,3,0,0.0,0.56,0.00,0.00,,11.7,0.3,0.3,0.11,-0.3,-0.3
521,59,26,44.1,2.50,1.10,0.10,0.23,14.1,9.0,8.2,0.14,-2.0,-2.2
522,57,17,29.8,2.98,0.89,0.02,0.06,15.7,5.2,5.2,0.09,-4.2,-4.2
523,7,2,28.6,3.03,0.87,0.00,0.00,14.6,0.7,0.7,0.10,-0.7,-0.7
524,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
525,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
526,74,25,33.8,3.03,1.02,0.11,0.32,19.2,6.4,5.6,0.08,+2.6,+2.4
527,12,4,33.3,1.43,0.48,0.00,0.00,16.6,1.2,1.2,0.10,-1.2,-1.2
528,3,1,33.3,1.86,0.62,0.00,0.00,21.0,0.2,0.2,0.05,-0.2,-0.2
529,17,6,35.3,0.59,0.21,0.06,0.17,19.8,1.5,1.5,0.09,-0.5,-0.5
530,2,0,0.0,1.03,0.00,0.00,,11.2,0.1,0.1,0.05,-0.1,-0.1
531,31,7,22.6,1.41,0.32,0.13,0.57,16.6,2.7,2.7,0.09,+1.3,+1.3
532,21,7,33.3,0.73,0.24,0.00,0.00,26.1,0.6,0.6,0.03,-0.6,-0.6
533,12,4,33.3,0.55,0.18,0.17,0.50,13.0,1.0,1.0,0.09,+1.0,+1.0
534,1,0,0.0,0.41,0.00,0.00,,15.3,0.0,0.0,0.02,0.0,0.0
535,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
536,43,13,30.2,1.33,0.40,0.00,0.00,20.0,2.3,2.3,0.05,-2.3,-2.3
537,3,2,66.7,1.19,0.79,0.33,0.50,19.9,0.2,0.2,0.05,+0.8,+0.8
538,28,8,28.6,2.48,0.71,0.04,0.13,17.7,1.7,1.7,0.06,-0.7,-0.7
539,4,0,0.0,0.19,0.00,0.00,,9.7,0.3,0.3,0.08,-0.3,-0.3
540,22,8,36.4,1.19,0.43,0.05,0.13,23.6,1.5,1.5,0.07,-0.5,-0.5
541,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
542,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
543,8,4,50.0,2.99,1.49,0.13,0.25,20.2,0.8,0.8,0.10,+0.2,+0.2
544,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
545,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
546,28,7,25.0,1.58,0.39,0.00,0.00,22.6,1.5,1.5,0.05,-1.5,-1.5
547,2,0,0.0,2.02,0.00,0.00,,18.7,0.1,0.1,0.07,-0.1,-0.1
548,17,4,23.5,1.17,0.28,0.06,0.25,16.9,1.0,1.0,0.06,0.0,0.0
549,18,6,33.3,3.21,1.07,0.00,0.00,25.1,0.8,0.8,0.04,-0.8,-0.8
550,28,8,28.6,1.22,0.35,0.11,0.38,23.0,1.3,1.3,0.05,+1.7,+1.7
551,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
552,4,0,0.0,0.27,0.00,0.00,,22.5,0.2,0.2,0.05,-0.2,-0.2
553,9,2,22.2,0.55,0.12,0.11,0.50,20.0,0.8,0.8,0.09,+0.2,+0.2
554,20,4,20.0,0.78,0.16,0.05,0.25,25.6,1.1,1.1,0.05,-0.1,-0.1
555,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
556,6,0,0.0,0.29,0.00,0.00,,22.7,0.3,0.3,0.05,-0.3,-0.3
557,10,2,20.0,0.34,0.07,0.10,0.50,9.9,1.7,1.7,0.17,-0.7,-0.7
558,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
559,37,10,27.0,2.45,0.66,0.11,0.40,17.2,3.6,3.6,0.10,+0.4,+0.4
560,65,19,29.2,2.20,0.64,0.12,0.42,19.9,4.8,4.8,0.07,+3.2,+3.2
561,11,3,27.3,0.55,0.15,0.09,0.33,11.9,1.3,1.3,0.12,-0.3,-0.3
562,34,8,23.5,2.75,0.65,0.09,0.38,17.6,2.8,2.8,0.08,+0.2,+0.2
563,9,3,33.3,0.41,0.14,0.22,0.67,17.1,0.7,0.7,0.08,+1.3,+1.3
564,17,7,41.2,0.93,0.38,0.12,0.29,13.0,1.9,1.9,0.11,+0.1,+0.1
565,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
566,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
567,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
568,3,0,0.0,5.63,0.00,0.00,,19.3,0.2,0.2,0.06,-0.2,-0.2
569,0,0,,0.00,0.00,,,,0.0,0.0,,0.0,0.0
570,12,4,33.3,0.39,0.13,0.00,0.00,24.0,0.4,0.4,0.03,-0.4,-0.4
571,7,1,14.3,0.47,0.07,0.14,1.00,13.4,0.5,0.5,0.08,+0.5,+0.5
572,13,3,23.1,0.72,0.17,0.15,0.67,8.3,1.2,1.2,0.09,+0.8,+0.8
573,3,0,0.0,0.30,0.00,0.00,,16.6,0.1,0.1,0.04,-0.1,-0.1
574,1,0,0.0,0.46,0.00,0.00,,12.8,0.1,0.1,0.10,-0.1,-0.1
575,5,2,40.0,2.47,0.99,0.20,0.50,23.6,0.3,0.3,0.06,+0.7,+0.7
