Rk,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90
1678,25.24,38.36,65.8,695.97,517.24,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0
1679,inf,inf,100.0,inf,inf,0.0,0.0,0.0,,inf,,,
1680,17.66,23.35,75.6,286.44,56.03,1.4,1.3,-0.4,0.84,2.01,0.29,0.08,2.8
1681,40.28,48.61,82.9,575.83,102.78,0.5,0.5,0.5,1.67,3.61,1.94,0.83,3.06
1682,21.43,27.86,76.9,448.57,157.14,0.1,0.1,-0.1,2.14,2.86,0.0,0.0,4.29
1683,65.04,73.68,88.3,941.95,316.99,1.8,2.4,1.2,1.13,6.92,1.28,0.23,7.74
1684,39.59,53.21,74.4,677.07,241.75,1.1,0.9,-1.1,0.53,5.33,0.57,0.08,6.79
1685,32.62,45.04,72.4,470.28,216.38,1.3,1.0,-0.3,0.99,2.13,1.13,0.71,2.55
1686,46.88,57.5,81.5,752.29,233.33,0.2,0.3,0.8,0.62,3.75,1.25,0.62,5.0
1687,28.37,44.93,63.1,505.81,237.71,1.9,3.9,0.1,0.88,2.82,1.32,0.88,3.7
1688,95.0,100.0,95.0,1295.0,425.0,0.6,0.5,0.4,5.0,20.0,5.0,5.0,10.0
1689,84.0,92.0,91.3,1206.0,374.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0
1690,33.38,40.21,83.0,502.54,99.62,5.7,5.2,1.3,1.67,3.04,1.83,0.04,5.08
1691,20.0,31.76,63.0,401.76,70.59,0.2,0.2,-0.2,1.18,0.59,0.59,0.59,0.59
1692,14.69,26.25,56.0,311.25,161.88,0.0,0.0,0.0,0.0,0.94,0.0,0.0,1.25
1693,49.88,57.06,87.4,986.73,352.08,1.0,1.5,1.0,0.29,5.06,0.45,0.12,5.35
1694,140.0,170.0,82.4,2570.0,525.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,25.0
1695,23.44,35.09,66.8,360.23,111.19,4.6,5.6,1.4,1.47,1.47,1.65,0.18,4.04
1696,inf,inf,100.0,inf,,0.0,0.0,0.0,,,,,
1697,13.53,20.29,66.7,197.35,30.59,0.4,0.1,0.6,0.88,0.29,0.0,0.0,1.18
1698,60.0,70.0,85.7,620.0,160.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,10.0
1699,17.92,26.24,68.3,263.37,72.08,2.9,2.1,0.1,1.39,1.49,1.24,0.15,2.52
1700,,,,,,0.0,0.0,0.0,,,,,
1701,17.04,28.73,59.3,205.42,52.54,2.0,2.0,1.0,0.85,1.9,0.35,0.07,2.11
1702,inf,inf,83.3,inf,inf,0.0,0.0,0.0,,,,,inf
1703,29.19,36.73,79.5,539.13,175.5,4.6,4.9,-0.6,1.32,3.72,1.56,0.42,5.68
1704,29.78,40.43,73.7,601.96,278.26,0.2,0.2,-0.2,0.65,2.17,0.65,0.0,2.17
1705,31.18,40.69,76.6,536.01,153.92,3.9,3.2,3.1,1.42,1.81,0.97,0.38,3.19
1706,27.23,39.44,69.0,465.92,156.85,8.8,8.2,-2.8,2.15,2.24,1.68,0.62,3.55
1707,25.02,31.04,80.6,373.32,95.36,0.8,0.5,0.2,0.52,2.99,0.43,0.0,3.03
1708,60.36,69.93,86.3,1069.4,395.83,1.8,2.6,1.2,0.83,6.79,1.03,0.23,7.25
1709,36.24,47.3,76.6,640.43,259.43,0.3,0.7,-0.3,0.43,3.19,0.28,0.14,3.48
1710,27.15,35.58,76.3,425.94,101.45,1.1,1.5,0.9,1.33,2.06,0.85,0.18,2.79
1711,65.07,71.41,91.1,1050.0,320.14,0.0,0.1,0.0,0.14,3.66,0.14,0.0,4.08
1712,30.0,35.0,85.7,475.62,258.12,0.0,0.0,0.0,0.0,1.25,0.62,0.0,0.62
1713,20.67,25.33,81.6,294.67,95.33,0.4,0.5,-0.4,1.33,4.0,0.67,0.0,4.0
1714,34.17,41.67,82.0,452.5,78.33,0.5,0.2,-0.5,3.33,3.33,2.5,0.0,4.17
1715,26.24,32.72,80.2,424.08,97.52,0.5,1.0,-0.5,0.88,2.72,0.8,0.0,3.04
1716,30.98,37.8,81.9,465.04,132.76,1.2,0.9,-0.2,0.89,3.58,0.57,0.0,3.98
1717,35.0,35.0,100.0,490.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,62.08,67.96,91.3,1205.61,276.79,1.7,2.3,1.3,1.54,6.47,0.72,0.18,6.02
1719,19.7,26.67,73.9,290.61,73.43,1.8,1.6,-0.8,1.31,2.02,0.91,0.2,2.73
1720,29.32,40.23,72.9,497.95,247.5,0.0,0.0,0.0,0.23,2.73,0.23,0.23,2.05
1721,61.0,74.0,82.4,1029.0,237.33,0.4,0.5,0.6,1.0,3.67,0.67,0.33,7.0
1722,40.0,60.0,66.7,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723,35.15,46.42,75.7,555.56,157.09,4.2,4.4,1.8,1.49,4.07,1.12,0.19,4.78
1724,30.54,42.97,71.1,578.51,228.04,0.1,0.2,-0.1,0.27,3.04,0.34,0.14,3.18
1725,20.0,20.0,100.0,260.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
1726,,,,,,0.0,0.0,0.0,,,,,
1727,45.87,53.04,86.5,888.26,217.61,0.4,0.2,-0.4,0.43,3.26,0.43,0.43,2.61
1728,40.25,59.24,67.9,676.08,259.11,1.9,3.0,-0.9,2.03,3.29,2.28,1.65,4.3
1729,62.88,66.75,94.2,858.43,255.24,0.9,0.7,-0.9,0.58,3.3,0.52,0.05,4.4
1730,41.93,52.79,79.4,808.79,304.93,0.1,0.3,-0.1,0.14,4.0,0.29,0.07,4.36
1731,49.32,55.81,88.4,812.39,226.32,1.1,1.7,-0.1,0.77,5.81,1.03,0.17,7.18
1732,26.57,34.23,77.6,521.39,201.64,0.3,0.6,-0.3,0.22,2.26,0.18,0.0,1.97
1733,42.9,52.03,82.5,864.49,288.99,0.4,0.5,0.6,0.43,4.93,0.58,0.0,3.62
1734,22.13,31.07,71.2,480.67,156.4,0.0,0.0,0.0,0.0,2.0,0.13,0.0,2.0
1735,24.97,29.68,84.1,599.25,347.6,0.1,0.0,-0.1,0.03,0.03,0.0,0.0,0.0
1736,38.99,51.2,76.2,617.68,173.99,1.9,2.8,1.1,0.72,4.42,0.98,0.11,5.91
1737,46.15,59.62,77.4,886.67,322.44,1.1,1.2,-0.1,1.54,6.15,1.15,0.77,5.9
1738,43.01,58.81,73.1,819.79,347.41,1.3,1.9,-0.3,1.26,5.03,1.96,0.56,6.85
1739,20.94,28.8,72.7,330.0,94.27,1.3,1.2,-1.3,1.28,2.05,1.03,0.43,2.48
1740,61.38,76.15,80.6,1051.23,424.15,0.6,0.9,-0.6,0.62,3.85,0.31,0.0,5.08
1741,50.0,50.0,100.0,1000.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,39.22,47.53,82.5,964.68,599.35,0.0,0.0,0.0,0.0,0.26,0.13,0.0,0.13
1743,58.89,66.67,88.3,881.11,334.44,0.0,0.0,0.0,0.0,3.33,0.0,0.0,1.11
1744,10.0,10.0,100.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,14.92,26.62,56.1,218.0,66.0,0.8,0.8,0.2,1.54,1.08,1.69,0.62,2.15
1746,10.0,21.43,46.7,107.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,15.41,22.16,69.5,232.53,60.93,2.4,1.0,1.6,1.08,1.55,0.67,0.05,2.63
1748,48.06,56.77,84.7,980.47,335.56,0.7,0.9,-0.7,0.29,2.62,0.0,0.0,2.9
1749,32.91,39.93,82.4,491.04,120.52,1.7,1.4,1.3,0.9,1.94,0.9,0.15,3.96
1750,21.08,26.47,79.6,299.9,43.92,2.6,0.7,-1.6,1.47,0.78,0.78,0.0,2.16
1751,27.33,42.67,64.1,859.0,649.83,0.0,0.1,0.0,0.0,1.25,0.0,0.0,0.0
1752,54.0,59.82,90.3,1012.18,355.64,0.0,0.0,0.0,0.0,2.36,0.0,0.0,2.73
1753,43.02,54.17,79.4,821.02,238.17,1.7,2.1,-0.7,1.23,5.96,0.43,0.26,5.15
1754,49.72,58.47,85.0,711.12,167.55,3.9,5.3,0.1,1.33,3.9,1.24,0.16,5.1
1755,57.21,68.02,84.1,886.28,290.23,1.8,1.7,0.2,1.86,5.35,1.98,0.7,8.02
1756,26.67,43.33,61.5,290.0,56.67,0.0,0.0,0.0,0.0,3.33,0.0,0.0,3.33
1757,12.65,20.0,63.2,134.41,17.35,0.1,0.1,-0.1,0.59,0.88,0.29,0.0,0.88
1758,90.68,97.67,92.8,1532.01,600.18,0.4,0.5,0.6,0.37,5.89,0.09,0.0,5.98
1759,30.0,34.0,88.2,602.0,234.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
1760,33.19,41.63,79.7,690.44,246.15,0.0,0.2,0.0,0.0,1.11,0.3,0.07,1.7
1761,27.49,37.66,73.0,407.4,116.6,4.9,4.3,1.1,1.45,2.26,1.53,0.13,4.13
1762,29.91,40.18,74.4,488.62,182.94,0.6,0.8,0.4,0.37,1.28,0.64,0.18,2.39
1763,16.67,16.67,100.0,396.67,286.67,0.0,0.2,0.0,3.33,3.33,0.0,0.0,0.0
1764,44.38,59.07,75.1,725.68,351.71,3.9,6.2,-1.9,1.44,5.08,1.65,0.51,5.11
1765,38.1,46.66,81.7,755.51,287.35,1.2,0.8,-0.2,0.36,2.17,0.15,0.0,2.5
1766,14.19,20.47,69.3,201.86,25.35,0.3,0.1,-0.3,1.16,0.23,0.23,0.23,0.47
1767,70.0,80.0,87.5,1230.0,337.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.5
1768,34.66,47.48,73.0,586.03,176.79,4.1,4.5,0.9,3.44,3.13,2.21,0.69,5.73
1769,44.32,56.6,78.3,760.58,363.93,1.9,2.4,-0.9,1.12,3.11,1.55,0.44,5.0
1770,45.0,50.0,90.0,825.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771,20.5,27.0,75.9,495.0,336.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1772,27.97,36.5,76.6,472.76,118.13,1.1,1.2,-0.1,1.95,2.52,0.98,0.16,3.5
1773,29.67,37.67,78.8,525.0,175.67,0.0,0.1,0.0,0.67,1.67,0.67,0.67,2.67
1774,33.06,45.7,72.3,522.13,222.67,2.8,2.4,0.2,0.67,2.08,0.81,0.34,2.64
1775,30.85,39.39,78.3,376.36,90.06,2.7,3.6,1.3,1.52,1.39,2.06,0.3,3.88
1776,10.0,20.0,50.0,195.0,60.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5
1777,17.91,24.42,73.3,280.7,67.44,0.1,0.2,-0.1,0.7,2.33,0.47,0.23,3.49
1778,24.49,32.18,76.1,535.64,202.69,0.3,0.3,-0.3,0.26,2.05,0.13,0.0,2.44
1779,61.84,72.99,84.7,937.48,282.18,4.2,6.7,-0.2,1.28,4.57,1.41,0.85,5.26
1780,47.02,54.34,86.5,713.11,185.37,4.5,4.3,3.5,1.29,4.76,1.49,0.03,6.21
1781,20.0,30.0,66.7,290.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1782,35.22,44.06,79.9,472.9,131.59,0.8,0.8,-0.8,0.58,2.17,0.43,0.0,3.33
1783,77.23,88.78,87.0,1254.1,383.88,5.5,4.8,0.5,2.93,8.62,2.23,0.21,10.43
1784,20.0,30.0,66.7,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,12.63,17.83,70.8,170.23,25.53,3.2,1.1,-1.2,1.01,0.65,0.55,0.0,1.24
1786,10.72,16.62,64.5,161.44,31.44,2.4,1.3,-0.4,1.04,0.9,0.45,0.14,1.13
1787,19.57,25.0,78.3,311.14,60.14,1.3,1.4,-0.3,0.71,1.43,1.14,0.14,3.0
1788,38.11,52.56,72.5,648.19,235.42,2.6,3.2,0.4,1.1,2.56,1.59,1.1,3.61
1789,29.05,36.75,79.0,392.35,93.4,2.7,2.7,0.3,1.35,2.2,1.3,0.1,4.35
1790,46.46,63.3,73.4,713.35,259.51,2.9,2.2,0.1,0.92,2.33,1.46,0.58,3.3
1791,35.76,46.02,77.7,552.38,139.22,2.5,2.4,1.5,1.65,2.9,0.69,0.13,4.16
1792,39.3,51.25,76.7,730.75,206.1,2.3,2.5,0.7,1.05,4.75,0.75,0.25,4.95
1793,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1794,49.2,61.17,80.4,849.2,394.05,0.4,0.3,1.6,0.31,2.88,0.43,0.06,2.88
1795,37.69,48.89,77.1,783.62,290.2,0.2,0.4,-0.2,0.2,2.56,0.35,0.05,2.61
1796,32.81,43.37,75.6,516.85,223.15,1.4,0.9,0.6,1.01,2.47,1.01,0.11,3.15
1797,21.16,34.38,61.6,771.38,639.92,0.0,0.2,1.0,0.03,1.32,0.03,0.0,0.0
1798,23.33,35.0,66.7,226.67,75.83,0.2,0.3,-0.2,1.67,1.67,1.67,0.0,3.33
1799,inf,inf,80.0,inf,inf,0.0,0.0,0.0,,,,,inf
1800,12.59,18.11,69.5,176.13,32.97,1.7,1.6,1.3,0.71,0.8,0.33,0.09,0.94
1801,24.67,36.0,68.5,356.67,84.0,0.3,0.2,-0.3,1.0,1.33,1.0,0.0,4.0
1802,35.52,44.42,79.9,628.67,228.24,1.6,1.8,0.4,0.97,2.12,1.39,0.55,3.33
1803,37.22,47.13,79.0,562.26,139.3,1.1,1.0,-1.1,0.96,0.87,1.13,0.17,2.09
1804,31.67,40.69,77.8,520.85,138.17,5.3,4.6,0.7,2.15,3.33,1.75,0.24,6.3
1805,10.0,35.0,28.6,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1806,61.67,72.5,85.1,876.67,293.33,0.1,0.1,-0.1,0.83,2.5,0.0,0.0,5.0
1807,22.39,30.45,73.5,341.19,70.3,0.6,0.4,1.4,0.75,1.64,0.6,0.0,3.13
1808,37.37,45.2,82.7,592.79,165.31,2.0,2.0,0.0,0.89,4.13,0.78,0.17,5.81
1809,50.43,61.51,82.0,866.56,206.45,0.4,0.8,-0.4,1.18,6.34,1.08,0.32,6.24
1810,15.22,23.62,64.4,201.38,37.7,2.8,1.6,1.2,0.69,0.85,0.35,0.0,1.76
1811,42.51,48.13,88.3,805.58,239.65,0.0,0.2,0.0,0.03,1.32,0.0,0.0,2.25
1812,45.84,53.58,85.6,838.98,286.57,0.3,0.5,0.7,0.36,2.34,0.22,0.15,2.63
1813,27.41,36.67,74.8,480.79,82.02,3.0,3.1,0.0,1.49,1.27,0.92,0.48,2.5
1814,12.46,17.1,72.9,157.54,27.68,0.2,0.5,-0.2,0.72,0.87,0.29,0.14,1.3
1815,15.07,18.55,81.3,191.74,47.1,0.3,0.7,-0.3,1.01,0.87,0.87,0.0,2.17
1816,14.31,23.05,62.1,199.39,37.06,2.1,1.4,-0.1,1.07,1.37,0.46,0.15,1.27
1817,31.4,38.42,81.7,423.51,128.95,0.3,0.4,-0.3,1.05,2.98,1.05,0.35,3.68
1818,33.9,40.49,83.7,528.86,161.22,0.6,1.1,-0.6,0.89,3.41,0.41,0.0,4.8
1819,48.0,55.0,87.3,781.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,17.78,24.44,72.7,222.22,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1821,22.0,32.34,68.0,321.03,105.89,4.1,3.2,-2.1,1.83,1.37,1.26,0.23,2.57
1822,14.5,22.5,64.4,246.0,109.5,0.1,0.2,-0.1,1.0,0.5,2.5,1.5,3.5
1823,55.23,65.68,84.1,893.75,258.52,0.1,0.4,-0.1,0.34,2.27,0.45,0.11,3.64
1824,15.88,22.75,69.8,204.31,16.67,0.3,0.5,-0.3,1.18,0.78,0.0,0.0,0.2
1825,33.08,43.08,76.8,498.72,121.03,0.0,0.1,0.0,0.26,2.56,0.0,0.0,3.33
1826,33.65,43.57,77.2,659.13,209.6,0.1,0.2,-0.1,0.16,2.22,0.32,0.24,2.46
1827,32.47,43.59,74.5,1028.47,697.38,0.0,0.1,0.0,0.03,0.74,0.03,0.0,0.0
1828,15.0,25.0,60.0,265.0,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,5.0
1829,32.72,44.02,74.3,489.29,127.61,8.4,7.9,0.6,2.77,2.83,2.34,0.54,4.46
1830,32.82,41.12,79.8,688.09,261.44,0.3,0.1,-0.3,0.21,1.81,0.21,0.0,2.02
1831,15.77,22.49,70.1,251.7,75.52,1.0,2.2,2.0,0.5,1.74,0.46,0.12,2.78
1832,52.27,62.12,84.1,781.52,206.67,0.4,1.3,-0.4,1.97,5.61,1.52,0.0,6.52
1833,7.68,12.54,61.3,114.01,30.06,2.0,0.9,-1.0,1.02,0.79,0.4,0.0,1.07
1834,40.32,56.16,71.8,720.08,328.72,2.0,0.9,0.0,0.96,2.8,0.88,0.8,3.12
1835,,,,,,0.0,0.0,0.0,,,,,
1836,35.06,45.0,77.9,472.25,179.06,2.4,1.3,1.6,1.31,1.56,0.25,0.0,2.38
1837,35.87,48.11,74.6,655.78,162.82,0.2,0.5,-0.2,0.24,4.13,0.19,0.0,3.88
1838,34.74,43.86,79.2,501.5,128.26,1.4,1.8,1.6,0.82,3.48,0.82,0.24,4.16
1839,inf,inf,100.0,inf,,0.0,0.0,0.0,,,,,
1840,40.4,58.5,69.1,1127.3,837.6,0.2,0.1,-0.2,0.4,1.6,0.1,0.0,0.1
1841,37.78,53.56,70.5,626.89,184.67,1.7,1.4,-0.7,3.33,3.78,2.44,1.11,5.33
1842,36.23,47.1,76.9,741.42,341.0,1.2,0.6,0.8,0.23,3.26,0.35,0.0,2.87
1843,15.87,25.48,62.3,234.71,38.57,2.6,1.8,-0.6,1.31,1.62,0.5,0.08,1.54
1844,170.0,170.0,100.0,2750.0,810.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0
1845,25.98,39.32,66.1,396.14,152.42,5.0,3.4,2.0,2.35,2.42,2.27,0.61,3.94
1846,34.51,40.61,85.0,511.65,130.85,1.2,0.7,0.8,0.85,2.74,0.91,0.24,3.9
1847,31.85,39.59,80.4,426.92,100.36,6.0,5.8,-1.0,2.15,2.15,2.1,0.0,5.13
1848,47.5,69.17,68.7,808.33,290.0,0.6,0.6,-0.6,5.0,4.17,4.17,0.0,10.83
1849,25.27,33.73,74.9,655.91,445.91,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0
1850,7.5,22.5,33.3,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,25.56,33.79,75.6,678.74,479.76,0.0,0.0,0.0,0.0,0.21,0.03,0.0,0.0
1852,15.0,22.27,67.3,227.27,44.55,0.0,0.2,0.0,0.0,0.45,0.0,0.0,0.45
1853,25.84,32.36,79.8,469.75,118.7,0.8,0.8,0.2,0.81,2.98,0.56,0.0,3.48
1854,29.37,42.07,69.8,496.13,194.59,2.0,2.6,0.0,0.99,2.21,1.44,0.68,3.29
1855,31.72,42.55,74.5,495.58,209.45,0.9,1.1,-0.9,0.47,1.68,0.62,0.36,2.01
1856,46.43,57.17,81.2,710.04,258.71,2.7,5.2,0.3,0.81,3.16,0.99,0.29,4.38
1857,59.63,65.85,90.5,999.88,357.39,1.0,0.5,2.0,0.25,3.07,0.12,0.04,3.61
1858,27.02,34.33,78.7,555.22,170.17,0.5,0.3,1.5,0.39,2.92,0.22,0.0,3.48
1859,21.36,28.9,73.9,280.0,65.39,1.7,2.9,0.3,1.04,0.58,1.1,0.26,3.05
1860,45.43,57.0,79.7,765.0,328.86,0.1,0.3,-0.1,0.29,3.0,0.43,0.0,5.29
1861,60.98,66.03,92.3,1003.35,407.11,1.2,0.9,-0.2,0.26,2.42,0.15,0.05,2.84
1862,31.54,36.15,87.2,438.46,76.92,0.1,0.1,-0.1,1.54,2.31,1.54,0.0,3.08
1863,39.17,54.17,72.3,679.17,178.33,0.3,0.3,-0.3,2.5,1.67,2.5,2.5,1.67
1864,28.25,33.57,84.2,446.19,127.38,0.4,0.5,-0.4,0.56,2.14,0.16,0.08,2.86
1865,19.08,26.14,73.0,308.1,70.78,1.3,2.2,-0.3,0.92,1.83,1.05,0.13,3.66
1866,20.92,35.23,59.4,371.92,138.12,2.5,2.5,0.5,1.65,1.81,1.19,0.58,2.92
1867,31.39,39.52,79.4,654.26,258.73,0.6,0.7,-0.6,0.2,2.39,0.32,0.08,2.55
1868,54.81,62.83,87.2,1027.64,280.28,0.1,0.2,-0.1,0.38,3.3,0.47,0.09,3.21
1869,inf,inf,100.0,inf,inf,0.0,0.0,0.0,,,,,
1870,25.29,35.1,72.0,346.1,102.67,3.1,2.4,-2.1,1.95,2.24,1.24,0.52,3.33
1871,41.35,56.95,72.6,720.45,230.0,1.9,2.8,0.1,0.99,3.32,1.66,0.94,4.62
1872,22.75,24.5,92.9,483.5,264.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
1873,61.67,74.17,83.1,948.33,243.33,0.1,0.2,0.9,1.67,6.67,0.0,0.0,7.5
1874,64.37,71.63,89.9,1009.63,269.95,0.5,0.5,-0.5,0.58,4.47,0.32,0.0,5.05
1875,15.88,22.94,69.2,197.65,44.12,0.2,0.2,-0.2,1.18,1.18,0.0,0.0,0.59
1876,25.83,31.22,82.7,373.61,82.94,2.6,2.9,0.4,1.22,2.06,0.83,0.17,3.44
1877,32.25,43.5,74.1,820.75,522.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25
1878,36.03,45.34,79.5,596.21,146.9,0.3,0.6,-0.3,0.34,5.17,0.69,0.34,4.31
1879,inf,inf,50.0,inf,inf,0.0,0.0,0.0,,,,,
1880,76.67,83.33,92.0,950.0,130.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67
1881,23.71,30.56,77.6,355.18,65.89,1.8,1.2,-0.8,1.12,1.27,0.66,0.25,1.83
1882,20.84,25.54,81.6,374.94,84.94,0.1,0.1,-0.1,0.24,1.2,0.12,0.0,2.65
1883,27.8,36.94,75.3,431.39,186.18,1.0,1.6,2.0,0.75,1.73,1.1,0.64,3.7
1884,16.67,36.67,45.5,275.0,15.0,0.1,0.1,-0.1,1.67,0.0,1.67,1.67,0.0
1885,42.33,48.0,88.2,558.0,99.33,0.6,0.4,-0.6,1.67,0.33,2.0,0.67,1.67
1886,40.0,40.0,100.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1887,21.62,33.12,65.3,634.94,469.47,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0
1888,32.02,42.98,74.5,492.2,118.1,4.4,3.7,4.6,2.26,1.37,1.73,0.71,3.21
1889,38.26,49.39,77.5,581.78,212.55,3.0,3.1,1.0,1.5,1.54,0.93,0.32,3.28
1890,33.07,38.42,86.1,809.12,507.46,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.35
1891,34.56,41.69,82.9,577.28,166.84,1.8,2.6,0.2,1.4,4.34,1.03,0.37,5.44
1892,36.89,48.6,75.9,610.46,251.26,3.2,1.4,-1.2,0.57,2.0,0.77,0.51,3.17
1893,6.5,12.0,54.2,88.0,9.0,0.3,0.6,-0.3,2.0,0.0,0.0,0.0,0.5
1894,10.65,14.52,73.3,115.81,10.0,0.0,0.1,0.0,0.32,0.32,0.32,0.0,0.32
1895,14.72,22.7,64.8,269.12,79.5,1.7,1.6,0.3,1.32,1.57,0.82,0.5,2.77
1896,30.57,41.14,74.3,510.86,125.43,0.8,0.5,-0.8,2.57,2.29,1.43,0.57,3.14
1897,13.2,20.0,66.0,227.6,80.0,0.1,0.2,0.9,0.4,2.0,0.8,0.0,3.6
1898,38.09,47.78,79.7,704.81,260.68,0.1,0.3,-0.1,0.19,1.85,0.31,0.06,2.41
1899,11.39,17.72,64.3,174.56,38.61,0.9,0.2,0.1,1.14,1.01,0.38,0.25,1.39
1900,39.14,44.57,87.8,749.43,207.43,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
1901,16.48,23.39,70.5,247.76,43.09,1.1,1.0,1.9,1.09,1.52,0.36,0.0,2.0
1902,43.88,51.66,84.9,860.28,317.91,0.6,0.5,-0.6,0.15,2.18,0.06,0.0,2.92
1903,30.3,39.07,77.5,765.19,501.37,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0
1904,35.67,45.33,78.7,712.33,238.0,0.6,0.8,0.4,2.67,5.33,0.33,0.0,4.67
1905,35.88,44.58,80.5,502.68,112.48,3.2,2.1,0.8,0.92,2.88,0.59,0.33,2.22
1906,12.92,19.03,67.9,175.22,35.13,2.4,2.2,-0.4,1.15,0.53,0.8,0.09,1.15
1907,14.0,17.92,78.1,194.33,22.25,0.8,0.7,1.2,0.75,0.58,0.42,0.0,1.67
1908,43.1,59.86,72.0,749.03,290.62,2.2,2.0,-0.2,1.1,3.93,1.31,0.28,4.21
1909,32.45,37.35,86.9,417.96,115.71,0.2,0.5,-0.2,0.61,2.86,1.43,0.0,3.88
1910,33.81,40.44,83.6,531.24,128.32,0.9,1.2,1.1,1.24,3.01,0.62,0.0,3.98
1911,12.0,24.0,50.0,162.0,30.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
1912,50.0,80.0,62.5,1030.0,310.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
1913,23.33,30.0,77.8,523.33,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67
1914,inf,inf,100.0,inf,,0.0,0.0,0.0,,,,,
1915,22.03,28.26,77.9,338.04,89.2,3.0,1.4,0.0,1.52,2.25,1.59,0.29,3.77
1916,40.0,55.83,71.6,675.83,185.0,0.0,0.0,0.0,0.83,0.83,0.0,0.0,1.67
1917,39.62,56.94,69.6,768.19,290.38,0.6,1.2,-0.6,1.06,4.19,0.69,0.12,4.56
1918,15.77,22.68,69.5,204.56,43.02,2.2,1.0,1.8,1.74,1.21,0.87,0.27,1.74
1919,20.16,28.12,71.7,263.59,61.72,0.9,0.9,0.1,1.41,1.41,0.78,0.0,2.34
1920,26.23,33.92,77.3,420.0,92.35,3.8,5.2,-1.8,1.42,1.47,1.52,0.25,3.63
1921,33.27,40.6,81.9,827.07,585.23,0.0,0.0,0.0,0.0,0.43,0.03,0.0,0.03
1922,10.0,30.0,33.3,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,43.5,53.0,82.1,538.5,139.5,0.1,0.2,-0.1,1.5,3.0,0.5,0.0,4.0
1924,51.1,60.68,84.2,692.33,107.26,1.1,1.5,0.9,1.23,3.15,2.19,0.27,4.66
1925,15.02,21.72,69.2,210.57,44.93,6.0,4.5,2.0,1.45,1.01,1.15,0.0,2.38
1926,41.9,52.57,79.7,854.69,347.17,0.8,1.0,-0.8,0.32,3.12,0.06,0.0,3.41
1927,42.44,53.27,79.7,666.79,204.7,2.0,2.6,-1.0,1.79,3.1,1.55,0.71,4.17
1928,75.0,90.0,83.3,1045.0,280.0,0.0,0.0,0.0,5.0,5.0,10.0,0.0,10.0
1929,10.92,17.5,62.4,142.37,19.87,0.6,0.4,-0.6,0.66,1.05,0.13,0.0,0.92
1930,45.87,52.23,87.8,952.07,333.88,0.2,0.1,-0.2,0.33,1.57,0.0,0.0,2.07
1931,20.25,32.79,61.8,679.54,562.04,0.4,0.0,-0.4,0.08,0.67,0.0,0.0,0.0
1932,18.0,28.67,62.8,278.0,70.0,0.1,0.0,0.9,1.33,2.0,0.67,0.0,5.33
