Rk,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90
2130,12.02,18.42,65.2,160.03,25.53,1.9,2.2,-0.9,0.53,0.7,0.32,0.0,1.32
2131,42.57,51.14,83.2,805.21,268.43,1.0,0.8,-1.0,0.14,2.71,0.18,0.0,2.18
2132,25.85,32.26,80.1,383.4,81.51,0.2,0.5,-0.2,0.94,0.57,1.13,0.19,1.89
2133,28.0,42.0,66.7,698.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,39.28,47.06,83.5,670.72,251.72,0.0,0.1,0.0,0.05,1.49,0.05,0.0,2.58
2135,50.0,60.0,83.3,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,25.4,36.34,69.9,412.07,126.48,4.0,4.1,0.0,1.69,2.21,1.78,0.14,5.4
2137,29.43,37.71,78.0,508.29,156.29,0.2,0.1,-0.2,0.29,2.0,0.29,0.0,3.14
2138,45.0,58.33,77.1,708.33,188.33,0.0,0.1,0.0,1.67,8.33,3.33,0.0,8.33
2139,21.67,33.33,65.0,273.33,3.33,0.1,0.0,-0.1,1.67,0.0,0.0,0.0,0.0
2140,37.94,49.31,76.9,634.47,201.6,6.6,6.0,0.4,2.71,2.86,2.9,0.88,6.26
2141,13.0,22.4,58.0,174.4,48.2,0.6,0.5,0.4,0.6,1.0,0.4,0.2,2.6
2142,40.72,48.19,84.5,629.96,158.47,2.7,1.9,-0.7,1.41,3.37,1.2,0.12,6.18
2143,44.22,52.29,84.6,977.07,354.94,0.4,0.6,-0.4,0.31,3.32,0.14,0.0,3.74
2144,20.6,26.78,76.9,530.87,324.56,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0
2145,52.65,69.07,76.2,800.0,306.68,7.2,6.0,-0.2,1.49,3.94,1.4,0.29,5.66
2146,15.45,20.91,73.9,205.45,104.55,0.2,0.3,-0.2,1.82,0.91,1.82,0.0,2.73
2147,17.58,23.33,75.3,243.03,58.94,3.5,2.2,1.5,1.21,0.98,0.68,0.15,2.42
2148,63.88,77.69,82.2,1046.68,389.51,2.1,1.9,-0.1,0.82,5.37,0.78,0.26,4.59
2149,15.33,21.41,71.6,189.04,46.07,1.0,2.3,1.0,0.96,0.59,0.37,0.15,1.19
2150,55.0,55.0,100.0,710.0,75.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
2151,41.02,55.37,74.1,673.7,271.2,0.6,0.8,-0.6,1.2,3.33,1.39,0.74,4.07
2152,41.43,50.37,82.2,640.19,167.58,0.5,1.0,-0.5,0.62,4.29,0.62,0.12,5.4
2153,25.57,34.47,74.2,451.0,127.58,0.8,1.2,0.2,0.64,2.69,0.64,0.18,3.01
2154,9.36,17.02,55.0,144.82,33.69,2.4,1.2,-1.4,0.99,0.85,0.57,0.0,1.84
2155,44.0,47.0,93.6,941.0,265.0,0.2,0.0,-0.2,3.0,5.0,0.0,0.0,5.0
2156,33.7,41.3,81.6,526.3,123.95,2.8,2.2,2.2,0.88,3.11,0.71,0.08,4.03
2157,27.83,34.07,81.7,741.1,503.17,0.0,0.0,0.0,0.0,0.3,0.03,0.0,0.1
2158,32.82,45.84,71.6,517.46,191.77,1.5,1.2,1.5,1.0,1.87,0.53,0.48,1.72
2159,78.0,84.0,92.9,1192.0,418.0,0.1,0.1,-0.1,2.0,8.0,2.0,0.0,16.0
2160,19.01,26.42,72.0,278.52,68.27,0.6,0.6,1.4,1.23,1.6,0.99,0.37,2.72
2161,23.21,33.21,69.9,348.57,124.64,0.3,0.2,-0.3,1.07,2.14,1.43,0.36,2.86
2162,28.79,37.16,77.5,409.34,87.96,4.8,4.5,3.2,1.52,1.45,1.49,0.62,3.01
2163,16.19,29.05,55.7,204.76,31.9,0.1,0.1,-0.1,0.48,1.43,0.48,0.0,1.43
2164,78.64,88.79,88.6,1414.55,469.62,0.1,0.2,-0.1,0.23,5.23,0.08,0.0,5.08
2165,10.0,10.0,100.0,130.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2166,33.76,41.05,82.2,507.12,125.12,4.1,4.0,-1.1,0.88,3.49,0.78,0.34,4.07
2167,35.38,43.52,81.3,634.4,175.93,0.3,0.3,0.7,0.66,3.3,0.44,0.0,4.07
2168,13.57,21.19,64.0,199.52,47.38,0.2,0.3,-0.2,0.71,0.95,0.71,0.48,1.67
2169,20.0,30.51,65.5,334.36,119.23,0.6,0.7,-0.6,1.79,2.31,1.28,1.03,3.08
2170,28.73,31.27,91.9,578.57,161.75,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.79
2171,28.0,34.0,82.4,605.5,291.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,24.14,31.71,76.1,785.0,561.86,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0
2173,26.79,37.61,71.2,420.37,123.13,0.8,1.1,-0.8,1.12,3.06,0.45,0.07,3.43
2174,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2175,40.57,47.5,85.4,787.58,301.23,2.0,0.8,0.0,0.33,2.5,0.08,0.0,3.28
2176,53.33,76.67,69.6,676.67,60.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33
2177,20.42,34.69,58.8,785.19,655.03,0.2,0.1,-0.2,0.11,1.39,0.03,0.0,0.0
2178,24.67,33.33,74.0,356.67,52.67,0.2,0.1,-0.2,1.33,1.33,0.0,0.0,1.33
2179,51.96,69.3,75.0,1012.91,309.37,3.0,4.1,-2.0,3.1,7.03,1.65,1.01,8.04
2180,30.03,37.88,79.3,558.85,153.03,0.5,0.7,-0.5,0.48,3.12,0.3,0.09,3.67
2181,11.73,19.65,59.7,188.73,73.7,5.7,2.4,-0.7,1.5,1.5,0.92,0.12,2.43
2182,31.63,45.58,69.4,432.79,113.49,0.5,0.4,0.5,0.47,1.86,1.16,0.7,1.16
2183,25.67,34.33,74.8,393.63,93.13,2.6,3.0,0.4,1.59,0.9,1.24,0.2,2.69
2184,9.45,16.76,56.4,113.97,21.72,1.7,1.4,-0.7,0.48,0.45,0.31,0.03,0.97
2185,19.24,25.13,76.6,231.08,38.04,2.4,1.6,-1.4,0.95,1.14,0.57,0.0,1.84
2186,48.43,54.43,89.0,1061.04,391.5,0.1,0.4,-0.1,0.14,3.68,0.11,0.0,2.89
2187,21.83,31.33,69.7,550.5,403.33,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.33
2188,20.0,25.59,78.1,314.58,37.97,0.4,0.5,-0.4,0.17,1.19,0.34,0.0,1.36
2189,27.05,33.89,79.8,394.84,90.84,1.0,1.4,0.0,1.05,2.32,0.53,0.0,2.95
2190,49.87,59.48,83.8,1019.69,379.43,0.4,0.7,0.6,0.31,4.15,0.48,0.09,4.32
2191,28.68,40.75,70.4,546.23,200.38,0.5,1.0,-0.5,0.75,3.21,0.75,0.0,3.96
2192,40.0,50.0,80.0,524.0,152.0,0.0,0.1,0.0,0.0,4.0,0.0,0.0,6.0
2193,34.34,45.59,75.3,577.96,157.7,5.7,5.0,3.3,2.7,2.57,2.11,0.53,3.75
2194,40.0,50.0,80.0,703.75,266.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
2195,22.44,29.92,75.0,286.49,64.81,1.2,0.8,-1.2,0.92,1.22,0.38,0.23,1.68
2196,22.18,29.44,75.3,304.52,80.75,2.3,2.8,-0.3,0.91,1.35,1.19,0.04,2.58
2197,29.83,40.28,74.0,528.18,91.76,4.0,3.0,-1.0,2.05,2.16,0.85,0.28,3.07
2198,35.0,44.71,78.3,549.0,177.57,0.6,0.6,-0.6,0.86,2.14,0.71,0.43,2.71
2199,12.65,20.26,62.4,163.25,30.0,0.6,0.8,0.4,0.66,0.93,0.4,0.0,1.46
2200,51.51,70.86,72.7,922.04,337.63,7.3,10.7,0.7,2.24,3.03,2.04,1.12,4.31
2201,28.14,34.92,80.6,602.88,364.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,25.0,33.38,74.9,615.34,440.88,0.0,0.1,0.0,0.0,0.94,0.0,0.0,0.06
2203,56.53,63.47,89.1,1131.26,416.11,0.0,0.1,0.0,0.0,4.67,0.06,0.0,3.89
2204,15.5,28.12,55.1,276.62,105.62,1.8,1.7,-1.8,2.25,1.5,0.75,0.38,1.75
2205,30.0,45.62,65.8,451.88,85.62,0.3,0.4,-0.3,1.88,1.88,2.5,0.62,5.0
2206,42.65,50.88,83.8,657.62,155.03,1.1,1.5,0.9,0.95,2.72,1.02,0.14,3.81
2207,53.04,68.26,77.7,797.61,294.78,0.7,0.6,-0.7,1.74,4.35,0.87,0.43,5.87
2208,28.31,42.1,67.2,488.47,211.77,2.8,2.2,1.2,1.61,1.37,1.37,1.05,3.06
2209,23.04,30.82,74.7,324.62,90.57,1.8,1.2,0.2,1.08,1.58,1.08,0.32,2.97
2210,50.32,55.78,90.2,797.89,208.53,3.7,4.1,-0.7,1.6,5.37,1.18,0.19,6.52
2211,28.5,34.5,82.6,733.5,528.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2212,26.95,33.98,79.3,388.47,92.8,1.9,0.7,0.1,1.36,2.29,1.27,0.17,2.71
2213,33.0,44.01,75.0,522.15,177.55,2.4,2.6,0.6,0.84,3.38,0.72,0.08,4.64
2214,26.51,34.56,76.7,735.63,526.84,0.0,0.1,0.0,0.03,0.52,0.0,0.0,0.03
2215,19.59,26.38,74.2,473.79,317.88,0.0,0.0,0.0,0.0,0.09,0.03,0.0,0.0
2216,10.77,16.75,64.3,127.44,16.67,0.7,0.6,1.3,0.45,0.41,0.2,0.0,0.69
2217,33.03,39.72,83.2,450.39,116.35,5.1,3.7,2.9,2.02,2.13,1.12,0.11,3.6
2218,23.67,32.08,73.8,388.42,107.33,0.5,1.3,-0.5,0.59,2.85,0.81,0.23,4.12
2219,45.38,53.85,84.3,680.0,143.85,0.5,0.4,0.5,2.69,1.92,0.77,0.0,4.62
2220,53.55,62.26,86.0,766.45,187.74,0.8,1.1,-0.8,2.26,4.84,2.26,0.65,6.45
2221,44.75,49.92,89.6,793.5,232.67,0.2,0.2,-0.2,0.08,0.83,0.0,0.0,1.42
2222,65.38,73.04,89.5,1209.35,437.33,0.5,0.7,-0.5,0.2,3.36,0.2,0.0,3.32
2223,30.0,40.0,75.0,445.0,175.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0
2224,42.14,49.25,85.6,690.9,164.21,2.3,2.4,-0.3,0.98,3.87,0.9,0.15,4.59
2225,57.01,64.11,88.9,956.48,261.96,5.3,4.8,2.7,1.31,6.7,1.09,0.06,7.77
2226,33.39,40.43,82.6,572.4,186.31,0.4,0.2,0.6,0.26,1.76,0.09,0.0,1.85
2227,35.6,43.4,82.0,620.87,129.6,1.1,1.4,-0.1,0.8,3.4,0.47,0.13,4.8
2228,16.08,23.61,68.1,226.57,57.59,2.1,1.4,1.9,0.9,1.27,0.78,0.06,2.29
2229,23.0,36.38,63.2,397.88,134.5,1.3,2.1,-1.3,1.38,2.88,1.38,0.38,3.75
2230,35.21,53.01,66.4,618.79,306.6,3.8,3.4,3.2,1.38,3.76,1.42,1.13,4.22
2231,58.33,68.57,85.1,1143.93,367.62,0.7,0.3,-0.7,0.71,4.4,0.36,0.0,5.6
2232,41.22,51.71,79.7,756.34,238.05,0.6,0.3,-0.6,0.98,6.1,1.46,0.24,10.0
2233,33.46,43.46,77.0,546.92,127.31,0.0,0.1,0.0,0.0,1.92,0.77,0.0,3.85
2234,31.24,51.97,60.1,1106.94,935.48,0.2,0.4,-0.2,0.12,2.79,0.21,0.06,0.58
2235,19.82,30.76,64.4,325.86,95.76,3.9,4.2,0.1,1.47,0.9,1.37,0.68,2.77
2236,26.67,34.67,76.9,590.0,390.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237,29.47,39.59,74.4,406.0,125.94,3.1,3.7,1.9,1.65,1.47,1.76,0.47,3.12
2238,26.0,31.33,83.0,360.67,76.67,0.3,0.2,-0.3,2.67,1.33,1.33,0.0,4.0
2239,41.22,57.0,72.3,639.11,261.33,0.1,0.5,-0.1,0.67,3.44,0.33,0.33,3.33
2240,50.0,66.43,75.3,685.0,167.14,0.0,0.1,0.0,0.0,3.57,2.14,0.0,5.71
2241,inf,inf,66.7,inf,inf,0.0,0.0,0.0,,inf,,,
2242,60.62,68.12,89.0,864.06,195.31,0.8,0.8,1.2,0.94,5.94,0.31,0.1,5.21
2243,41.77,51.43,81.2,727.17,221.25,2.5,2.2,2.5,1.28,4.34,0.72,0.34,4.83
2244,43.41,54.4,79.8,767.8,260.44,0.2,0.4,0.8,0.77,3.52,0.88,0.22,4.18
2245,66.38,82.29,80.7,1133.3,384.63,5.4,4.4,-3.4,3.3,6.28,1.38,0.64,7.45
2246,41.71,56.58,73.7,752.18,270.8,4.2,3.7,1.8,0.91,3.11,1.27,0.72,3.55
2247,27.85,39.07,71.3,543.93,239.25,1.2,1.0,-0.2,0.37,2.06,0.22,0.12,1.96
2248,45.32,54.23,83.6,778.82,255.0,1.4,1.7,0.6,0.86,5.45,0.77,0.0,5.73
2249,62.86,81.43,77.2,957.14,331.43,0.1,0.5,-0.1,1.43,4.29,7.14,0.0,15.71
2250,19.29,23.57,81.8,232.86,92.14,1.1,0.8,-0.1,1.43,0.0,0.71,0.71,0.71
2251,103.22,112.15,92.0,1756.32,483.62,3.9,6.1,5.1,1.5,11.6,1.87,0.0,11.53
2252,38.38,48.72,78.8,571.11,160.85,1.2,2.2,-1.2,1.28,3.08,2.74,0.51,5.56
2253,31.12,41.31,75.3,531.03,124.49,2.1,1.4,-1.1,1.96,3.64,1.03,0.09,4.86
2254,65.86,73.45,89.7,1052.07,280.34,0.8,0.8,1.2,2.07,5.86,0.0,0.0,3.1
2255,23.81,34.71,68.6,409.66,137.63,4.1,5.2,-0.1,1.65,2.44,0.93,0.38,4.05
2256,43.32,50.83,85.2,739.9,224.88,0.8,0.8,-0.8,0.2,3.56,0.05,0.0,3.17
2257,15.6,23.74,65.7,215.16,43.52,0.2,0.1,0.8,0.44,1.76,0.22,0.0,1.87
2258,75.77,85.77,88.3,1153.73,342.83,1.6,2.8,0.4,1.04,7.79,1.15,0.11,8.29
2259,24.85,35.15,70.7,341.52,78.18,0.2,0.2,-0.2,0.61,0.91,1.21,0.0,2.42
2260,45.49,54.45,83.5,767.56,265.36,1.4,1.8,0.6,0.65,3.86,0.81,0.39,4.12
2261,33.45,38.14,87.7,394.58,71.29,4.0,4.2,1.0,1.74,1.59,1.67,0.15,3.41
2262,22.44,33.57,66.8,382.26,134.75,1.8,1.4,0.2,0.68,1.45,1.04,0.95,1.95
2263,45.05,54.65,82.4,711.39,278.12,0.4,0.9,-0.4,0.59,2.87,1.09,0.79,5.64
2264,20.7,27.46,75.4,317.32,119.3,0.6,0.4,0.4,1.27,2.25,1.69,0.0,3.94
2265,22.26,27.93,79.7,342.8,74.45,2.5,2.1,1.5,1.16,2.2,0.61,0.24,2.32
2266,59.85,65.63,91.2,1021.08,372.01,0.6,0.6,-0.6,0.22,3.06,0.19,0.04,3.25
2267,40.43,47.05,85.9,715.4,267.98,0.4,0.2,0.6,0.1,0.73,0.0,0.0,1.56
2268,38.97,56.55,68.9,649.31,253.79,0.0,0.2,0.0,0.0,1.72,0.34,0.0,2.07
2269,77.1,84.06,91.7,1337.35,522.52,0.4,1.5,-0.4,0.23,6.1,0.45,0.0,5.77
2270,33.0,39.0,84.6,434.0,58.0,0.0,0.1,0.0,0.0,1.0,1.0,0.0,3.0
2271,27.96,30.2,92.6,355.92,68.98,0.1,0.1,-0.1,0.41,1.43,0.41,0.2,2.86
2272,68.94,77.5,89.0,1087.98,264.71,1.3,0.9,-0.3,0.77,7.69,0.77,0.1,6.35
2273,53.05,60.74,87.3,979.79,300.21,0.8,1.2,-0.8,0.95,7.58,1.05,0.11,7.68
2274,43.75,52.5,83.3,598.75,222.5,0.1,0.1,-0.1,2.5,2.5,2.5,1.25,2.5
2275,50.03,59.24,84.5,923.49,290.45,1.2,1.2,3.8,0.8,5.09,0.69,0.1,6.16
2276,40.0,50.0,80.0,460.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,13.61,18.61,73.1,170.83,18.61,0.0,0.0,0.0,0.28,0.83,0.0,0.0,0.56
2278,47.35,53.23,89.0,782.06,256.59,1.4,1.5,-1.4,0.76,3.63,0.63,0.13,4.17
2279,46.67,55.0,84.8,668.33,263.33,0.1,0.1,-0.1,3.33,3.33,3.33,0.0,8.33
2280,10.0,20.0,50.0,140.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2281,41.63,50.23,82.9,740.7,200.7,0.2,0.2,-0.2,0.93,4.65,0.23,0.0,4.65
2282,73.57,83.12,88.5,1225.89,494.91,0.8,1.2,1.2,0.71,5.71,0.45,0.09,6.07
2283,31.31,42.26,74.1,512.74,247.26,0.6,0.6,0.4,0.95,2.5,0.71,0.36,4.52
2284,58.29,66.85,87.2,966.78,233.9,0.5,0.6,1.5,0.68,4.66,0.34,0.0,3.84
2285,70.17,78.03,89.9,1363.6,451.59,0.9,0.7,-0.9,0.48,5.29,0.1,0.0,3.91
2286,35.3,41.55,85.0,689.29,215.24,0.6,0.4,-0.6,0.24,1.31,0.18,0.0,1.96
2287,21.97,29.84,73.6,361.72,90.33,0.4,1.4,-0.4,0.49,1.39,1.07,0.16,2.79
2288,54.15,60.3,89.8,998.6,369.14,1.2,1.0,-1.2,0.17,2.99,0.37,0.07,2.92
2289,40.0,50.0,80.0,890.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2290,70.0,80.0,87.5,1340.0,365.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
2291,42.73,48.18,88.7,826.14,280.0,0.4,0.1,-0.4,0.23,4.09,0.08,0.0,3.48
2292,45.96,57.43,80.0,704.85,250.22,1.8,2.1,2.2,0.88,3.16,1.14,0.85,5.22
2293,64.18,79.7,80.5,1149.25,391.04,1.9,1.8,0.1,1.94,6.64,1.42,0.52,6.72
2294,39.38,51.86,75.9,633.89,256.55,1.3,0.8,-0.3,0.97,3.27,1.24,0.27,4.78
2295,58.5,65.56,89.2,991.95,217.07,1.2,1.5,1.8,1.35,3.98,1.28,0.15,5.86
2296,38.99,46.32,84.2,672.09,203.1,1.3,1.8,2.7,0.43,2.45,0.83,0.11,4.08
2297,49.69,57.6,86.3,761.02,160.41,2.7,2.8,-1.7,0.71,2.35,0.36,0.26,3.27
2298,28.82,39.88,72.3,815.39,600.18,0.1,0.1,-0.1,0.03,1.09,0.03,0.0,0.03
2299,21.36,32.55,65.6,512.08,332.37,0.0,0.0,1.0,0.03,0.24,0.0,0.0,0.03
2300,46.55,56.55,82.3,650.34,213.53,0.5,0.7,0.5,0.34,2.84,0.86,0.09,4.05
2301,14.66,20.91,70.1,201.02,62.33,1.4,1.1,-0.4,0.57,1.19,0.51,0.17,2.05
2302,22.63,36.19,62.5,390.81,172.63,1.9,1.9,-0.9,0.74,2.15,1.3,0.56,3.26
2303,39.82,48.94,81.3,587.39,160.28,1.8,3.0,1.2,1.01,3.58,1.06,0.05,5.09
2304,39.29,50.91,77.2,652.53,238.05,0.4,1.3,0.6,0.45,2.53,0.84,0.39,4.09
2305,,inf,0.0,,,0.0,0.0,0.0,,,,,
2306,10.92,16.0,68.2,152.58,24.5,1.1,0.9,-0.1,0.83,0.67,0.33,0.08,1.08
2307,37.43,48.0,78.0,573.29,154.0,2.8,3.5,-0.8,2.1,1.86,1.67,0.24,3.67
2308,25.0,35.0,71.4,530.0,305.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,10.0
2309,37.78,44.19,85.5,760.43,264.62,0.3,0.4,-0.3,0.26,2.31,0.0,0.0,2.14
2310,17.08,23.72,72.0,250.88,62.48,0.9,1.2,0.1,1.06,1.77,1.06,0.18,2.3
2311,35.79,45.26,79.1,551.84,237.11,0.1,0.1,-0.1,0.26,2.63,0.0,0.0,3.95
2312,35.28,46.67,75.6,521.33,135.86,10.5,11.0,-1.5,2.81,1.2,2.25,0.37,3.89
2313,150.0,160.0,93.8,1920.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2314,30.52,40.0,76.3,474.83,105.52,0.5,1.2,0.5,0.86,1.9,1.21,0.34,3.1
2315,26.13,35.82,73.0,383.9,113.94,11.8,7.5,-1.8,2.34,1.99,2.41,0.21,5.21
2316,13.71,20.86,65.8,214.86,49.43,0.2,0.2,-0.2,1.43,2.0,0.29,0.29,2.0
2317,44.61,56.69,78.7,756.46,272.87,0.5,0.8,-0.5,0.28,3.03,0.34,0.11,3.43
2318,69.34,75.03,92.4,1147.34,419.68,0.2,0.9,0.8,0.16,4.61,0.16,0.03,4.13
2319,57.13,67.65,84.4,987.13,419.04,0.2,0.2,0.8,0.26,7.65,0.35,0.0,6.26
2320,20.39,28.82,70.7,300.98,67.45,3.5,3.6,-1.5,1.42,1.27,1.37,0.59,2.01
2321,35.17,44.08,79.8,608.39,266.67,0.7,1.0,0.3,0.34,2.47,0.4,0.06,2.76
2322,33.33,40.0,83.3,463.33,56.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2323,27.77,37.39,74.3,509.13,169.89,5.5,5.0,-3.5,2.35,3.26,0.57,0.15,3.14
2324,45.0,47.0,95.7,771.0,223.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,7.0
2325,inf,inf,100.0,inf,,0.0,0.0,0.0,,,,,
2326,14.43,22.13,65.2,200.49,48.2,2.3,1.2,0.7,2.13,0.66,0.66,0.0,1.8
2327,26.67,34.0,78.4,706.3,480.42,0.2,0.2,-0.2,0.06,0.55,0.06,0.0,0.12
2328,46.14,52.83,87.3,765.45,228.83,1.4,0.8,1.6,0.62,4.69,0.41,0.07,4.97
2329,34.52,44.17,78.1,556.87,209.74,0.9,0.6,1.1,1.04,2.61,0.87,0.43,3.57
2330,25.29,30.59,82.7,481.18,155.88,0.1,0.2,-0.1,0.59,1.76,0.59,0.59,2.35
2331,20.84,26.33,79.2,306.37,51.22,1.4,0.9,-1.4,0.63,1.65,0.42,0.04,2.41
2332,29.27,36.62,79.9,418.49,101.0,4.7,2.9,0.3,1.92,3.65,1.55,0.18,5.53
2333,41.88,48.12,87.0,665.62,137.5,0.2,0.1,-0.2,1.88,3.12,1.25,0.62,6.25
2334,32.16,42.78,75.2,532.2,208.98,1.9,2.7,-1.9,0.86,2.47,1.14,0.71,3.29
2335,32.47,43.18,75.2,555.18,147.65,3.1,2.8,1.9,2.12,3.29,2.82,0.24,6.24
2336,23.48,33.85,69.4,373.48,110.5,0.8,1.8,0.2,0.75,1.99,0.87,0.37,3.54
2337,75.56,83.33,90.7,1161.11,418.89,0.0,0.0,0.0,0.0,14.44,0.0,0.0,2.22
2338,44.05,55.73,79.0,652.52,214.73,1.1,1.1,0.9,1.3,2.82,1.53,0.76,3.82
2339,33.3,43.96,75.8,523.96,214.31,2.7,3.0,2.3,1.02,2.59,1.27,0.71,3.76
2340,31.45,38.3,82.1,745.91,485.53,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.06
2341,37.78,47.78,79.1,495.56,128.89,0.1,0.1,-0.1,1.11,2.22,2.22,0.0,4.44
2342,39.43,48.76,80.9,533.14,158.86,3.0,3.3,-1.0,2.38,2.38,2.48,0.38,5.9
2343,59.88,69.38,86.3,1077.88,378.5,0.9,0.7,-0.9,0.62,5.62,0.88,0.38,5.38
2344,26.43,32.86,80.4,405.0,136.43,0.0,0.1,0.0,0.71,3.57,1.43,0.71,5.0
2345,37.05,46.33,80.0,542.62,128.1,10.8,9.5,0.2,3.04,1.81,1.98,0.08,4.77
2346,27.02,33.72,80.1,575.11,165.64,0.0,0.1,0.0,0.11,1.06,0.21,0.21,2.02
2347,41.24,50.87,81.1,805.52,306.89,1.2,0.9,-1.2,0.57,3.11,0.3,0.07,3.58
2348,29.48,36.96,79.8,476.26,146.09,0.4,0.4,-0.4,0.61,2.96,0.43,0.0,3.83
2349,28.9,38.35,75.4,496.79,129.27,4.0,3.8,-1.0,1.97,2.29,0.92,0.23,3.44
2350,24.35,32.59,74.7,373.76,111.53,1.3,0.9,0.7,2.0,2.82,1.18,0.24,4.24
2351,49.3,56.4,87.4,911.73,242.57,0.6,1.6,0.4,0.61,4.86,0.7,0.0,6.26
2352,19.73,25.89,76.2,307.12,60.96,0.4,0.2,-0.4,0.82,2.47,0.55,0.0,2.05
2353,60.0,60.0,100.0,900.0,310.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2354,48.26,55.54,86.9,838.8,219.24,1.0,0.8,-1.0,0.65,5.33,0.33,0.0,5.22
2355,42.32,53.08,79.7,720.8,184.41,2.3,2.6,-0.3,1.03,3.16,0.95,0.38,3.99
2356,23.33,33.33,70.0,513.33,263.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2357,22.89,32.63,70.2,385.53,101.84,0.2,0.2,-0.2,0.79,2.11,0.79,0.26,3.68
2358,35.26,50.31,70.1,568.76,192.32,5.9,4.9,1.1,2.63,3.04,2.06,0.31,5.62
2359,11.82,18.18,65.0,133.64,10.0,0.2,0.1,-0.2,0.91,0.91,0.91,0.0,0.91
2360,22.09,30.23,73.1,254.42,50.0,0.2,0.2,-0.2,0.47,1.16,1.16,0.0,2.79
2361,76.67,86.67,88.5,1142.5,238.33,0.0,0.1,0.0,0.0,7.5,0.83,0.83,1.67
2362,22.73,30.0,75.8,307.39,67.89,2.5,2.3,1.5,1.24,0.62,0.93,0.31,2.24
2363,40.0,40.0,100.0,570.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2364,15.7,22.03,71.3,255.99,51.21,2.9,2.6,1.1,1.01,1.06,0.43,0.05,1.79
2365,42.54,61.5,69.2,889.51,341.07,6.9,8.5,-0.9,2.96,6.06,1.43,0.26,7.3
2366,45.3,54.64,82.9,810.28,331.44,0.1,0.6,-0.1,0.06,3.26,0.39,0.11,3.65
2367,24.53,32.15,76.3,358.31,81.87,7.9,9.9,2.1,1.57,0.85,1.81,0.42,2.81
2368,16.67,36.67,45.5,316.67,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33
2369,40.75,46.75,87.2,806.25,221.75,0.0,0.0,0.0,0.25,1.0,0.0,0.0,2.0
2370,42.42,52.9,80.2,661.49,238.31,1.4,1.5,2.6,0.65,1.53,0.6,0.4,3.02
2371,44.95,55.27,81.3,731.87,277.53,1.1,1.5,1.9,0.39,3.14,0.49,0.07,4.1
2372,18.2,26.96,67.5,333.48,66.83,3.9,1.5,2.1,2.05,1.86,0.87,0.06,2.55
2373,10.0,15.0,66.7,125.0,80.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
2374,15.68,25.68,61.1,221.35,59.46,0.7,0.7,0.3,1.08,2.16,0.81,0.54,2.43
2375,30.96,41.26,75.0,439.48,130.96,1.5,1.0,0.5,1.33,1.85,0.81,0.07,4.37
2376,51.98,62.77,82.8,1068.64,438.76,0.7,1.4,0.3,0.29,4.28,0.53,0.09,3.92
2377,15.59,19.58,79.7,187.97,26.86,1.0,1.6,-1.0,0.68,0.68,0.42,0.0,1.44
2378,12.94,26.47,48.9,170.59,54.71,0.9,0.8,0.1,0.59,0.59,0.59,0.59,1.18
2379,57.71,65.38,88.3,956.8,274.58,2.6,3.1,2.4,0.98,7.13,0.8,0.07,8.36
2380,33.0,42.26,78.1,625.97,262.18,0.6,1.1,0.4,0.41,2.18,0.21,0.04,3.83
