Rk,TklAPlayers90,TklW90,TklADribblers90,TklAttDri90,Tkl%,Bl90,ShBl90,PassBl90,Int90,Clr90,Err90
310,1.79,1.07,1.07,1.98,53.8,1.15,0.19,0.95,0.53,1.64,0.0
311,3.0,3.0,1.0,3.0,33.3,0.0,0.0,0.0,2.0,5.0,0.0
312,1.25,0.85,0.62,1.12,56.0,1.34,0.49,0.85,0.8,2.14,0.0
313,4.0,2.0,1.0,4.5,22.2,1.5,0.0,1.5,0.5,1.0,0.0
314,3.48,2.26,1.78,2.65,67.2,1.22,0.22,1.0,1.61,1.87,0.13
315,2.4,1.03,0.86,2.23,38.5,1.03,0.06,0.97,0.74,0.34,0.0
316,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.56,0.09
317,2.26,1.33,1.15,3.19,36.0,0.93,0.07,0.85,1.3,1.11,0.0
318,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
319,2.0,0.0,2.0,2.0,100.0,2.0,0.0,2.0,0.0,8.0,0.0
320,1.72,0.8,0.69,1.61,42.9,0.75,0.06,0.69,0.34,0.52,0.0
321,0.05,0.05,0.0,0.0,,0.0,0.0,0.0,0.0,0.33,0.14
322,1.81,1.04,0.82,2.36,34.9,0.88,0.11,0.77,1.21,2.14,0.0
323,1.42,0.64,0.88,1.42,61.7,1.12,0.58,0.55,0.64,3.42,0.0
324,2.22,2.22,1.11,2.22,50.0,2.22,0.0,2.22,0.0,0.0,0.0
325,0.0,0.0,0.0,2.5,0.0,2.5,0.0,2.5,0.0,5.0,0.0
326,0.0,0.0,0.0,0.0,,2.31,1.92,0.38,1.54,8.08,0.0
327,2.06,0.88,0.59,1.18,50.0,1.18,0.0,1.18,1.47,0.29,0.0
328,1.67,0.0,0.83,1.67,50.0,0.83,0.0,0.83,0.83,1.67,0.0
329,0.81,0.32,0.45,0.9,50.0,1.17,0.09,1.08,0.36,0.18,0.0
330,2.13,1.16,1.13,2.26,50.0,1.35,0.35,1.0,1.03,3.13,0.0
331,1.67,1.67,0.0,0.0,,1.67,0.0,1.67,0.0,5.0,0.0
332,1.36,1.02,0.34,1.69,20.0,1.36,0.34,1.02,2.37,1.02,0.17
333,2.22,1.11,0.0,0.0,,2.22,1.11,1.11,1.11,0.0,0.0
334,2.13,1.47,1.2,2.04,58.7,1.02,0.58,0.44,0.62,1.47,0.09
335,2.88,1.81,1.38,2.5,55.0,2.0,1.31,0.69,1.56,5.62,0.0
336,1.03,0.51,0.36,0.83,42.9,0.63,0.04,0.59,0.55,0.4,0.0
337,0.35,0.09,0.09,0.71,12.5,0.8,0.09,0.71,0.27,0.27,0.0
338,1.77,1.34,0.79,1.04,76.5,0.79,0.18,0.61,0.37,0.79,0.0
339,4.0,2.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,1.0,0.0
340,0.35,0.23,0.06,0.23,25.0,0.35,0.06,0.29,0.0,0.76,0.0
341,4.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,7.0,1.0
342,1.47,0.88,0.59,0.88,66.7,0.29,0.0,0.29,0.88,2.65,0.0
343,1.18,0.98,0.78,0.78,100.0,0.98,0.59,0.39,1.37,3.14,0.0
344,1.97,0.9,0.9,2.54,35.5,1.48,0.0,1.48,0.74,0.16,0.0
345,1.71,0.86,1.0,2.25,44.4,1.0,0.21,0.79,2.04,3.0,0.0
346,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
347,1.64,0.75,0.82,1.19,68.4,1.32,0.75,0.57,1.13,5.09,0.0
348,0.91,0.64,0.45,1.45,31.3,0.73,0.18,0.55,0.18,0.91,0.0
349,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
350,3.33,3.33,0.0,0.0,,0.0,0.0,0.0,0.0,3.33,0.0
351,0.57,0.0,0.0,0.29,0.0,0.86,0.0,0.86,0.0,0.57,0.0
352,1.31,0.85,0.52,0.85,61.5,1.31,1.05,0.26,0.59,3.99,0.2
353,4.0,4.0,2.0,4.0,50.0,2.0,0.0,2.0,0.0,0.0,0.0
354,4.0,1.33,1.33,3.33,40.0,1.33,0.0,1.33,0.67,2.0,0.0
355,1.67,1.11,1.67,2.22,75.0,2.78,0.0,2.78,1.67,0.0,0.0
356,0.82,0.41,0.41,0.82,50.0,0.61,0.0,0.61,0.41,0.61,0.0
357,3.33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
358,2.29,1.06,1.17,1.68,70.0,0.84,0.06,0.78,0.61,0.84,0.0
359,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
360,2.27,1.82,0.91,1.82,50.0,1.36,0.0,1.36,0.0,1.82,0.0
361,1.15,0.67,0.48,1.64,29.5,1.15,0.07,1.08,0.82,1.45,0.07
362,2.14,1.17,0.97,2.23,43.5,0.87,0.0,0.87,0.78,0.29,0.0
363,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0
364,3.03,1.57,1.36,2.32,58.7,1.06,0.05,1.01,0.56,0.56,0.05
365,1.25,0.84,0.39,1.04,37.1,1.1,0.15,0.96,0.57,0.42,0.0
366,1.77,0.89,0.5,1.21,41.2,1.24,0.18,1.06,0.35,1.63,0.0
367,0.95,0.66,0.49,0.82,60.0,0.72,0.23,0.49,1.05,2.03,0.03
368,3.93,2.98,2.86,4.52,63.2,2.02,0.12,1.9,1.19,1.67,0.0
369,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2,0.0,0.0,0.0
371,1.26,0.81,0.59,0.96,61.5,1.41,0.85,0.56,0.52,3.96,0.11
372,0.69,0.57,0.4,1.09,37.0,0.81,0.12,0.69,0.32,0.73,0.0
373,1.91,0.92,1.3,1.79,72.6,1.47,1.04,0.43,1.45,4.71,0.06
374,2.0,0.0,2.0,2.0,100.0,2.0,0.0,2.0,0.0,0.0,0.0
375,1.04,0.61,0.4,0.81,50.0,0.94,0.71,0.24,1.38,3.13,0.0
376,3.33,0.0,3.33,3.33,100.0,0.0,0.0,0.0,0.0,6.67,0.0
377,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.29,0.0
378,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0
379,2.86,1.57,1.86,3.0,61.9,2.14,0.43,1.71,1.14,1.43,0.0
380,1.11,0.83,0.28,1.53,18.2,0.97,0.0,0.97,0.14,0.0,0.0
381,1.62,1.17,0.58,0.81,72.4,1.25,0.75,0.5,1.11,4.09,0.0
382,3.81,3.33,1.9,3.33,57.1,0.95,0.0,0.95,0.0,0.95,0.0
383,0.73,0.33,0.33,0.81,40.0,0.73,0.24,0.49,0.24,0.98,0.0
384,0.67,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,1.09,0.5,0.35,0.97,36.0,0.85,0.19,0.66,0.39,1.43,0.0
386,0.0,0.0,0.0,0.0,,10.0,0.0,10.0,0.0,0.0,0.0
387,1.32,0.26,0.0,0.53,0.0,0.53,0.0,0.53,0.26,0.53,0.0
388,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
389,0.6,0.0,0.2,0.4,50.0,1.0,0.2,0.8,0.0,0.6,0.0
390,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0
391,0.0,0.0,0.0,1.67,0.0,3.33,0.0,3.33,0.0,6.67,0.0
392,2.12,1.25,0.87,2.02,42.9,1.25,0.1,1.15,1.35,1.92,0.0
393,1.61,1.29,0.65,1.29,50.0,0.97,0.0,0.97,0.65,0.65,0.0
394,1.64,0.88,0.88,1.75,50.0,1.7,0.99,0.7,1.58,6.37,0.06
395,0.79,0.5,0.14,0.58,25.0,0.79,0.14,0.65,0.0,0.43,0.0
396,1.68,1.06,0.62,1.59,38.9,1.77,0.09,1.68,0.71,1.95,0.0
397,2.44,1.4,1.08,1.48,73.0,1.32,0.32,1.0,1.36,1.6,0.04
398,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.67,0.33
399,0.65,0.29,0.5,1.51,33.3,1.15,0.14,1.01,0.5,1.65,0.0
400,0.56,0.56,0.56,1.11,50.0,0.56,0.0,0.56,0.0,2.22,0.0
401,0.77,0.55,0.18,0.52,35.7,0.7,0.18,0.52,0.18,0.66,0.0
402,2.56,1.71,1.46,2.32,63.2,2.07,0.49,1.59,0.73,2.93,0.0
403,1.43,0.77,0.55,1.21,45.5,2.42,1.32,1.1,0.66,3.63,0.0
404,1.2,0.73,0.8,1.53,52.2,1.13,0.2,0.93,0.67,1.33,0.0
405,2.76,1.45,0.92,2.89,31.8,1.45,0.2,1.25,0.53,0.33,0.0
406,2.49,1.39,0.85,1.21,70.6,0.71,0.43,0.28,2.46,4.66,0.0
407,0.7,0.47,0.23,0.64,36.4,0.94,0.18,0.76,0.18,0.12,0.0
408,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,2.01,1.25,0.65,1.41,46.2,1.36,0.98,0.38,0.98,4.24,0.05
410,2.01,1.09,0.86,2.01,42.6,1.82,0.83,0.99,1.22,4.09,0.03
411,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
413,1.67,1.36,1.06,1.82,58.3,1.36,0.3,1.06,1.52,1.82,0.0
414,1.11,0.0,0.0,1.11,0.0,3.33,0.56,2.78,2.22,2.78,0.0
415,2.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,6.0,0.0
416,2.06,1.29,1.08,1.96,55.3,1.24,0.26,0.98,0.77,1.86,0.0
417,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.26,0.09
418,1.19,0.59,0.17,1.44,11.8,0.93,0.17,0.76,0.34,0.59,0.0
419,3.29,2.2,1.22,3.29,37.0,1.95,0.0,1.95,0.3,0.3,0.0
420,1.73,1.2,0.4,1.2,33.3,0.4,0.0,0.4,0.13,0.53,0.0
421,1.89,1.13,1.13,1.79,63.2,1.08,0.28,0.8,0.9,2.64,0.0
422,2.03,0.83,0.98,1.59,61.4,1.56,0.25,1.3,1.16,1.63,0.0
423,2.86,1.45,1.13,1.89,60.0,1.86,0.79,1.07,1.16,1.38,0.13
424,1.45,0.97,0.79,1.52,52.0,0.97,0.24,0.73,0.79,0.36,0.0
425,3.19,2.12,1.77,3.27,54.1,1.77,0.27,1.5,0.35,1.33,0.0
426,2.88,1.56,1.81,2.96,61.1,1.07,0.29,0.78,0.99,2.02,0.04
427,1.8,1.23,0.84,1.23,68.8,1.46,0.5,0.96,1.92,2.84,0.11
428,2.5,2.5,2.5,2.5,100.0,2.5,2.5,0.0,2.5,2.5,0.0
429,1.05,0.59,0.55,0.92,59.1,1.09,0.71,0.38,1.22,2.23,0.0
430,1.18,0.5,0.81,1.0,81.8,1.22,0.63,0.59,0.81,4.25,0.05
431,2.32,1.16,1.13,1.73,65.3,1.02,0.46,0.56,0.85,0.77,0.0
432,1.46,0.67,0.9,2.47,36.4,0.79,0.11,0.67,0.56,1.12,0.0
433,0.54,0.25,0.08,0.62,13.3,0.58,0.17,0.41,0.17,1.58,0.0
434,2.47,1.67,0.96,1.95,49.0,1.39,0.08,1.31,1.12,1.35,0.0
435,2.46,1.74,0.89,2.19,40.8,1.07,0.04,1.03,1.21,0.85,0.0
436,3.04,1.83,1.3,2.52,51.7,0.7,0.17,0.52,0.96,0.61,0.0
437,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,3.76,2.33,1.14,1.93,59.0,1.78,0.4,1.39,1.44,1.44,0.05
439,1.8,1.37,0.56,1.23,45.7,0.92,0.04,0.88,0.49,0.28,0.0
440,1.78,1.14,0.95,1.63,58.1,1.06,0.11,0.95,0.42,0.98,0.04
441,3.0,1.0,2.0,4.0,50.0,2.0,0.0,2.0,0.0,0.0,0.0
442,0.86,0.27,0.32,0.81,40.0,0.54,0.11,0.43,0.16,0.81,0.0
443,1.05,1.05,0.0,1.05,0.0,1.58,1.05,0.53,1.05,1.58,0.0
444,2.9,2.07,1.29,2.21,58.3,1.38,0.32,1.06,1.01,1.89,0.09
445,1.76,1.11,0.65,1.81,36.1,0.95,0.0,0.95,0.3,0.9,0.0
446,2.3,1.58,1.37,2.09,65.5,1.26,0.22,1.04,1.04,2.12,0.04
447,1.95,0.93,0.98,1.71,57.1,2.0,1.37,0.63,0.98,5.22,0.05
448,0.59,0.42,0.29,0.82,36.0,0.29,0.0,0.29,0.23,0.75,0.0
449,,,,,,,,,,,
450,1.68,0.95,0.73,1.75,41.7,1.02,0.15,0.88,0.8,0.66,0.0
451,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
452,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,1.98,1.11,0.93,1.36,68.2,1.23,0.25,0.99,1.36,1.48,0.06
454,0.62,0.31,0.0,0.31,0.0,0.0,0.0,0.0,0.62,0.0,0.0
455,0.04,0.0,0.04,0.04,100.0,0.0,0.0,0.0,0.0,0.7,0.09
456,0.14,0.0,0.0,0.07,0.0,0.28,0.0,0.28,0.07,0.21,0.0
457,2.71,1.9,1.13,3.18,35.5,1.19,0.27,0.92,1.43,0.77,0.06
458,2.3,1.33,1.21,1.88,64.5,1.39,0.79,0.61,1.03,3.39,0.06
459,1.92,1.15,0.62,2.0,30.8,0.92,0.08,0.85,0.54,0.31,0.0
460,1.72,1.07,0.86,1.55,55.6,0.83,0.24,0.59,0.93,3.0,0.07
461,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
462,1.67,1.67,1.67,5.0,33.3,1.67,0.0,1.67,0.0,1.67,0.0
463,1.12,1.0,0.12,1.5,8.3,0.62,0.0,0.62,0.25,0.88,0.0
464,2.88,1.76,1.76,3.07,57.3,1.44,0.22,1.21,1.47,3.26,0.0
465,3.24,1.96,1.49,2.23,66.7,1.35,0.34,1.01,2.16,2.09,0.0
466,2.76,2.07,1.38,2.07,66.7,0.0,0.0,0.0,1.03,2.07,0.0
467,1.34,0.79,0.64,1.04,61.9,1.19,0.94,0.25,0.64,3.86,0.15
468,2.05,1.44,0.62,1.92,32.1,1.03,0.14,0.89,1.44,1.71,0.0
469,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.82,0.11
470,1.6,1.6,0.8,2.8,28.6,0.8,0.0,0.8,0.4,2.4,0.0
471,2.45,1.51,0.94,2.08,45.5,0.94,0.19,0.75,1.32,1.7,0.19
472,2.55,1.2,1.68,3.04,55.4,2.07,0.49,1.58,1.09,2.72,0.11
473,0.0,0.0,0.0,0.0,,10.0,0.0,10.0,0.0,0.0,0.0
474,1.95,1.33,0.95,1.74,54.8,1.16,0.37,0.79,0.91,2.24,0.17
475,1.67,0.56,0.56,1.67,33.3,4.44,0.0,4.44,0.0,0.56,0.0
476,2.63,1.58,1.32,2.11,62.5,1.05,0.13,0.92,1.05,1.18,0.13
477,5.56,3.33,2.22,5.56,40.0,1.11,0.0,1.11,0.0,4.44,0.0
478,5.0,5.0,5.0,5.0,100.0,0.0,0.0,0.0,5.0,10.0,0.0
479,0.87,0.52,0.35,0.87,40.0,1.1,0.92,0.17,0.69,3.53,0.0
480,3.77,2.55,2.32,4.82,48.1,3.36,1.5,1.86,0.82,3.23,0.05
481,,,,,,,,,,inf,
482,2.27,1.3,1.22,2.48,49.2,1.47,0.59,0.88,0.76,2.48,0.0
483,1.38,0.8,0.31,0.8,38.9,1.03,0.09,0.94,0.58,1.12,0.0
484,0.87,0.65,0.43,0.65,66.7,0.0,0.0,0.0,0.0,0.0,0.0
485,3.24,1.57,1.34,2.82,47.5,1.57,0.19,1.39,1.25,1.53,0.05
486,1.67,0.82,0.89,1.5,59.1,1.3,0.34,0.96,1.3,2.35,0.03
487,0.08,0.04,0.08,0.12,66.7,0.0,0.0,0.0,0.0,0.64,0.2
488,1.18,0.53,0.32,1.07,30.0,1.18,0.11,1.07,0.11,0.96,0.0
489,1.24,0.95,0.66,1.06,62.1,0.69,0.36,0.33,1.17,2.96,0.0
490,2.0,1.67,1.17,3.17,36.8,2.67,0.17,2.5,0.17,0.5,0.0
491,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0
492,0.74,0.37,0.37,1.11,33.3,0.37,0.0,0.37,0.37,0.37,0.0
493,0.73,0.49,0.24,1.95,12.5,0.98,0.0,0.98,0.49,0.73,0.0
494,1.59,0.79,0.53,1.19,44.4,0.99,0.46,0.53,1.13,1.26,0.07
495,1.17,0.64,0.67,1.24,54.3,0.85,0.53,0.32,0.53,4.22,0.11
496,2.07,1.52,1.03,1.58,65.5,0.98,0.65,0.33,0.98,3.75,0.11
497,1.16,0.7,0.81,2.33,35.0,1.05,0.23,0.81,0.58,0.7,0.0
498,1.52,0.76,0.76,2.12,35.7,1.36,0.3,1.06,0.0,0.61,0.15
499,1.0,1.0,0.5,0.5,100.0,3.0,0.5,2.5,0.0,0.0,0.0
500,3.07,2.13,1.87,3.33,56.0,1.6,0.67,0.93,1.07,3.33,0.0
501,1.01,0.55,0.73,1.65,44.4,0.46,0.18,0.28,1.65,2.66,0.0
502,1.87,1.07,0.67,1.33,50.0,1.87,0.27,1.6,1.33,2.4,0.0
503,2.0,1.0,2.0,3.0,66.7,2.0,1.0,1.0,0.0,1.0,0.0
504,0.78,0.29,0.2,1.37,14.3,1.27,0.0,1.27,0.78,0.59,0.0
505,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.67,0.13
506,0.49,0.49,0.33,0.82,40.0,0.49,0.16,0.33,0.49,1.15,0.0
507,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
508,3.93,2.95,2.13,3.93,54.2,2.62,0.0,2.62,1.48,0.66,0.0
509,1.97,1.4,1.17,1.97,59.3,2.2,1.43,0.77,1.5,4.83,0.0
510,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,2.5,10.0,0.0
511,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.33,0.0
512,1.27,0.8,0.38,0.85,44.4,1.75,0.05,1.7,0.24,0.9,0.0
513,1.51,1.13,0.94,1.42,66.7,0.75,0.66,0.09,0.75,4.81,0.0
514,0.88,0.49,0.39,0.95,40.7,0.7,0.07,0.63,0.28,0.18,0.04
515,1.76,0.0,0.0,0.59,0.0,1.18,0.59,0.59,1.18,2.35,0.0
516,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
517,1.73,1.03,0.97,1.91,50.8,1.76,1.03,0.73,1.61,4.21,0.09
518,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.33,0.0,0.0
519,1.77,1.38,0.85,1.31,64.7,1.15,0.23,0.92,0.46,2.23,0.08
520,1.13,0.94,0.57,1.7,33.3,0.38,0.0,0.38,0.94,2.08,0.0
521,0.51,0.3,0.17,0.34,50.0,0.25,0.04,0.21,0.21,0.42,0.0
522,1.47,0.79,0.89,2.41,37.0,0.68,0.16,0.52,0.37,0.05,0.0
523,1.3,0.87,0.43,2.17,20.0,1.74,0.43,1.3,0.43,0.87,0.0
524,0.09,0.0,0.09,0.12,75.0,0.03,0.0,0.03,0.0,0.33,0.06
525,4.71,2.94,2.94,4.12,71.4,1.18,0.59,0.59,1.76,5.29,0.0
526,0.82,0.41,0.12,0.53,23.1,0.7,0.04,0.66,0.25,0.16,0.0
527,1.79,1.19,0.6,0.95,62.5,1.31,0.36,0.95,0.48,2.26,0.12
528,4.38,1.88,1.25,1.88,66.7,0.0,0.0,0.0,0.62,0.0,0.0
529,1.74,0.97,1.04,2.64,39.5,0.76,0.17,0.59,1.08,0.97,0.0
530,1.05,0.53,0.53,1.05,50.0,1.58,0.53,1.05,0.0,1.05,0.0
531,1.64,1.0,0.68,1.5,45.5,1.36,0.27,1.09,0.36,0.5,0.05
532,2.82,1.81,1.67,3.34,50.0,1.64,0.73,0.91,1.53,2.09,0.0
533,1.05,0.64,0.73,1.27,57.1,1.05,0.45,0.59,0.95,1.86,0.0
534,4.17,2.5,1.67,2.92,57.1,3.33,0.83,2.5,1.67,1.67,0.0
535,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0
536,2.66,1.36,1.21,2.85,42.4,1.61,0.34,1.27,1.61,1.64,0.03
537,2.4,1.6,0.4,1.2,33.3,0.4,0.4,0.0,0.0,0.4,0.0
538,1.59,0.62,0.8,1.5,52.9,0.27,0.09,0.18,0.53,0.27,0.0
539,1.4,0.87,0.87,1.55,56.3,1.3,1.01,0.29,0.53,4.44,0.05
540,2.38,1.3,0.86,1.57,55.2,1.46,0.54,0.92,1.62,2.92,0.0
541,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
542,,,,,,,,,,,
543,1.48,1.11,0.37,1.11,33.3,1.11,0.0,1.11,0.37,0.0,0.0
544,5.0,5.0,5.0,5.0,100.0,5.0,5.0,0.0,0.0,0.0,0.0
545,4.17,3.33,2.5,2.5,100.0,0.83,0.0,0.83,2.5,4.17,0.0
546,1.69,1.01,0.73,1.18,61.9,1.12,0.28,0.84,0.51,1.57,0.0
547,2.0,1.0,1.0,5.0,20.0,6.0,2.0,4.0,1.0,1.0,0.0
548,2.07,1.17,0.76,2.69,28.2,1.66,0.21,1.45,0.76,1.03,0.07
549,2.14,0.89,0.18,0.89,20.0,0.71,0.18,0.54,0.89,1.25,0.0
550,2.04,0.87,1.13,2.13,53.1,0.74,0.13,0.61,1.57,2.0,0.0
551,inf,,inf,inf,100.0,inf,,inf,,,
552,1.61,1.01,0.94,1.41,66.7,1.21,0.4,0.81,0.67,2.21,0.0
553,2.61,1.58,1.7,3.64,46.7,1.15,0.06,1.09,1.27,2.3,0.0
554,1.25,0.75,0.43,0.71,61.1,1.06,0.59,0.47,0.78,4.71,0.12
555,2.3,1.89,1.49,2.16,68.8,1.62,0.54,1.08,0.95,3.51,0.14
556,1.91,1.13,0.78,1.42,55.2,1.08,0.34,0.74,0.98,3.48,0.0
557,1.29,0.68,0.64,0.98,65.5,1.56,1.02,0.54,1.49,4.78,0.14
558,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,4.0,0.0
559,1.13,0.79,0.53,0.93,57.1,1.19,0.33,0.86,0.0,0.93,0.0
560,0.85,0.51,0.37,0.68,55.0,0.37,0.14,0.24,0.47,0.47,0.0
561,2.4,1.5,1.3,1.7,76.5,1.4,0.5,0.9,1.3,3.3,0.0
562,0.97,0.56,0.73,1.37,52.9,1.21,0.08,1.13,0.16,0.4,0.0
563,1.89,1.26,1.26,1.71,73.7,1.58,0.81,0.77,1.62,3.47,0.05
564,2.39,1.41,1.03,2.07,50.0,1.79,0.49,1.3,1.2,1.47,0.05
565,2.0,2.0,2.0,2.0,100.0,2.0,0.0,2.0,2.0,4.0,0.0
566,20.0,20.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
567,0.0,0.0,0.0,0.0,,0.03,0.0,0.03,0.03,0.54,0.03
568,6.0,6.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
569,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0
570,1.97,1.32,1.1,2.03,54.0,1.03,0.35,0.68,2.1,1.48,0.03
571,3.04,1.82,2.03,2.91,69.8,0.81,0.41,0.41,2.16,3.18,0.07
572,1.98,1.21,1.1,1.81,60.6,1.43,0.49,0.93,1.48,4.89,0.05
573,1.98,1.19,0.5,1.29,38.5,1.39,0.4,0.99,1.58,1.49,0.0
574,4.55,1.82,1.82,4.09,44.4,0.91,0.0,0.91,2.27,1.36,0.0
575,2.5,1.0,0.5,1.5,33.3,1.5,0.0,1.5,1.5,1.0,0.0
576,10.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
577,6.67,0.0,3.33,10.0,33.3,0.0,0.0,0.0,3.33,3.33,0.0
578,2.5,1.67,0.83,4.17,20.0,1.67,0.0,1.67,1.67,0.83,0.0
579,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
580,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0
581,1.29,0.88,0.29,1.0,29.4,0.76,0.0,0.76,0.12,0.35,0.0
582,1.46,1.04,0.0,1.67,0.0,0.42,0.0,0.42,0.21,0.21,0.0
583,2.64,1.46,1.17,2.05,57.1,1.63,0.67,0.96,1.38,2.55,0.0
584,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0
585,1.96,0.98,0.98,2.07,47.4,1.85,0.43,1.41,1.74,2.61,0.0
586,1.08,0.6,0.6,1.39,43.5,1.27,0.24,1.02,0.96,0.48,0.06
587,2.03,1.18,0.96,1.55,62.1,0.75,0.21,0.53,0.86,1.87,0.0
588,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
589,1.36,0.82,0.51,0.82,62.5,1.43,0.92,0.51,0.78,4.08,0.03
590,3.55,1.95,1.8,3.63,49.5,1.09,0.55,0.55,1.52,2.3,0.12
591,0.15,0.08,0.15,0.23,66.7,0.0,0.0,0.0,0.0,0.38,0.08
592,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
593,1.84,1.18,1.09,2.16,50.7,1.41,0.43,0.98,1.24,2.79,0.0
594,2.03,1.39,0.95,2.12,44.9,1.0,0.22,0.78,0.69,1.26,0.0
595,,,,,,,,,,,
596,5.38,3.08,2.31,6.15,37.5,3.08,0.0,3.08,0.0,0.0,0.0
597,1.88,1.59,0.58,1.3,44.4,1.59,0.14,1.45,0.29,0.29,0.0
598,0.27,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
599,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,1.81,1.37,0.8,1.61,50.0,0.56,0.08,0.48,0.4,1.24,0.04
601,3.54,2.32,1.72,2.42,70.8,0.71,0.0,0.71,1.41,3.23,0.0
602,2.58,1.94,0.65,2.26,28.6,0.97,0.0,0.97,1.29,1.94,0.0
603,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.33
604,2.71,1.53,1.53,2.88,52.9,2.54,1.02,1.53,1.69,1.19,0.0
605,0.62,0.42,0.42,0.62,66.7,1.04,0.62,0.42,0.62,1.46,0.0
606,1.97,1.12,0.77,1.37,56.0,0.99,0.16,0.82,0.68,1.51,0.05
607,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
608,1.46,0.81,0.92,1.35,68.0,0.76,0.38,0.38,0.65,2.11,0.05
609,1.67,1.67,0.0,0.0,,0.83,0.0,0.83,0.83,0.0,0.0
610,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,1.33,1.0,1.0,1.67,60.0,2.0,0.33,1.67,0.33,0.67,0.0
612,1.27,0.81,0.75,1.04,72.2,1.16,0.92,0.23,0.69,3.76,0.0
613,3.13,1.92,1.72,3.23,53.1,1.82,0.66,1.16,1.11,2.42,0.0
614,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
615,1.93,1.33,0.87,1.38,63.3,1.19,0.69,0.5,0.96,5.23,0.0
616,1.83,1.27,1.14,2.01,56.5,1.35,0.83,0.52,0.66,1.14,0.04
617,1.11,0.59,0.48,1.29,37.1,1.03,0.26,0.77,0.48,0.77,0.04
